Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPH_M_R
16473,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16474,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
16475,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16476,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16477,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16478,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16479,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16480,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16481,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16482,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16483,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
16484,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16485,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16486,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16487,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16488,Water,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16489,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16490,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16491,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16492,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16493,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16494,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
16495,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16496,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16497,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16498,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16499,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16500,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
16501,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16502,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16503,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16504,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16505,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16506,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16507,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16508,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
16509,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16510,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
16511,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
16512,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
16513,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
16514,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16515,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
16516,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16517,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16518,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
16519,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16520,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16521,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16522,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16523,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16524,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16525,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16526,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16527,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16529,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16530,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16531,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16532,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16533,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16534,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16535,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16536,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
16537,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
16538,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
16539,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16540,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16541,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16542,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16543,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16544,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16545,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16546,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16547,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
16548,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16549,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
16550,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16551,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16552,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16553,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16554,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16555,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16556,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16557,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16558,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16559,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16560,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16561,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16562,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16563,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16564,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16565,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
16566,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16567,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16568,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16569,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
16570,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
16571,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water,NULL
16572,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
16573,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
16574,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
16575,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16576,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
16577,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16578,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16579,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16580,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16581,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16582,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16583,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16584,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
16585,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
16586,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16587,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16588,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16589,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16590,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
16591,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16592,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16593,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
16594,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
16595,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
16596,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Water
16597,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16598,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16599,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16600,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Wetland
16601,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16602,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
16603,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16604,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16605,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16606,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16607,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16608,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16609,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16610,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16611,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16612,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
16613,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16614,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Bareland
16615,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
16616,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16617,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16618,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16619,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16620,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16621,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16622,Permanent_ice_and_snow,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16623,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
16624,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16625,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16626,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16627,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16628,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16629,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16630,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16631,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16632,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16633,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
16634,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16635,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16636,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16637,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
16638,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16639,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16640,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16641,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16642,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16643,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16644,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16645,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16646,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16647,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16648,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16649,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16650,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
16651,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16652,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16653,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16654,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16655,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16656,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16657,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16658,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16659,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
16660,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16661,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16662,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16663,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
16664,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
16665,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
16666,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
16667,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
16668,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16669,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16670,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16671,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
16672,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
16673,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16674,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
16675,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16676,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16677,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
16678,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16679,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
16680,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
16681,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16682,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16683,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
16684,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
16685,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16686,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16687,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16688,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
16689,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
16690,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
16691,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
16692,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16693,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16694,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16695,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16696,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16697,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16698,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16699,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16700,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16701,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16702,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16703,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16704,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16705,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
16706,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16707,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
16708,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
16709,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
16710,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16711,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
16712,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
16713,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16714,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
16715,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
16716,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16717,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16718,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16719,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16720,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
16721,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16722,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16723,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16724,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16725,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16726,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16727,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16728,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16729,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16730,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16731,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16732,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
16733,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16734,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16735,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
16736,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16737,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
16738,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
16739,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
16740,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
16741,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16742,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16743,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16744,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16745,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16746,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16747,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
16748,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16749,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16750,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16751,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16752,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
16753,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16754,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
16755,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16756,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16757,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16758,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16759,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16760,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16761,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16762,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16763,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
