Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYN_M_R
7388,Water,Water,Wetland,Water,NULL,Water,Water,Water
7389,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
7390,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
7391,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
7392,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
7393,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
7394,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Cropland
7395,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
7396,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
7397,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
7398,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
7399,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
7400,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
7401,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Wetland
7402,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Bareland
7403,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
7404,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Forest
7405,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7406,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
7407,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
7408,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
7409,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7410,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
7411,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
7412,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
7413,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
7414,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
7415,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
7416,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7417,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7418,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
7419,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
7420,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7421,Water,Water,Wetland,Water,Wetland,Wetland,Water,Built-up
7422,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7423,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7424,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
7425,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
7426,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
7427,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7428,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
7429,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Wetland
7430,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7431,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
7432,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7433,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7434,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
7435,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Bareland
7436,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
7437,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
7438,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
7439,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7440,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
7441,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7442,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
7443,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
7444,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
7445,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
7446,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7447,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
7448,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
7449,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
7450,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
7451,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7452,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7453,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
7454,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
7455,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
7456,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
7457,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7458,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7459,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
7460,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7461,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
7462,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
7463,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Wetland
7464,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
7465,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
7466,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
7467,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
7468,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7469,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
7470,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7471,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
7472,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Water
7473,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
7474,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Wetland
7475,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
7476,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7477,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7478,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
7479,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7480,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
7481,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7482,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7483,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7484,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7485,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
7486,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
7487,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
7488,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
7489,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7490,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
7491,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
7492,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7493,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7494,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Wetland
7495,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
7496,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Grassland
7497,Water,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
7498,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
7499,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7500,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7501,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
7502,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7503,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7504,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
7505,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7506,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7507,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
7508,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7509,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
7510,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7511,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
7512,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
7513,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
7514,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
7515,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
7516,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
7517,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
7518,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7519,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7520,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7521,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
7522,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7523,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7524,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7525,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7526,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
7527,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
7528,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7529,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7530,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
7531,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
7532,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7533,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7534,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
7535,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7536,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
7537,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7538,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
7539,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
7540,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
7541,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7542,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
7543,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7544,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
7545,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
7546,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7547,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7548,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7549,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
7550,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7551,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7552,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
7553,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Wetland
7554,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
7555,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
7556,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
7557,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7558,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7559,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
7560,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
7561,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
7562,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Water
7563,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
7564,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
7565,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
7566,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7567,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Wetland
7568,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7569,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
7570,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
7571,Water,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Wetland
7572,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
7573,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7574,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7575,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7576,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7577,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7578,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
7579,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
7580,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
7581,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
7582,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7583,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
7584,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
7585,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
7586,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
7587,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
7588,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
7589,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
7590,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
7591,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7592,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
7593,Water,Water,Water,NULL,Water,NULL,NULL,Water
7594,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
7595,Water,Water,Water,NULL,Water,NULL,Wetland,Water
7596,Water,Water,Water,NULL,Water,NULL,Bareland,Water
7597,Water,Water,Water,NULL,Water,NULL,Built-up,Wetland
7598,Water,Water,Water,NULL,Water,NULL,Built-up,Water
7599,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7600,Water,Water,Water,NULL,Water,NULL,Water,Wetland
7601,Water,Water,Water,NULL,Water,NULL,Water,Water
7602,Water,Water,Water,NULL,Water,NULL,Water,Forest
7603,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
7604,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
7605,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
7606,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
7607,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7608,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7609,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7610,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7611,Water,Water,Water,NULL,Water,Wetland,Water,Water
7612,Water,Water,Water,NULL,Water,Wetland,Forest,Wetland
7613,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
7614,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
7615,Water,Water,Water,NULL,Water,Bareland,Water,Water
7616,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
7617,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
7618,Water,Water,Water,NULL,Water,Water,Wetland,Water
7619,Water,Water,Water,NULL,Water,Water,Bareland,Water
7620,Water,Water,Water,NULL,Water,Water,Built-up,Wetland
7621,Water,Water,Water,NULL,Water,Water,Built-up,Water
7622,Water,Water,Water,NULL,Water,Water,Water,Wetland
7623,Water,Water,Water,NULL,Water,Water,Water,Built-up
7624,Water,Water,Water,NULL,Water,Water,Water,Water
7625,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
7626,Water,Water,Water,NULL,Water,Forest,Wetland,Water
7627,Water,Water,Water,NULL,Water,Forest,Water,Wetland
7628,Water,Water,Water,NULL,Water,Forest,Water,Water
7629,Water,Water,Water,Non_Water,NULL,Bareland,Bareland,Bareland
7630,Water,Water,Water,Non_Water,NULL,Built-up,Built-up,Grassland
7631,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
7632,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
7633,Water,Water,Water,Non_Water,Water,NULL,Built-up,Wetland
7634,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
7635,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
7636,Water,Water,Water,Non_Water,Water,NULL,Water,Water
7637,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
7638,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7639,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7640,Water,Water,Water,Non_Water,Water,Wetland,Water,Built-up
7641,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7642,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
7643,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
7644,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
7645,Water,Water,Water,Non_Water,Water,Water,Built-up,Wetland
7646,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
7647,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7648,Water,Water,Water,Non_Water,Water,Water,Water,Water
7649,Water,Water,Water,Non_Water,Water,Forest,Water,Water
7650,Water,Water,Water,Water,NULL,NULL,NULL,Water
7651,Water,Water,Water,Water,NULL,Bareland,Bareland,Bareland
7652,Water,Water,Water,Water,NULL,Bareland,Bareland,Water
7653,Water,Water,Water,Water,NULL,Bareland,Water,Water
7654,Water,Water,Water,Water,NULL,Built-up,Water,Water
7655,Water,Water,Water,Water,NULL,Water,NULL,Water
7656,Water,Water,Water,Water,NULL,Water,Bareland,Water
7657,Water,Water,Water,Water,NULL,Water,Built-up,Water
7658,Water,Water,Water,Water,NULL,Water,Water,Water
7659,Water,Water,Water,Water,Water,NULL,NULL,Grassland
7660,Water,Water,Water,Water,Water,NULL,NULL,Wetland
7661,Water,Water,Water,Water,Water,NULL,NULL,Water
7662,Water,Water,Water,Water,Water,NULL,Shrubland,Wetland
7663,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
7664,Water,Water,Water,Water,Water,NULL,Wetland,Water
7665,Water,Water,Water,Water,Water,NULL,Bareland,Grassland
7666,Water,Water,Water,Water,Water,NULL,Bareland,Water
7667,Water,Water,Water,Water,Water,NULL,Built-up,Wetland
7668,Water,Water,Water,Water,Water,NULL,Built-up,Water
7669,Water,Water,Water,Water,Water,NULL,Water,Grassland
7670,Water,Water,Water,Water,Water,NULL,Water,Wetland
7671,Water,Water,Water,Water,Water,NULL,Water,Bareland
7672,Water,Water,Water,Water,Water,NULL,Water,Built-up
7673,Water,Water,Water,Water,Water,NULL,Water,Water
7674,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
7675,Water,Water,Water,Water,Water,Wetland,NULL,Water
7676,Water,Water,Water,Water,Water,Wetland,NULL,Forest
7677,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
7678,Water,Water,Water,Water,Water,Wetland,Wetland,Water
7679,Water,Water,Water,Water,Water,Wetland,Bareland,Wetland
7680,Water,Water,Water,Water,Water,Wetland,Built-up,Wetland
7681,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7682,Water,Water,Water,Water,Water,Wetland,Water,Water
7683,Water,Water,Water,Water,Water,Wetland,Water,Forest
7684,Water,Water,Water,Water,Water,Wetland,Forest,Wetland
7685,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
7686,Water,Water,Water,Water,Water,Bareland,Bareland,Water
7687,Water,Water,Water,Water,Water,Bareland,Built-up,Wetland
7688,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7689,Water,Water,Water,Water,Water,Bareland,Water,Water
7690,Water,Water,Water,Water,Water,Built-up,Water,Water
7691,Water,Water,Water,Water,Water,Water,NULL,Wetland
7692,Water,Water,Water,Water,Water,Water,NULL,Water
7693,Water,Water,Water,Water,Water,Water,Wetland,Wetland
7694,Water,Water,Water,Water,Water,Water,Wetland,Water
7695,Water,Water,Water,Water,Water,Water,Bareland,Wetland
7696,Water,Water,Water,Water,Water,Water,Bareland,Bareland
7697,Water,Water,Water,Water,Water,Water,Bareland,Water
7698,Water,Water,Water,Water,Water,Water,Built-up,Wetland
7699,Water,Water,Water,Water,Water,Water,Built-up,Water
7700,Water,Water,Water,Water,Water,Water,Water,Grassland
7701,Water,Water,Water,Water,Water,Water,Water,Wetland
7702,Water,Water,Water,Water,Water,Water,Water,Bareland
7703,Water,Water,Water,Water,Water,Water,Water,Water
7704,Water,Water,Water,Water,Water,Water,Forest,Water
7705,Water,Water,Water,Water,Water,Forest,Water,Wetland
7706,Water,Water,Water,Water,Water,Forest,Water,Water
7707,Water,Water,Water,Water,Water,Forest,Forest,Wetland
7708,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7709,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7710,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7711,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7712,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7713,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7714,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7715,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
7716,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7717,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
7718,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7719,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
7720,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7721,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7722,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7723,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7724,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
7725,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7726,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7727,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7728,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7729,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7730,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7731,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7732,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
7733,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7734,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7735,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7736,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7737,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7738,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7739,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
7740,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
7741,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
7742,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
7743,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
7744,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7745,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7746,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7747,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7748,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7749,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7750,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7751,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
7752,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7753,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7754,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7755,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7756,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7757,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7758,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7759,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
7760,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
7761,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
7762,Water,Water,Forest,Water,Non_Wetland,NULL,Built-up,Wetland
7763,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
7764,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
7765,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
7766,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
7767,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
7768,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
7769,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
7770,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7771,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
7772,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
7773,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7774,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
