Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDL_M_R
2883,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2884,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2885,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2886,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2887,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2888,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2889,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2890,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2891,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2892,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2893,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2894,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2895,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2896,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2897,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
2898,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2899,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2900,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2901,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2902,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2903,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2904,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
2905,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2906,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2907,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2908,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2909,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2910,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2911,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2912,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2913,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2914,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2915,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2916,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2917,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2918,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2919,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2920,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2921,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2922,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2923,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2924,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2925,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
2926,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2927,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2928,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2929,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2930,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2931,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2932,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2933,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2934,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2935,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2936,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2937,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2938,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
2939,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2940,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2941,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2942,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2943,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2944,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2945,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2946,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2947,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2948,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
2949,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2950,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2951,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
2952,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
2953,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2954,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2955,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2956,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2957,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2958,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2959,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2960,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2961,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2962,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2963,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2964,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2965,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2966,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2967,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
2968,Water,Forest,Water,NULL,Water,Grassland,Water,Forest
2969,Water,Forest,Water,Water,Water,Grassland,Wetland,Water
2970,Water,Forest,Water,Water,Water,Water,Wetland,Water
2971,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2972,Water,Forest,Water,Water,Water,Water,Water,Water
2973,Water,Forest,Water,Water,Water,Water,Water,Forest
2974,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2975,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2976,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2977,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2978,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2979,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2980,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2981,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2982,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2983,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
2984,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
2985,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2986,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2987,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2988,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2989,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2990,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2991,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2992,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2993,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2994,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2995,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2996,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2997,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2998,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2999,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3000,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3001,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3002,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3003,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3004,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3005,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3006,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3007,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3008,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3009,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3010,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
3011,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
3012,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3013,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3014,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3015,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3016,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3017,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
3018,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
3019,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Grassland,Water,Water
3020,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3021,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3022,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3023,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3024,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Water
3025,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3026,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3027,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3028,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3029,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3030,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3031,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Water,Wetland,Water
3032,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Wetland,Water
3033,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Water,Water
3034,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Water
3035,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3036,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3037,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3038,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3039,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3040,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3041,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3042,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3043,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3044,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3045,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3046,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3047,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3048,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3049,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3050,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3051,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3052,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3053,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3054,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3055,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3056,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3057,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3058,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3059,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
3060,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
3061,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
3062,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland,Water,Water
3063,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Grassland,Water
3064,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
3065,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3066,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3067,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3068,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3069,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3070,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3071,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3072,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3073,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3074,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3075,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3076,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3077,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3078,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3079,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3080,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
3081,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3082,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3083,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
3084,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
3085,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
3086,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3087,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Wetland,Forest
3088,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Forest,Water
3089,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
3090,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3091,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
3092,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3093,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3094,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3095,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3096,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3097,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3098,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3099,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3100,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3101,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3102,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3103,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3104,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3105,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3106,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3107,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3108,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3115,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3119,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3120,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3121,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3122,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3123,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3124,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3125,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3126,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3127,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3128,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3129,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3130,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3131,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3132,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3133,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3134,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3135,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3136,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3137,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3138,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3139,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3140,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3141,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3142,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3143,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
3144,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3145,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3146,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3147,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
3148,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3149,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3150,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3151,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3152,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3153,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3154,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
3155,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3156,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
3157,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3158,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3159,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3160,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3161,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3162,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3163,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3164,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3165,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3166,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3167,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3168,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3169,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3170,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3171,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3172,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3173,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3178,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3179,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3180,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3181,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3182,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3183,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3184,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3185,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3186,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3187,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3188,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3189,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3190,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3191,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3192,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
3193,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
3194,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
3195,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3196,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3197,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3198,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3199,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3200,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3201,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3202,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
