Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFP_M_R
18292,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
18293,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
18294,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18295,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18296,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18297,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
18298,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18299,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
18300,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18301,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
18302,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18303,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
18304,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
18305,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
18306,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18307,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18308,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18309,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
18310,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
18311,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
18312,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
18313,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
18314,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18315,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
18316,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18317,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
18318,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18319,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
18320,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
18321,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18322,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
18323,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
18324,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18325,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
18326,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
18327,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
18328,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18329,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
18330,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
18331,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18332,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18333,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18334,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
18335,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18336,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
18337,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
18338,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
18339,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
18340,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
18341,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18342,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
18343,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
18344,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
18345,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
18346,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
18347,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
18348,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18349,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
18350,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
18351,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
18352,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
18353,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
18354,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
18355,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
18356,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
18357,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
18358,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18359,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
18360,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
18361,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
18362,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
18363,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
18364,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
18365,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
18366,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
18367,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18368,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18369,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18370,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18371,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
18372,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
18373,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18374,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
18375,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
18376,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
18377,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
18378,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
18379,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18380,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
18381,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18382,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18383,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
18384,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
18385,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18386,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
18387,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
18388,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
18389,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
18390,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
18391,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
18392,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
18393,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
18394,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
18395,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
18396,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18397,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
18398,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
18399,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
18400,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
18401,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
18402,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
18403,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
18404,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
18405,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18406,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
18407,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
18408,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
18409,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18410,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18411,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18412,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18413,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
18414,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18415,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18416,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18417,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
18418,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
18419,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
18420,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
18421,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
18422,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
18423,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
18424,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18425,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18426,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18427,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18428,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
18429,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18430,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
18431,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18432,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18433,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
18434,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18435,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18436,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
18437,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
18438,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18439,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
18440,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
18441,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
18442,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18443,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
18444,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18445,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
18446,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18447,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
18448,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
18449,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
18450,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
18451,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
18452,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
18453,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
18454,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18455,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18456,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
18457,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18458,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
18459,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
18460,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
18461,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
18462,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
18463,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18464,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18465,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
18466,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
18467,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
18468,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
18469,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
18470,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18471,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18472,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18473,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18474,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18475,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
18476,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18477,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
18478,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
18479,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
18480,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
18481,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
18482,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
18483,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
18484,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
18485,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
18486,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
18487,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
18488,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
18489,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
18490,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
18491,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18492,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18493,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18494,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18495,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18496,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18497,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18498,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
18499,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
18500,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18501,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18502,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18503,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
18504,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
18505,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18506,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18507,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
18508,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18509,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
18510,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18511,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
18512,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
18513,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18514,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
18515,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
18516,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
18517,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
18518,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
18519,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
18520,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
18521,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18522,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18523,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18524,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18525,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18526,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18527,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
18528,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
18529,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
18530,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
18531,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18532,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
18533,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
18534,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
18535,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
18536,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18537,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
18538,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
18539,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
18540,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
18541,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
18542,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
18543,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
18544,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
18545,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
18546,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
18547,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
18548,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
18549,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
18550,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
18551,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
18552,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
18553,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
18554,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
18555,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
18556,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
18557,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
18558,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
18559,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
18560,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
18561,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
18562,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
18563,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
18564,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
18565,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
18566,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
18567,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
18568,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
18569,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
18570,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18571,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
18572,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18573,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
18574,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18575,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18576,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
18577,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
18578,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
18579,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
18580,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
18581,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
18582,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
18583,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
18584,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
18585,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
18586,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
18587,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
18588,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
18589,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
18590,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
18591,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
18592,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
18593,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
18594,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
18595,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
18596,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Bareland
18597,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
18598,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
18599,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
18600,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
18601,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
18602,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
18603,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
18604,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
18605,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
18606,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
18607,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18608,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18609,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18610,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18611,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
18612,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18613,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
18614,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
18615,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
18616,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18617,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18618,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18619,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
18620,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
18621,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
