Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
14056,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
14057,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
14058,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14059,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14060,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14061,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14062,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
14063,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
14064,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14065,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14066,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14067,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
14068,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14069,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
14070,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
14071,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
14072,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
14073,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
14074,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
14075,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
14076,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
14077,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
14078,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
14079,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
14080,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14081,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
14082,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14083,Water,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
14084,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14085,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
14086,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
14087,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
14088,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
14089,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14090,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
14091,Water,NULL,Wetland,Water,Wetland,NULL,Water,NULL
14092,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
14093,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
14094,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
14095,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
14096,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
14097,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
14098,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14099,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Cropland
14100,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14101,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
14102,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
14103,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14104,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14105,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
14106,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
14107,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
14108,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
14109,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
14110,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
14111,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
14112,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
14113,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
14114,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
14115,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
14116,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
14117,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
14118,Water,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
14119,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
14120,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
14121,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
14122,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
14123,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
14124,Water,NULL,Wetland,Water,Wetland,Water,NULL,NULL
14125,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
14126,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
14127,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
14128,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
14129,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
14130,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
14131,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
14132,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
14133,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
14134,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
14135,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
14136,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
14137,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Cropland
14138,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
14139,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
14140,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
14141,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
14142,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
14143,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
14144,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
14145,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
14146,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Cropland
14147,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
14148,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Water
14149,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
14150,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
14151,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14152,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14153,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14154,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
14155,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14156,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
14157,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
14158,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
14159,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14160,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
14161,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Cropland
14162,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
14163,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
14164,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
14165,Water,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
14166,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14167,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
14168,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14169,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
14170,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14171,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14172,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14173,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14174,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
14175,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
14176,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Cropland
14177,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
14178,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Cropland
14179,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14180,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
14181,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
14182,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Wetland
14183,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Cropland
14184,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Wetland
14185,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
14186,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Grassland
14187,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Cropland
14188,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Wetland
14189,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Cropland
14190,Water,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
14191,Water,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Wetland
14192,Water,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
14193,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
14194,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
14195,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Cropland
14196,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
14197,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
14198,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
14199,Water,NULL,Water,NULL,Water,NULL,Shrubland,Water
14200,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
14201,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
14202,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
14203,Water,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
14204,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
14205,Water,NULL,Water,NULL,Water,Water,NULL,Water
14206,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
14207,Water,NULL,Water,NULL,Water,Water,Water,Wetland
14208,Water,NULL,Water,NULL,Water,Water,Water,Water
14209,Water,NULL,Water,NULL,Water,Water,Water,Forest
14210,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
14211,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
14212,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
14213,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
14214,Water,NULL,Water,Non_Water,Water,Water,Bareland,Bareland
14215,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
14216,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
14217,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
14218,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
14219,Water,NULL,Water,Non_Water,Water,Water,Water,Water
14220,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
14221,Water,NULL,Water,Water,Water,NULL,Grassland,Water
14222,Water,NULL,Water,Water,Water,NULL,Water,Water
14223,Water,NULL,Water,Water,Water,Shrubland,NULL,Wetland
14224,Water,NULL,Water,Water,Water,Shrubland,NULL,Water
14225,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
14226,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
14227,Water,NULL,Water,Water,Water,Shrubland,Water,Cropland
14228,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
14229,Water,NULL,Water,Water,Water,Shrubland,Water,Water
14230,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
14231,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
14232,Water,NULL,Water,Water,Water,Bareland,Water,Cropland
14233,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
14234,Water,NULL,Water,Water,Water,Bareland,Water,Bareland
14235,Water,NULL,Water,Water,Water,Bareland,Water,Water
14236,Water,NULL,Water,Water,Water,Water,NULL,Grassland
14237,Water,NULL,Water,Water,Water,Water,NULL,Cropland
14238,Water,NULL,Water,Water,Water,Water,NULL,Wetland
14239,Water,NULL,Water,Water,Water,Water,NULL,Water
14240,Water,NULL,Water,Water,Water,Water,Shrubland,Bareland
14241,Water,NULL,Water,Water,Water,Water,Water,NULL
14242,Water,NULL,Water,Water,Water,Water,Water,Grassland
14243,Water,NULL,Water,Water,Water,Water,Water,Cropland
14244,Water,NULL,Water,Water,Water,Water,Water,Wetland
14245,Water,NULL,Water,Water,Water,Water,Water,Bareland
14246,Water,NULL,Water,Water,Water,Water,Water,Water
14247,Water,NULL,Water,Water,Water,Water,Water,Forest
14248,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14249,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14250,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14251,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14252,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14253,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14254,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14255,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14256,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14257,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14258,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14259,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14260,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
14261,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
14262,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
14263,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
14264,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14265,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14266,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
14267,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14268,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14269,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14270,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14271,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
14272,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
14273,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14274,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14275,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14276,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14277,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14278,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14279,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14280,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14281,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,NULL
14282,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14283,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14284,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
14285,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
14286,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14287,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14288,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14289,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
14290,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14291,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14292,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14293,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
14294,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14295,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14296,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
14297,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
14298,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14299,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
14300,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
14301,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
14302,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
14303,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
14304,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
14305,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
14306,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
14307,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
14308,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14309,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
14310,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14311,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
14312,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
14313,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14314,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
14315,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
14316,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14317,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
14318,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14319,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
14320,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
14321,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
14322,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
14323,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14324,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
14325,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
14326,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
14327,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14328,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
14329,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14330,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Water
14331,Water,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
14332,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
14333,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
14334,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
14335,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Cropland
14336,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
14337,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
14338,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Cropland
14339,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Wetland
14340,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
14341,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
14342,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Cropland
14343,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Wetland
14344,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
14345,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Cropland
14346,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
14347,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
14348,Water,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Wetland
14349,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14350,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14351,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14352,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14353,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
14354,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14355,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
14356,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14357,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14358,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14359,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
14360,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14361,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14362,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
14363,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
14364,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14365,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14366,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
14367,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
14368,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
14369,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
14370,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14371,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
14372,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
14373,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14374,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
14375,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,NULL
14376,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14377,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Cropland
14378,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
14379,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14380,Water,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14381,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14382,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14383,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14384,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14385,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14386,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14387,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14388,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14389,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
14390,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
14391,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14392,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14393,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14394,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14395,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14396,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14397,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14398,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14399,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
14400,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14401,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14402,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14403,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
14404,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14405,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
14406,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
14407,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14408,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14409,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14410,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14411,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
14412,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
