Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
28348,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
28349,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
28350,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
28351,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
28352,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
28353,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
28354,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
28355,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
28356,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
28357,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
28358,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
28359,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
28360,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
28361,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
28362,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
28363,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
28364,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
28365,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
28366,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
28367,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
28368,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
28369,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
28370,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
28371,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
28372,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
28373,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
28374,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
28375,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
28376,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
28377,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
28378,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
28379,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
28380,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
28381,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
28382,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
28383,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
28384,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
28385,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
28386,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
28387,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
28388,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
28389,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
28390,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
28391,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
28392,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
28393,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
28394,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
28395,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
28396,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
28397,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
28398,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
28399,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
28400,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
28401,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
28402,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
28403,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
28404,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
28405,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
28406,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
28407,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
28408,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
28409,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
28410,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
28411,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Built-up
28412,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
28413,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
28414,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
28415,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
28416,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
28417,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
28418,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
28419,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
28420,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
28421,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
28422,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
28423,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
28424,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
28425,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28426,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
28427,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
28428,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
28429,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
28430,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
28431,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
28432,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28433,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28434,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
28435,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
28436,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
28437,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
28438,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
28439,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
28440,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
28441,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
28442,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
28443,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
28444,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
28445,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
28446,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28447,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28448,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
28449,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
28450,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
28451,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28452,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
28453,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
28454,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
28455,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
28456,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
28457,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
28458,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
28459,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
28460,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
28461,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
28462,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
28463,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
28464,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
28465,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
28466,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
28467,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
28468,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
28469,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
28470,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
28471,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,NULL
28472,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
28473,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
28474,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
28475,Forest,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Forest,Forest
28476,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
28477,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
28478,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
28479,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
28480,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
28481,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Water
28482,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
28483,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
28484,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
28485,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
28486,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
28487,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
28488,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
28489,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
28490,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Forest
28491,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
28492,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
28493,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
28494,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
28495,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
28496,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
28497,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
28498,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
28499,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,NULL
28500,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
28501,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
28502,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
28503,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,NULL
28504,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
28505,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,NULL
28506,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,Forest
28507,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
28508,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
28509,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
28510,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
28511,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
28512,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
28513,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
28514,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
28515,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
28516,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
28517,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
28518,Forest,Forest,Grassland,Water,Non_Wetland,Built-up,Forest,Forest
28519,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Grassland
28520,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
28521,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
28522,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
28523,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
28524,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
28525,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
28526,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
28527,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
28528,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
28529,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
28530,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
28531,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28532,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
28533,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
28534,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
28535,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
28536,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
28537,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
28538,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
28539,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
28540,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
28541,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
28542,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
28543,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
28544,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
28545,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
28546,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
28547,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28548,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28549,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
28550,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28551,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28552,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
28553,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
28554,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28555,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28556,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28557,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
28558,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
28559,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
28560,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
28561,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
28562,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
28563,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
28564,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28565,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
28566,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
28567,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
28568,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
28569,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
28570,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
28571,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
28572,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
28573,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
28574,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
28575,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
28576,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
28577,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
28578,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
28579,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
28580,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
28581,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
28582,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28583,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28584,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28585,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
28586,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28588,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
28589,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28590,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28591,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
28592,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
28593,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
28594,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
28595,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
28596,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
28597,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28598,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
28599,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
28600,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
28601,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
28602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
28603,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
28604,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
28605,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
28606,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
28607,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
28608,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
28609,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
28610,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
28611,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
28612,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
28613,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
28614,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
28615,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
28616,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
28617,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
28618,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
28619,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
28620,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
28621,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
28622,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
28623,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
28624,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
28625,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
28626,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
28627,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
28628,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
28629,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
28630,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
28631,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
28632,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
28633,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
28634,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
28635,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
28636,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
28637,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
28638,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
28639,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
28640,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
28641,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
28642,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
28643,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
28644,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
28645,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
28646,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
28647,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
28648,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
28649,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
28650,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
28651,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
28652,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
28653,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
28654,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
28655,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
28656,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
28657,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
28658,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
28659,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
28660,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
28661,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
28662,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
28663,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
28664,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
28665,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
28666,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
28667,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
28668,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
28669,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
