Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLH_M_R
2996,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2997,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2998,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2999,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3000,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3001,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3002,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3003,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3004,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3005,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3006,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3007,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3008,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3009,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3010,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3011,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3012,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3013,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3014,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3015,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3016,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3017,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3018,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3019,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3020,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3021,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3022,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
3023,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Cropland
3024,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Wetland
3025,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
3026,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
3027,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3028,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3029,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3030,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
3031,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
3032,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
3033,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
3034,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
3035,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3036,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3037,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3038,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3039,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3040,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3041,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3042,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3043,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3044,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3045,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3046,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3047,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3048,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3049,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3050,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3051,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3052,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3053,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3054,Permanent_ice_and_snow,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3055,Permanent_ice_and_snow,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3056,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3057,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3058,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3059,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3060,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3061,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3062,Permanent_ice_and_snow,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3063,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3064,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3065,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3066,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3067,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3068,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3069,Permanent_ice_and_snow,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3070,Permanent_ice_and_snow,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3071,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3072,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3073,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3074,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3075,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3076,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3077,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3078,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3079,Permanent_ice_and_snow,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3080,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3081,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
3082,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3083,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
3084,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3085,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3086,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3087,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3088,Permanent_ice_and_snow,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3089,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
3090,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3091,Permanent_ice_and_snow,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3092,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3093,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3094,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3095,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3096,Permanent_ice_and_snow,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3097,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
3098,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3099,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3100,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3101,Permanent_ice_and_snow,Cropland,Water,NULL,Water,NULL,NULL,Forest
3102,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3103,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
3104,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
3105,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3106,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Cropland
3107,Permanent_ice_and_snow,Cropland,Water,Water,Water,NULL,NULL,Water
3108,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3109,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3110,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3111,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3112,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3113,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3114,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3115,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3116,Permanent_ice_and_snow,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3117,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3118,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3119,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3120,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3121,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3122,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3123,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3124,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3125,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3126,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3127,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3128,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3129,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3130,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3131,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3132,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3133,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3134,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3135,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
3136,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3137,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Water
3138,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
3139,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3140,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3141,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3142,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3143,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3144,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3145,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3146,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3147,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
3148,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3149,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
3150,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3151,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3152,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3153,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3154,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3155,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3156,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3157,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3158,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3159,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3160,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3161,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3162,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3163,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3164,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3165,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
3166,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
3167,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
3168,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Cropland
3169,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
3170,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3171,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
3172,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
3173,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3174,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
3175,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3176,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3177,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3178,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3179,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3180,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3181,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3182,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3183,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3184,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3185,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3186,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3187,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3188,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3189,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3190,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3191,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3192,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3193,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
3194,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3195,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3196,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
3197,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
3198,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3199,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3200,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3201,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3202,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3203,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3204,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3206,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3207,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3208,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3209,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3210,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3211,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3212,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3213,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3214,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3215,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3216,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3217,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
3218,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3219,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3220,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3221,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3222,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3223,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3224,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3225,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3226,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3227,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3228,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3229,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3230,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3231,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3232,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3233,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3234,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3235,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3236,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3237,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3238,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3239,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3240,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3241,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3242,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3243,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3244,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3245,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3246,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3247,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3248,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3249,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3250,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3251,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3252,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3253,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3254,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3255,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3256,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
3257,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3258,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3259,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3260,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3261,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3262,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3263,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3264,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3265,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3266,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3267,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3268,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3269,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3270,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3271,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3272,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3273,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3274,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3275,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3276,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3277,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
3278,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3279,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3280,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3281,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3282,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3283,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3284,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3285,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3286,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3287,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3288,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3289,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3290,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3291,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3292,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3293,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3294,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3295,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
