Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KER_M_R
663,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
664,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
665,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
668,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
669,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
670,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
671,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
672,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
673,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
674,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
675,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
676,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
677,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
678,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
679,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
680,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
681,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
682,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
683,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
686,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
687,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
689,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Built-up
690,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
691,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
692,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
696,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
697,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
698,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
699,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
702,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
703,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
704,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
705,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
707,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
708,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
709,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
711,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
712,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
713,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
714,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
716,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
718,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
719,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
720,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
721,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
722,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
723,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
724,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
725,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
726,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
727,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
728,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
729,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
731,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
732,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
733,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
734,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
735,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
736,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
737,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
738,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
740,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
741,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
742,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
743,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
744,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
745,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
746,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
748,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
750,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
751,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
752,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
753,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
754,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
756,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
758,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
759,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
760,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
761,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
762,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
763,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
764,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
765,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
766,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
767,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
768,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
769,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
773,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
774,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
777,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
779,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
780,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
781,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
782,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
783,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
785,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
786,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
787,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
788,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
789,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
790,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
791,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
792,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
793,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
796,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
797,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
798,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
800,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
801,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
802,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
803,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
804,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
805,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
806,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
807,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
808,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
809,Bareland,Water,Water,Water,Water,NULL,NULL,Water
810,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
811,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
812,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
814,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
815,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
816,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
817,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
818,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
820,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
822,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
824,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
825,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
826,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
829,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
830,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
831,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
834,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
836,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
839,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
840,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
841,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
842,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
843,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
844,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
846,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
847,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
848,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
849,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
851,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
852,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
853,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
854,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
855,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
856,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
859,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
860,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
861,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
862,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
863,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
864,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
865,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
866,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
867,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
868,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
869,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
871,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
872,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
873,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
874,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
876,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
877,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
878,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
879,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
880,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
881,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
882,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
883,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
884,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
885,Water,NULL,Water,NULL,Water,NULL,NULL,Water
886,Water,NULL,Water,Water,Water,NULL,NULL,NULL
887,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
888,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
889,Water,NULL,Water,Water,Water,NULL,NULL,Water
890,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
891,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
892,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
893,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
894,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
896,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
897,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
898,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
899,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
900,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
901,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
902,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Built-up
903,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
904,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
905,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
907,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
908,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
909,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
910,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
911,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
912,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
913,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
914,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
915,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
916,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
917,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
919,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
922,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
923,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
924,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
925,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
926,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
927,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
928,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
929,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
930,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
931,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
932,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
933,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
934,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
935,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
936,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
939,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
940,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
941,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
942,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
943,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
944,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
945,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
946,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
947,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
948,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
949,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
950,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
951,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
952,Water,Bareland,Water,NULL,Water,NULL,NULL,NULL
953,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
954,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
955,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
956,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
957,Water,Bareland,Water,Water,Water,NULL,NULL,NULL
958,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
959,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
960,Water,Bareland,Water,Water,Water,NULL,NULL,Water
961,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
962,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
963,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
964,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
965,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
966,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
967,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
968,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
969,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
970,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
971,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
972,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
973,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
974,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
975,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
976,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
977,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
978,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
979,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
980,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
981,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
984,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
985,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
986,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
987,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
988,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
989,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
990,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
991,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
992,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
993,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
994,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
996,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
997,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
998,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1000,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1001,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1003,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1004,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1005,Water,Water,Water,NULL,Water,NULL,NULL,Water
