Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYN_M_R
1956,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1957,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1959,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1960,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1961,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1962,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1963,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1964,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1965,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1966,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1967,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1968,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1969,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1970,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1971,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1972,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1973,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1974,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1975,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1976,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1977,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1978,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1979,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1980,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1981,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1982,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1983,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1984,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1985,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1986,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1987,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1988,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1989,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1990,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1991,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1992,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1994,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1995,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1996,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1997,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1998,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1999,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
2000,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2001,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
2002,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
2003,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2004,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2005,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2006,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2007,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
2008,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2010,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2011,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2012,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2013,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
2014,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2015,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2016,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2017,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
2018,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2019,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2020,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2021,Water,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2022,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2023,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2024,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2025,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2026,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2027,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2028,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2029,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2030,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2031,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2032,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2033,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2034,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2035,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2036,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2037,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2038,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2039,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2040,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2041,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2042,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2043,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2044,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2045,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2046,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2047,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2048,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2049,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2050,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2051,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2052,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2053,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2054,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2055,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2056,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2057,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2058,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2059,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2060,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2061,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2062,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2063,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2064,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
2065,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2066,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2067,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2068,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2069,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2070,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2071,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2072,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2073,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2074,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2075,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2076,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2077,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2078,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2079,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
2080,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2081,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2082,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2083,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2084,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2085,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2086,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2087,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2088,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2089,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
2090,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2091,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2092,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
2093,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2094,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2095,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2096,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2097,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2098,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2099,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2100,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2101,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2102,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2103,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2104,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2105,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2106,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2107,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2108,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2109,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2110,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2111,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2112,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2113,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2114,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2115,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2116,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2117,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2118,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2119,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2120,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2121,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2122,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2123,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2124,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2125,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2126,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2127,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2128,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2129,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2130,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
2131,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2132,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2133,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2134,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2135,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2136,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2137,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2138,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2139,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2140,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2141,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2142,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2143,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2144,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2145,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2146,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2147,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2148,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2149,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2150,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2151,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2152,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2153,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2154,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2155,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2156,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2157,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2158,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2159,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2160,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2161,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2162,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2163,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2164,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2165,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2166,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2167,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2168,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2169,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2170,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2171,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2172,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2173,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2174,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2175,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2176,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2177,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2178,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2179,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2180,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2181,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
2182,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2183,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2184,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2185,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2186,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2187,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
2188,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Forest
2189,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2190,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
2191,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2192,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2193,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2194,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2195,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2196,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2197,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2198,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2199,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2200,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2201,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2202,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2203,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2204,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2205,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2206,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2207,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2208,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2209,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2210,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2211,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2212,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2213,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2214,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2215,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2216,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2217,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2218,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2219,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2220,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2221,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2222,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2223,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2224,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2225,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2226,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2227,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2228,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2229,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2230,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2231,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2232,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2233,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2234,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2235,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2236,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2237,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2238,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2239,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
2240,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2241,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2242,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2243,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2244,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
2245,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2246,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2247,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2248,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2249,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2250,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2251,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2252,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2253,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2254,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2255,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2256,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2257,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2258,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2259,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2260,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2261,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2262,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2263,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
2264,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
2265,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2266,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2267,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2268,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2269,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2270,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2271,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2272,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2273,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2274,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2275,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2276,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2277,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2278,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2279,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2280,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2281,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
2282,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2283,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2284,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2285,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2286,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2287,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2288,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2289,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2290,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2291,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2292,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2293,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2294,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2295,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2296,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2297,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2298,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2299,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2300,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2301,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2302,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2303,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2304,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
2305,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2306,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2307,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2308,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2309,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2310,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2311,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2312,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2313,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2314,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2315,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2316,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2317,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2318,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2319,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
