Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYF_M_R
2432,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2433,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2434,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2435,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2436,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2437,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2438,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2439,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2440,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2441,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2442,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2443,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2444,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2445,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2446,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2447,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2448,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2449,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2450,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2451,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2452,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2453,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2454,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2455,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2456,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
2457,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2458,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2459,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2460,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2461,Water,Forest,Water,Water,Water,NULL,NULL,Water
2462,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2463,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2464,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2465,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2466,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2467,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2468,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2469,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2470,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2471,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2472,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2473,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2474,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2475,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2476,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2477,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2478,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2479,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2480,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2481,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2482,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2483,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2484,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2485,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2486,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2487,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2488,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2489,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2490,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2491,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2492,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2493,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2494,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2495,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2496,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2497,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2498,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2499,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2500,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2501,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2502,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2503,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2504,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2505,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2506,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2507,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2508,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2509,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2510,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2511,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2512,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2513,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2514,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2515,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2516,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
2517,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2518,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2519,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2520,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2521,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2522,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2523,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2524,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2525,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Grassland
2526,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Bareland
2527,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2528,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2529,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2530,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2536,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2537,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2538,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2539,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2540,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2541,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2542,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2543,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2544,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2545,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2547,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2555,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2556,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2557,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2558,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2559,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2560,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2561,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2562,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2563,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2564,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2565,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2566,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2567,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2568,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2569,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2571,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2572,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2573,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2574,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2575,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2576,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2577,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2578,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2579,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2580,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2581,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2582,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2583,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2584,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2585,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2586,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2587,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2588,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2589,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2590,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2591,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2592,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2593,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2594,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2595,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2596,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2597,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2598,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2599,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2600,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2601,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2602,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2603,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2604,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2605,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2606,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2607,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2608,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2609,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2610,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2611,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2612,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2613,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2614,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2615,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2616,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2617,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2618,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2619,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2620,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2621,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2622,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2623,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2624,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2625,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2626,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2627,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2628,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2629,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2630,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2631,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2632,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2633,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2634,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2635,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2636,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2637,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2638,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2639,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2640,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2641,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2643,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2644,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2645,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2646,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2647,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2648,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2649,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2650,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2651,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2652,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2653,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2654,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2655,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2656,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2657,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2658,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2659,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2664,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2665,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2666,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2667,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2668,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2669,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2670,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2671,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2672,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2673,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2674,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2675,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2676,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2677,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2678,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2679,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2680,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2681,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2682,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2683,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2684,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2685,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2686,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2687,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2688,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2689,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2690,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2691,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2692,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2693,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2694,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2695,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2696,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2697,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2698,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2699,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2700,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2701,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2702,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2703,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2704,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2705,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2706,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2707,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2708,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2709,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2710,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2711,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2712,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2713,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2714,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2715,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2716,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2717,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2718,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2719,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2720,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2721,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2722,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2723,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2724,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2725,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2726,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2727,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2728,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2729,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2730,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2731,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2732,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2733,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2734,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2735,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2736,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2737,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2738,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2739,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2740,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2741,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2742,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2743,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2744,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2745,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2746,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2747,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2748,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2749,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2750,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2751,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2752,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2753,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2754,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2756,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2757,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2758,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2759,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2760,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2761,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2762,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2763,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2764,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2765,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
