Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
29905,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
29906,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29907,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
29908,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
29909,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
29910,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
29911,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
29912,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
29913,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
29914,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
29915,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
29916,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
29917,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
29918,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
29919,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
29920,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
29921,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
29922,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
29923,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
29924,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
29925,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
29926,Permanent_ice_and_snow,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
29927,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
29928,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
29929,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
29930,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
29931,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
29932,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
29933,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
29934,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
29935,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
29936,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
29937,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
29938,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
29939,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
29940,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
29941,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
29942,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
29943,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
29944,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
29945,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
29946,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
29947,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
29948,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
29949,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
29950,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
29951,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
29952,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
29953,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Wetland
29954,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
29955,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
29956,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
29957,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
29958,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
29959,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
29960,Permanent_ice_and_snow,Water,Water,NULL,Water,Shrubland,Water,Wetland
29961,Permanent_ice_and_snow,Water,Water,Water,Water,Shrubland,Water,Water
29962,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Grassland
29963,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Wetland
29964,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
29965,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
29966,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
29967,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
29968,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
29969,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
29970,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
29971,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
29972,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
29973,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
29974,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
29975,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
29976,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
29977,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
29978,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
29979,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
29980,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
29981,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
29982,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
29983,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
29984,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
29985,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
29986,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
29987,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
29988,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
29989,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
29990,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
29991,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
29992,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
29993,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
29994,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
29995,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
29996,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
29997,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
29998,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
29999,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
30000,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
30001,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
30002,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
30003,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
30004,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
30005,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
30006,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
30007,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
30008,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
30009,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
30010,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
30011,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
30012,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
30013,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
30014,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
30015,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
30016,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
30017,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
30018,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
30019,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
30020,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
30021,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
30022,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
30023,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
30024,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
30025,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
30026,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
30027,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
30028,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
30029,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
30030,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
30031,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30032,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
30033,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
30034,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
30035,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
30036,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
30037,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
30038,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
30039,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
30040,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
30041,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
30042,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
30043,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
30044,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
30045,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
30046,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30047,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30048,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
30049,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30050,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
30051,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30052,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30053,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
30054,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30055,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
30056,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
30057,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
30058,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
30059,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
30060,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
30061,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
30062,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
30063,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
30064,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
30065,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30066,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Wetland
30067,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
30068,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
30069,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
30070,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
30071,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
30072,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
30073,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
30074,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
30075,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
30076,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
30077,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
30078,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
30079,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
30080,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
30081,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
30082,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
30083,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
30084,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
30085,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
30086,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30087,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
30088,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
30089,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
30090,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
30091,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
30092,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
30093,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
30094,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
30095,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
30096,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
30097,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
30098,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
30099,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
30100,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
30101,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
30102,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
30103,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
30104,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
30105,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
30106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
30107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
30108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
30109,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
30110,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
30111,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
30112,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
30113,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
30114,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
30115,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
30116,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
30117,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
30118,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
30119,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
30120,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30121,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
30122,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
30123,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
30124,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
30125,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
30126,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
30127,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
30128,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
30129,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
30130,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
30131,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
30132,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
30133,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
30134,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
30135,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
30136,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
30137,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
30138,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
30139,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
30140,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
30141,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
30142,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
30143,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
30144,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
30145,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
30146,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
30147,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
30148,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
30149,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
30150,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
30151,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
30152,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
30153,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Built-up
30154,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
30155,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
30156,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
30157,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
30158,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
30159,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
30160,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
30161,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
30162,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
30163,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
30164,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
30165,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
30166,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
30167,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
30168,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
30169,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
30170,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
30171,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
30172,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
30173,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
30174,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
30175,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
30176,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
30177,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
30178,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
30179,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
30180,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
30181,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
30182,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
30183,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Wetland
30184,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
30185,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
30186,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
30187,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
30188,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
30189,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
30190,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
30191,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
30192,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
30193,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
30194,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
30195,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
30196,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
30197,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
30198,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
30199,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
30200,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
30201,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
30202,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
30203,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
30204,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
30205,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
30206,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
30207,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
30208,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
30209,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
30210,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
30211,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
30212,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
30213,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
30214,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
30215,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
