Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUS_M_R
20099,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
20100,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
20101,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
20102,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
20103,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
20104,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
20105,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
20106,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
20107,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
20108,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
20109,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
20110,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
20111,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
20112,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
20113,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
20114,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
20115,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Water
20116,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
20117,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
20118,Forest,Cropland,Wetland,Water,Wetland,Water,Shrubland,Grassland
20119,Forest,Cropland,Wetland,Water,Wetland,Water,Shrubland,Water
20120,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
20121,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20122,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
20123,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20124,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
20125,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
20126,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
20127,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20128,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
20129,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20130,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20131,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
20132,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
20133,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
20134,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
20135,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
20136,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
20137,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
20138,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
20139,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
20140,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
20141,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
20142,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
20143,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20144,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20145,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
20146,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20147,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
20148,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
20149,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
20150,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
20151,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
20152,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
20153,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20154,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20155,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20156,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20157,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
20158,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
20159,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
20160,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
20161,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
20162,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
20163,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
20164,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
20165,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
20166,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
20167,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
20168,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
20169,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
20170,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
20171,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
20172,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
20173,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
20174,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
20175,Forest,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
20176,Forest,Cropland,Water,NULL,Water,Water,NULL,Grassland
20177,Forest,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
20178,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
20179,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
20180,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
20181,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
20182,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
20183,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
20184,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
20185,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
20186,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
20187,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
20188,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
20189,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
20190,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
20191,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
20192,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
20193,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
20194,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
20195,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
20196,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
20197,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
20198,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
20199,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
20200,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
20201,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
20202,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
20203,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20204,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20205,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
20206,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
20207,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20208,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
20209,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20210,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
20211,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
20212,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
20213,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
20214,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
20215,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
20216,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
20217,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
20218,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
20219,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
20220,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
20221,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
20222,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
20223,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
20224,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
20225,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20226,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20227,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20228,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
20229,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
20230,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
20231,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
20232,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
20233,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
20234,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
20235,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
20236,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
20237,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
20238,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
20239,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
20240,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
20241,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
20242,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
20243,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
20244,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
20245,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
20246,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
20247,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20248,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
20249,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
20250,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
20251,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
20252,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
20253,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
20254,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
20255,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
20256,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
20257,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
20258,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
20259,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
20260,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
20261,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
20262,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
20263,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
20264,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
20265,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
20266,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
20267,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
20268,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
20269,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
20270,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
20271,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
20272,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
20273,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
20274,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20275,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20276,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20277,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20278,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
20279,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
20280,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
20281,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
20282,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
20283,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
20284,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20285,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
20286,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
20287,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
20288,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
20289,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
20290,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
20291,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20292,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
20293,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20294,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20295,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20296,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20297,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
20298,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Water
20299,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
20300,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
20301,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
20302,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20303,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20304,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
20305,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20306,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
20307,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
20308,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
20309,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
20310,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20311,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20312,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
20313,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20314,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
20315,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
20316,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
20317,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
20318,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
20319,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
20320,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20321,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
20322,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20323,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
20324,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
20325,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
20326,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
20327,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
20328,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
20329,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
20330,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Water
20331,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20332,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20333,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20334,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20335,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
20336,Forest,Wetland,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
20337,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
20338,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
20339,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20340,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
20341,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20342,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
20343,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
20344,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
20345,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20346,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20347,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
20348,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
20349,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
20350,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
20351,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
20352,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
20353,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
20354,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
20355,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
20356,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
20357,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
20358,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
20359,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
20360,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
20361,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
20362,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
20363,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
20364,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
20365,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
20366,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
20367,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
20368,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
20369,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
20370,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
20371,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
20372,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
20373,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
20374,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
20375,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
20376,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
20377,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
20378,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
20379,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
20380,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
20381,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Water
20382,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland,Water
20383,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
20384,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
20385,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
20386,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
20387,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
20388,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
20389,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
20390,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
20391,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
20392,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
20393,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
20394,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
20395,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20396,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
20397,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Water,Water
20398,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
20399,Forest,Wetland,Water,Non_Water,Water,Shrubland,NULL,Wetland
20400,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
20401,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
20402,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
20403,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Water
20404,Forest,Wetland,Water,Water,Water,Water,NULL,Water
20405,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
20406,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
20407,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
20408,Forest,Wetland,Water,Water,Water,Water,Water,Water
20409,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
20410,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
20411,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
20412,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
20413,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
20414,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20415,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20416,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20417,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
20418,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
20419,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
20420,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20421,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
20422,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
