Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFU_M_R
13576,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13577,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13578,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13579,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13580,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13581,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
13582,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13583,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13584,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
13585,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13586,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13587,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
13588,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
13589,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13590,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
13591,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13592,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13593,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13594,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13595,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
13596,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
13597,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13598,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
13599,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13600,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13601,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13602,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13603,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13604,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13605,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
13606,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13607,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
13608,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13609,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
13610,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
13611,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13612,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13613,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13614,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13615,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13616,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13617,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13618,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
13619,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13620,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
13621,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
13622,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13623,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
13624,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13625,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
13626,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13627,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
13628,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
13629,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13630,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13631,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13632,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13633,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13634,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
13635,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13636,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13637,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13638,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
13639,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13640,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13641,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13642,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13643,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13644,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13645,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13646,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13647,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13648,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13649,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
13650,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
13651,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
13652,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13653,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13654,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
13655,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
13656,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
13657,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
13658,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13659,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
13660,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13661,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13662,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13663,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13664,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
13665,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13666,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13667,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13668,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13669,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
13670,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13671,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13672,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
13673,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13674,Forest,Cropland,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
13675,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13676,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13677,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13678,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13679,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13680,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13681,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13682,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13683,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13684,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13685,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13686,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13687,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13688,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13689,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13690,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13691,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13692,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13693,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
13695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
13696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
13697,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
13698,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13699,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13700,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13701,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13702,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
13703,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13704,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13705,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13706,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13707,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13708,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13709,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13710,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13711,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
13712,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13713,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13714,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13715,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13716,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13717,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
13718,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Water
13719,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13720,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13721,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13722,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13723,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13724,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13725,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13726,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13727,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13728,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
13729,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
13730,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13731,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13732,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13733,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13734,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13735,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13736,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13737,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13738,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13739,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13740,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13741,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13742,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13743,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13744,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13745,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13746,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13747,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13748,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13749,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13750,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13751,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13752,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13753,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13754,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13755,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13756,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13757,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13758,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13759,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13760,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13761,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13762,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13763,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13764,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13765,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13766,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13767,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13768,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13769,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
13770,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
13771,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
13772,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
13773,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
13774,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13775,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13776,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13777,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13778,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13779,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13780,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13781,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
13782,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
13783,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13784,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13785,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13786,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13787,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13788,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13789,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13790,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13791,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13792,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13793,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
13794,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13795,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13796,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13797,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
13798,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13799,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
13800,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13801,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13802,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13803,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
13804,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13805,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13806,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13807,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13808,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13809,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13810,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13811,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13812,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13813,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
13814,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
13815,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13816,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13817,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13818,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13819,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13820,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13821,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13822,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13823,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13824,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13825,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13826,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13827,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
13828,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13829,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
13830,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13831,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13832,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13833,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13834,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13835,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13836,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13837,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13838,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13839,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13840,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13841,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
13842,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13843,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13844,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
13845,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13846,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13847,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
13848,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
13849,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13850,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13851,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13852,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
13853,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13854,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13855,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13856,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13857,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13858,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13859,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13860,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13861,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13862,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
13863,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
13864,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13865,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
13866,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
13867,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13868,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13869,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
13870,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13871,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
13872,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Water
13873,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13874,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13875,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13876,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13877,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
13878,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
13879,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13880,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13881,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13882,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13883,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13884,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13885,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13886,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
13887,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13888,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13889,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
13890,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13891,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
13892,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13893,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
13894,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
