Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
8642,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
8643,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8644,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8645,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8646,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8647,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8648,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8649,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8650,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8651,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
8652,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8653,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
8654,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8655,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8656,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
8657,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
8658,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8659,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8660,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
8661,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8662,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8663,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
8664,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8665,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8666,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8667,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
8668,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8669,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
8670,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8671,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8672,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8673,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8674,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8675,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8676,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8677,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8678,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8679,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
8680,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8681,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
8682,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
8683,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
8684,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8685,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8686,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8687,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8688,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8689,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8690,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8691,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8692,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8693,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8694,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8695,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8696,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8697,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
8698,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8699,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8700,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8701,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
8702,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8703,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8704,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8705,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8706,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8707,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8708,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8709,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8710,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8711,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8712,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
8713,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8714,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
8715,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
8716,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8717,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8718,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8719,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8720,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8721,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8722,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
8723,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
8724,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
8725,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
8726,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
8727,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
8728,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
8729,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
8730,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
8731,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
8732,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
8733,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Wetland
8734,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
8735,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
8736,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
8737,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8738,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
8739,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
8740,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8741,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8742,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8743,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
8744,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8745,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
8746,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
8747,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
8748,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
8749,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
8750,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
8751,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
8752,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
8753,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8754,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
8755,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
8756,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
8757,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
8758,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
8759,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
8760,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
8761,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
8762,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
8763,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
8764,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
8765,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8766,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
8767,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
8768,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8769,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8770,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8771,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8772,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
8773,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8774,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8775,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8776,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8777,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8778,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
8779,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
8780,Forest,Water,Water,NULL,Water,NULL,NULL,Water
8781,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
8782,Forest,Water,Water,NULL,Water,Grassland,Grassland,Wetland
8783,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
8784,Forest,Water,Water,NULL,Water,Grassland,Wetland,Wetland
8785,Forest,Water,Water,NULL,Water,Grassland,Water,Wetland
8786,Forest,Water,Water,NULL,Water,Grassland,Water,Water
8787,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
8788,Forest,Water,Water,NULL,Water,Grassland,Forest,Wetland
8789,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
8790,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
8791,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
8792,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
8793,Forest,Water,Water,NULL,Water,Wetland,Grassland,Wetland
8794,Forest,Water,Water,NULL,Water,Wetland,Grassland,Water
8795,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
8796,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
8797,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
8798,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
8799,Forest,Water,Water,NULL,Water,Wetland,Water,Water
8800,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
8801,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
8802,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
8803,Forest,Water,Water,NULL,Water,Water,Grassland,Wetland
8804,Forest,Water,Water,NULL,Water,Water,Grassland,Water
8805,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
8806,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
8807,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
8808,Forest,Water,Water,NULL,Water,Water,Water,Wetland
8809,Forest,Water,Water,NULL,Water,Water,Water,Water
8810,Forest,Water,Water,NULL,Water,Water,Water,Forest
8811,Forest,Water,Water,NULL,Water,Water,Forest,Water
8812,Forest,Water,Water,NULL,Water,Water,Forest,Forest
8813,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
8814,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
8815,Forest,Water,Water,NULL,Water,Forest,Water,Forest
8816,Forest,Water,Water,NULL,Water,Forest,Forest,Water
8817,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
8818,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
8819,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
8820,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
8821,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
8822,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
8823,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Water
8824,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
8825,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
8826,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
8827,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
8828,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
8829,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
8830,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
8831,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
8832,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
8833,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
8834,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
8835,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
8836,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
8837,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
8838,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8839,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
8840,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
8841,Forest,Water,Water,Non_Water,Water,Water,Water,Water
8842,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
8843,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
8844,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
8845,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
8846,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
8847,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
8848,Forest,Water,Water,Water,Water,NULL,NULL,Water
8849,Forest,Water,Water,Water,Water,NULL,NULL,Forest
8850,Forest,Water,Water,Water,Water,Grassland,Grassland,Wetland
8851,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
8852,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
8853,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
8854,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
8855,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
8856,Forest,Water,Water,Water,Water,Grassland,Water,Water
8857,Forest,Water,Water,Water,Water,Grassland,Water,Forest
8858,Forest,Water,Water,Water,Water,Grassland,Forest,Wetland
8859,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
8860,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
8861,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
8862,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
8863,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
8864,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
8865,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
8866,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
8867,Forest,Water,Water,Water,Water,Wetland,Water,Water
8868,Forest,Water,Water,Water,Water,Wetland,Water,Forest
8869,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
8870,Forest,Water,Water,Water,Water,Water,NULL,Wetland
8871,Forest,Water,Water,Water,Water,Water,NULL,Water
8872,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
8873,Forest,Water,Water,Water,Water,Water,Grassland,Water
8874,Forest,Water,Water,Water,Water,Water,Grassland,Forest
8875,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
8876,Forest,Water,Water,Water,Water,Water,Wetland,Water
8877,Forest,Water,Water,Water,Water,Water,Water,Wetland
8878,Forest,Water,Water,Water,Water,Water,Water,Water
8879,Forest,Water,Water,Water,Water,Water,Water,Forest
8880,Forest,Water,Water,Water,Water,Water,Forest,Wetland
8881,Forest,Water,Water,Water,Water,Water,Forest,Water
8882,Forest,Water,Water,Water,Water,Water,Forest,Forest
8883,Forest,Water,Water,Water,Water,Forest,Grassland,Water
8884,Forest,Water,Water,Water,Water,Forest,Water,Wetland
8885,Forest,Water,Water,Water,Water,Forest,Water,Water
8886,Forest,Water,Water,Water,Water,Forest,Water,Forest
8887,Forest,Water,Water,Water,Water,Forest,Forest,Forest
8888,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8889,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8890,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8891,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
8892,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8893,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8894,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8895,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8896,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
8897,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8898,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8899,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8900,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8901,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
8902,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8903,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8904,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
8905,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8906,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8907,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8908,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8909,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8910,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8911,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8912,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8913,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8914,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8915,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8916,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8917,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8918,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8919,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8920,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8921,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8922,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8923,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8924,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8925,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8926,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8927,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8928,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8929,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8930,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8931,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8932,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8933,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
8934,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
8935,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8936,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8937,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8938,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
8939,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8940,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8941,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
8942,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8943,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8944,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
8945,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8946,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8947,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8948,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
8949,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8950,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
8951,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
8952,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8953,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8954,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
8955,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
8956,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8957,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
8958,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8959,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8960,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8961,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8962,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8963,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8964,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
8965,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8966,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
8967,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8968,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8969,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8970,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8971,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8972,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8973,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8974,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
8975,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8976,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
8977,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
8978,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8979,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
8980,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8981,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8982,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
8983,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
8984,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8985,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8986,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
8987,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8988,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8989,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8990,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
8991,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8992,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
8993,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8994,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8995,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8996,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8997,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8998,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8999,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9000,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9001,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9002,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9003,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9004,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9005,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9006,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9007,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9008,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9009,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9010,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
9011,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9014,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9016,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
