Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
13243,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
13244,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
13245,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
13246,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13247,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
13248,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13249,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
13250,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
13251,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
13252,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13253,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13254,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
13255,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13256,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
13257,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
13258,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
13259,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
13260,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
13261,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
13262,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
13263,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
13264,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
13265,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
13266,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
13267,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Water
13268,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
13269,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13270,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Forest
13271,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
13272,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
13273,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
13274,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
13275,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Water
13276,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
13277,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13278,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
13279,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
13280,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Water
13281,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13282,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
13283,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Shrubland,Water
13284,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13285,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
13286,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13287,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13288,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13289,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
13290,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
13291,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
13292,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
13293,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
13294,Forest,Wetland,Water,NULL,Water,Bareland,NULL,Forest
13295,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
13296,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
13297,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
13298,Forest,Wetland,Water,Non_Water,Water,NULL,Shrubland,Water
13299,Forest,Wetland,Water,Non_Water,Water,NULL,Forest,NULL
13300,Forest,Wetland,Water,Non_Water,Water,Shrubland,NULL,Water
13301,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
13302,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
13303,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
13304,Forest,Wetland,Water,Non_Water,Water,Bareland,Shrubland,Forest
13305,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
13306,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Water
13307,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
13308,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
13309,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
13310,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Water
13311,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
13312,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
13313,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
13314,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,Water
13315,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
13316,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
13317,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13318,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13319,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13320,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13321,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13322,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13323,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
13324,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13325,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
13326,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13327,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13328,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
13329,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13330,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13331,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13332,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
13333,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
13334,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13335,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13336,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13337,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13338,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13339,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
13340,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13341,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13342,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
13343,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
13344,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13345,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
13346,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
13347,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13348,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13349,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13350,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13351,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13352,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13353,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13354,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13355,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
13356,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
13357,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13358,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13359,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13360,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13361,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13362,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13363,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13364,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13365,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13366,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13367,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13368,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13369,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13370,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13371,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13372,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13373,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13374,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13375,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13376,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13377,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13378,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13379,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13380,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13381,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
13382,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13383,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13384,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13385,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13386,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13387,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13388,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13389,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13390,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
13391,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
13392,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13393,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13394,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
13395,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
13396,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13397,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13398,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13399,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13400,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
13401,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13402,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13403,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13404,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13405,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13406,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13407,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13408,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13409,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13410,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13411,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13412,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13413,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13414,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
13449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13471,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
13472,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13473,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13474,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13475,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13476,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13477,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13478,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13479,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13480,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13481,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13482,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13483,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13484,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13485,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13486,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
13487,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13488,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
13489,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13490,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13491,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13492,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13493,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13494,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13495,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13496,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13497,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13498,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13499,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13500,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13501,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13502,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13503,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13504,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13505,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13506,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13507,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13508,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13509,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13510,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13511,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13512,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13513,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13514,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13515,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13516,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13517,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13518,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13519,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13520,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13521,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13522,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13523,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13524,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13525,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13526,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13527,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13528,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13529,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13530,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13531,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
13532,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13533,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13534,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13535,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13536,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13537,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13538,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13539,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
13540,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13541,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13542,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13543,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13544,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13545,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13546,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13547,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
13548,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13549,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13550,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13551,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13552,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13553,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13554,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13555,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13556,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13557,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13558,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13559,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13560,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13561,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13562,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13563,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13564,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13565,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13566,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13567,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
