Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
9034,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
9035,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
9036,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
9037,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
9038,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
9039,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
9040,Water,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
9041,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
9042,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
9043,Water,NULL,Water,NULL,Water,Water,Grassland,Water
9044,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
9045,Water,NULL,Water,NULL,Water,Water,Bareland,Wetland
9046,Water,NULL,Water,NULL,Water,Water,Water,Grassland
9047,Water,NULL,Water,NULL,Water,Water,Water,Water
9048,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
9049,Water,NULL,Water,Non_Water,Water,Cropland,NULL,Bareland
9050,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
9051,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
9052,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
9053,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
9054,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
9055,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
9056,Water,NULL,Water,Non_Water,Water,Water,Water,Water
9057,Water,NULL,Water,Water,Water,NULL,Water,Wetland
9058,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
9059,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
9060,Water,NULL,Water,Water,Water,Cropland,NULL,Bareland
9061,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
9062,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
9063,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
9064,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
9065,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
9066,Water,NULL,Water,Water,Water,Wetland,Water,Water
9067,Water,NULL,Water,Water,Water,Wetland,Water,Forest
9068,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
9069,Water,NULL,Water,Water,Water,Bareland,Bareland,Wetland
9070,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
9071,Water,NULL,Water,Water,Water,Bareland,Water,Water
9072,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
9073,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
9074,Water,NULL,Water,Water,Water,Water,Water,Grassland
9075,Water,NULL,Water,Water,Water,Water,Water,Wetland
9076,Water,NULL,Water,Water,Water,Water,Water,Bareland
9077,Water,NULL,Water,Water,Water,Water,Water,Water
9078,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9079,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9080,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9081,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9082,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9083,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9084,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9085,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9086,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9087,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9088,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9089,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9090,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
9091,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9092,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9093,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9094,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
9095,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9096,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9097,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9098,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9099,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9100,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9101,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
9102,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9103,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9104,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9105,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
9106,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9107,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
9108,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9109,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9110,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
9111,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9112,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9113,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9114,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9115,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9116,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9117,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
9118,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9119,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9120,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
9121,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9122,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9123,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
9124,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9125,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9126,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9127,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9128,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9129,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9130,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9131,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9132,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9133,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9134,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9135,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9136,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
9137,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9138,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9139,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9140,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9141,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
9142,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9143,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9144,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9145,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
9146,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9147,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9148,Water,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
9149,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
9150,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9151,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9152,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
9153,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9154,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
9155,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9156,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9157,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
9158,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9159,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9160,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9161,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9162,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9163,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9164,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9165,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9166,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9167,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9168,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9169,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
9170,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9171,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9172,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9173,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9174,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9175,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9176,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9177,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9178,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9179,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9180,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9181,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9182,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9183,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9184,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9185,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9186,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9187,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9188,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9189,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9190,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
9191,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9192,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9193,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9194,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
9195,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9196,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9197,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9198,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9199,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9200,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9201,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9202,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
9203,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9204,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9205,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9206,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
9207,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9208,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9209,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
9210,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9211,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9212,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
9213,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9214,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9215,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
9216,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9217,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
9218,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
9219,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9220,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9221,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9222,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9223,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9224,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9225,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9226,Water,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
9227,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
9228,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
9229,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
9230,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9231,Water,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
9232,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
9233,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Wetland
9234,Water,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Grassland
9235,Water,Cropland,Wetland,NULL,Wetland,Cropland,Forest,Wetland
9236,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9237,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9238,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9239,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9240,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9241,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9242,Water,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
9243,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9244,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9245,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
9246,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9247,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9248,Water,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
9249,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9250,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
9251,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9252,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
9253,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
9254,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
9255,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9256,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9257,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9258,Water,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9259,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
9260,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
9261,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
9262,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9263,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
9264,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9265,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9266,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
9267,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
9268,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
9269,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
9270,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
9271,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9272,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
9273,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Wetland
9274,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Water
9275,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Forest
9276,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9277,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9278,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9279,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9280,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9281,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9282,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
9283,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
9284,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
9285,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
9286,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9287,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
9288,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9289,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9290,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9291,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9292,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9293,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9294,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9295,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9296,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9297,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
9298,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9299,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9300,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9301,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9302,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9303,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
9304,Water,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
9305,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9306,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
9307,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
9308,Water,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
9309,Water,Cropland,Wetland,Water,Wetland,Cropland,NULL,Wetland
9310,Water,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
9311,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Grassland
9312,Water,Cropland,Wetland,Water,Wetland,Cropland,Water,Wetland
9313,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9314,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
9315,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9316,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
9317,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Wetland
9318,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
9319,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
9320,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
9321,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
9322,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
9323,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
9324,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
9325,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
9326,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
9327,Water,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
9328,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
9329,Water,Cropland,Wetland,Water,Wetland,Water,Forest,Forest
9330,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9331,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9332,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9333,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9334,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9335,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9336,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
9337,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9338,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9339,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
9340,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9341,Water,Cropland,Bareland,Water,Non_Wetland,Cropland,Water,Wetland
9342,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
9343,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
9344,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9345,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
9346,Water,Cropland,Water,NULL,Water,Cropland,NULL,Wetland
9347,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
9348,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
9349,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
9350,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
9351,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
9352,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
9353,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
9354,Water,Cropland,Water,Water,Water,Cropland,Water,Wetland
9355,Water,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
9356,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
9357,Water,Cropland,Water,Water,Water,Wetland,Water,Water
9358,Water,Cropland,Water,Water,Water,Wetland,Forest,Wetland
9359,Water,Cropland,Water,Water,Water,Water,Water,Wetland
9360,Water,Cropland,Water,Water,Water,Water,Water,Water
9361,Water,Cropland,Water,Water,Water,Water,Forest,Water
9362,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9363,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9364,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9365,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9366,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
9367,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
9368,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9369,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9370,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9371,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9372,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9373,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9374,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9375,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9376,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9377,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9378,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9379,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9380,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9381,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9382,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9383,Water,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Water
9384,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
9385,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
