Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXT_M_R
9254,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9255,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
9256,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9257,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9258,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9259,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9260,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9261,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9262,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9263,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9264,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9265,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9266,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9267,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9268,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9269,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9270,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9271,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9272,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9273,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9274,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9275,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9276,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9277,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
9278,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9279,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9280,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9281,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9282,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
9283,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
9284,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9285,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9286,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
9287,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9288,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9289,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
9290,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9291,Water,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Water
9292,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9293,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
9294,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9295,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9296,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9297,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9298,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9299,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
9300,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9301,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9302,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9303,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9304,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
9305,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
9306,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9307,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
9308,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9309,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
9310,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9311,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9312,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9313,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9314,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9315,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9316,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9317,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9318,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9319,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9320,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9321,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9322,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
9323,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9324,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9325,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9326,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9327,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9328,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9329,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9330,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
9331,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9332,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9333,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9334,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9335,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9336,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9337,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
9338,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9339,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
9340,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
9341,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
9342,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
9343,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
9344,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
9345,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
9346,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
9347,Water,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
9348,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
9349,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9350,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
9351,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
9352,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
9353,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9354,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
9355,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
9356,Water,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
9357,Water,Wetland,Water,NULL,Water,Bareland,Water,Grassland
9358,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
9359,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9360,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
9361,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
9362,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
9363,Water,Wetland,Water,NULL,Water,Water,Water,Water
9364,Water,Wetland,Water,NULL,Water,Water,Water,Forest
9365,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
9366,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9367,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9368,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9369,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
9370,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9371,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
9372,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9373,Water,Wetland,Water,Non_Water,Water,Bareland,Water,Water
9374,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
9375,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9376,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9377,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
9378,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
9379,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9380,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
9381,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
9382,Water,Wetland,Water,Water,Water,NULL,Wetland,Grassland
9383,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
9384,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
9385,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
9386,Water,Wetland,Water,Water,Water,NULL,Water,Forest
9387,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9388,Water,Wetland,Water,Water,Water,Grassland,Wetland,Water
9389,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
9390,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
9391,Water,Wetland,Water,Water,Water,Grassland,Water,Water
9392,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
9393,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9394,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
9395,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
9396,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
9397,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
9398,Water,Wetland,Water,Water,Water,Wetland,Water,Water
9399,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
9400,Water,Wetland,Water,Water,Water,Bareland,Wetland,Grassland
9401,Water,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
9402,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
9403,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
9404,Water,Wetland,Water,Water,Water,Bareland,Water,Water
9405,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
9406,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
9407,Water,Wetland,Water,Water,Water,Water,Wetland,Water
9408,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
9409,Water,Wetland,Water,Water,Water,Water,Water,Grassland
9410,Water,Wetland,Water,Water,Water,Water,Water,Wetland
9411,Water,Wetland,Water,Water,Water,Water,Water,Bareland
9412,Water,Wetland,Water,Water,Water,Water,Water,Water
9413,Water,Wetland,Water,Water,Water,Water,Water,Forest
9414,Water,Wetland,Water,Water,Water,Forest,Wetland,Wetland
9415,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9416,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9417,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9418,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9419,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9420,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9421,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9422,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9423,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9424,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9425,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9426,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9427,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Water
9428,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9429,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9430,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9431,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
9432,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
9433,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9434,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
9435,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
9436,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
9437,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
9438,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
9439,Water,Bareland,NULL,Water,Non_Wetland,Wetland,Grassland,Water
9440,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
9441,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
9442,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
9443,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
9444,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9445,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9446,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9447,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
9448,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9449,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9450,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9451,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9452,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9453,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9454,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9455,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9456,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9457,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
9458,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9459,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9460,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9461,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9462,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
9463,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9464,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9465,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
9466,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
9467,Water,Bareland,Wetland,NULL,Wetland,Cropland,Wetland,Forest
9468,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9469,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9470,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9471,Water,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9472,Water,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9473,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9474,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Bareland
9475,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
9476,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
9477,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9478,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9479,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
9480,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9481,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9482,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
9483,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
9484,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
9485,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
9486,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
9487,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
9488,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
9489,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9490,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9491,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9492,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9493,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9494,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9495,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9496,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9497,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9498,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9499,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
9500,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
9501,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
9502,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
9503,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
9504,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Forest
9505,Water,Bareland,Wetland,Water,Wetland,Wetland,Grassland,Forest
9506,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9507,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9508,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Forest
9509,Water,Bareland,Wetland,Water,Wetland,Wetland,Bareland,Forest
9510,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
9511,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
9512,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
9513,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
9514,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
9515,Water,Bareland,Wetland,Water,Wetland,Wetland,Forest,Water
9516,Water,Bareland,Wetland,Water,Wetland,Wetland,Forest,Forest
9517,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Forest
9518,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9519,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
9520,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
9521,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
9522,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
9523,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
9524,Water,Bareland,Wetland,Water,Wetland,Bareland,Forest,Forest
9525,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
9526,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
9527,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
9528,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
9529,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
9530,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
9531,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
9532,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
9533,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
9534,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
9535,Water,Bareland,Wetland,Water,Wetland,Water,Forest,Forest
9536,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
9537,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9538,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9539,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
9540,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9541,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9542,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9543,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9544,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9545,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
9546,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
9547,Water,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
9548,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
9549,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
9550,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Water
9551,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
9552,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9553,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Wetland
9554,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9555,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
9556,Water,Bareland,Built-up,Non_Water,Non_Wetland,Cropland,Water,Grassland
9557,Water,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
9558,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
9559,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
9560,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9561,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9562,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
9563,Water,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
9564,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Wetland
9565,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
9566,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Forest
9567,Water,Bareland,Water,NULL,Water,Cropland,Wetland,Grassland
9568,Water,Bareland,Water,NULL,Water,Wetland,Water,Forest
9569,Water,Bareland,Water,NULL,Water,Bareland,Water,Grassland
9570,Water,Bareland,Water,NULL,Water,Bareland,Water,Bareland
9571,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
9572,Water,Bareland,Water,NULL,Water,Water,Water,Grassland
9573,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
9574,Water,Bareland,Water,NULL,Water,Water,Water,Bareland
9575,Water,Bareland,Water,NULL,Water,Water,Water,Water
9576,Water,Bareland,Water,Non_Water,Water,Wetland,Water,Water
9577,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
9578,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Wetland
9579,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
9580,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
9581,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
9582,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
9583,Water,Bareland,Water,Water,Water,Cropland,Water,Grassland
9584,Water,Bareland,Water,Water,Water,Wetland,Built-up,Forest
9585,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
9586,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
9587,Water,Bareland,Water,Water,Water,Wetland,Water,Bareland
9588,Water,Bareland,Water,Water,Water,Wetland,Water,Water
9589,Water,Bareland,Water,Water,Water,Wetland,Water,Forest
9590,Water,Bareland,Water,Water,Water,Bareland,Water,Grassland
9591,Water,Bareland,Water,Water,Water,Bareland,Water,Wetland
9592,Water,Bareland,Water,Water,Water,Bareland,Water,Bareland
9593,Water,Bareland,Water,Water,Water,Bareland,Water,Water
9594,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
9595,Water,Bareland,Water,Water,Water,Water,Wetland,Grassland
9596,Water,Bareland,Water,Water,Water,Water,Wetland,Wetland
9597,Water,Bareland,Water,Water,Water,Water,Wetland,Water
9598,Water,Bareland,Water,Water,Water,Water,Wetland,Forest
9599,Water,Bareland,Water,Water,Water,Water,Bareland,Water
9600,Water,Bareland,Water,Water,Water,Water,Built-up,Water
9601,Water,Bareland,Water,Water,Water,Water,Water,Grassland
9602,Water,Bareland,Water,Water,Water,Water,Water,Wetland
9603,Water,Bareland,Water,Water,Water,Water,Water,Bareland
9604,Water,Bareland,Water,Water,Water,Water,Water,Water
9605,Water,Bareland,Water,Water,Water,Water,Water,Forest
9606,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9607,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9608,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
9609,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9610,Water,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9611,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9612,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9613,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9614,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9615,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
9616,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9617,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9618,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9619,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9620,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
