Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNL_M_R
693,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
694,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
696,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
698,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
699,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
702,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
703,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
704,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
706,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
707,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
708,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
710,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
711,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
712,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
713,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
714,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
715,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
716,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
717,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
718,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
720,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
721,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
722,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
723,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
724,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
725,Water,NULL,Water,NULL,Water,NULL,NULL,Water
726,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
727,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
728,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
729,Water,NULL,Water,Water,Water,NULL,NULL,Water
730,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
733,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
734,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
735,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
738,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
740,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
741,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
742,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
743,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
745,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
746,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
747,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
749,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
750,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
751,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
752,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
753,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
755,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
756,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
757,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
758,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
759,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
760,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
761,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
762,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
763,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
764,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
765,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
766,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
767,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
768,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
769,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
770,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
771,Water,Wetland,Water,Water,Water,NULL,NULL,Water
772,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
773,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
774,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
775,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
776,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
777,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
779,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
781,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
782,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
783,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
784,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
785,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
786,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
789,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
790,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
791,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
792,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
793,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
795,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
796,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
797,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
798,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
799,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
800,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
801,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
802,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
803,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
804,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
805,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
806,Water,Bareland,Water,Water,Water,NULL,NULL,Water
807,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
808,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
810,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
811,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
812,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
813,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
815,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
816,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
818,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
819,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
821,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
822,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
823,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
824,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
825,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
826,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
827,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
828,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
829,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
830,Water,Built-up,Water,Water,Water,NULL,NULL,Water
831,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
833,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
834,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
836,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
837,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
838,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
839,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
840,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
841,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
842,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
843,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
845,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
846,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
847,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
848,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
850,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
851,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
852,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
854,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
855,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
856,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
857,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
859,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
860,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
861,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
863,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
864,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
865,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
867,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
868,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
869,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
870,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
871,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
872,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
873,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
874,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
875,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
876,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
877,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
878,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
879,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
880,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
882,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
883,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
884,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
885,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
887,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
888,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
891,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
892,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
893,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
894,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
895,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
896,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
897,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
898,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
899,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
900,Water,Water,Water,NULL,Water,NULL,NULL,Water
901,Water,Water,Water,NULL,Water,NULL,NULL,Forest
902,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
903,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
904,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
905,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
906,Water,Water,Water,Water,Water,NULL,NULL,Grassland
907,Water,Water,Water,Water,Water,NULL,NULL,Wetland
908,Water,Water,Water,Water,Water,NULL,NULL,Bareland
909,Water,Water,Water,Water,Water,NULL,NULL,Water
910,Water,Water,Water,Water,Water,NULL,NULL,Forest
911,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
912,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
913,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
914,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
915,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
916,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
917,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
919,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
920,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
921,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
922,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
923,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
925,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
928,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
929,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
930,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
933,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
934,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
935,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
936,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
937,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
938,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
939,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
940,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
942,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
943,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
944,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
946,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
947,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
950,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
951,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
952,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
955,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
956,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
957,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
960,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
961,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
962,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,NULL
963,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
964,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
965,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
966,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
967,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
968,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
969,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
970,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
971,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
972,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
973,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
975,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
977,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
978,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
979,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
980,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
981,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
982,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
983,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
984,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
985,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
986,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
987,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
988,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
989,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
990,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
992,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
993,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
994,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
996,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1004,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1005,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1006,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1007,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1010,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1012,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1015,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1016,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1020,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1021,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1022,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1023,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1024,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1025,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1026,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1027,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1028,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1029,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1030,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1033,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1036,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1037,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1038,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1039,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1040,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1041,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1042,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1043,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1044,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1045,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1052,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
