Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDC_M_R
3330,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3331,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3332,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3333,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3334,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3335,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3336,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3337,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3338,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3339,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3340,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3341,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3342,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3343,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3344,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3345,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3346,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3347,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3348,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3349,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3350,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3351,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3352,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3353,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3354,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3355,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3356,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3357,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3358,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3359,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
3360,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
3361,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3362,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3363,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3364,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3365,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3366,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3367,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3368,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3369,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3370,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3371,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3372,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3373,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
3374,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3375,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3376,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3377,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3378,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3379,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3380,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3381,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3382,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3383,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3384,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
3385,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3386,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3387,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3388,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3389,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3393,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3394,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3395,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3396,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
3397,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3398,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3399,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3400,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3401,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3402,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3403,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3404,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3405,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3406,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3407,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3408,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3409,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3410,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3411,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3412,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
3413,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3414,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3415,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3416,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3417,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3418,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
3419,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3420,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
3421,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
3422,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
3423,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3424,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3425,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3426,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3427,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3428,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
3429,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3430,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3431,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3432,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3433,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3434,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3435,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Wetland
3436,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
3437,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3438,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3439,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3440,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3441,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3442,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3443,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3444,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3445,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
3446,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3447,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3448,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3449,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3450,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3451,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3452,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3453,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3454,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3455,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3456,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3457,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3458,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3459,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3460,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
3461,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3462,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3463,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
3464,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3465,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3466,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3467,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3468,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3469,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3470,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3471,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3472,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3473,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3474,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3475,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3476,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
3477,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3478,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3479,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3480,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3481,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3482,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3483,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3484,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3485,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3486,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3487,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3488,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3489,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3490,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3491,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3492,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3493,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3494,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3495,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3496,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
3497,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3498,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3499,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3500,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3501,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3502,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3503,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3504,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3505,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3506,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3507,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3508,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3509,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3510,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3511,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3512,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3513,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3514,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3515,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3516,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3517,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3518,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3519,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3520,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3521,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3522,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3523,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3524,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3525,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
3526,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3527,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
3528,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3529,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3530,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3531,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3532,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3533,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3534,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
3535,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3536,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3537,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
3538,Forest,Water,Water,NULL,Water,NULL,Water,Water
3539,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3540,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3541,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3542,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3543,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3544,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3545,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3546,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3547,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3548,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3549,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3550,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3551,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3552,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
3553,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3554,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3555,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
3556,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3557,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3558,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3559,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3560,Forest,Water,Water,NULL,Water,Water,Water,Water
3561,Forest,Water,Water,NULL,Water,Water,Water,Forest
3562,Forest,Water,Water,NULL,Water,Water,Forest,Water
3563,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3564,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3565,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3566,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
3567,Forest,Water,Water,NULL,Water,Forest,Water,Water
3568,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3569,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3570,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3571,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
3572,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3573,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3574,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
3575,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3576,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3577,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
3578,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3579,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
3580,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
3581,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3582,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3583,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3584,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3585,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3586,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3587,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3588,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
3589,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3590,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3591,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3592,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3593,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3594,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3595,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3596,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3597,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3598,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
3599,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3600,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3601,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
3602,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3603,Forest,Water,Water,Non_Water,Water,Forest,Water,Wetland
3604,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
3605,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3606,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
3607,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
3608,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3609,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3610,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3611,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3612,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3613,Forest,Water,Water,Water,Water,NULL,Water,Water
3614,Forest,Water,Water,Water,Water,NULL,Water,Forest
3615,Forest,Water,Water,Water,Water,NULL,Forest,Water
3616,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3617,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
3618,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
3619,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3620,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3621,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
3622,Forest,Water,Water,Water,Water,Grassland,Water,Water
3623,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3624,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3625,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3626,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3627,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3628,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3629,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3630,Forest,Water,Water,Water,Water,Wetland,Water,Water
3631,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3632,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3633,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3634,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3635,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3636,Forest,Water,Water,Water,Water,Water,Wetland,Water
3637,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3638,Forest,Water,Water,Water,Water,Water,Water,Grassland
3639,Forest,Water,Water,Water,Water,Water,Water,Wetland
3640,Forest,Water,Water,Water,Water,Water,Water,Water
3641,Forest,Water,Water,Water,Water,Water,Water,Forest
3642,Forest,Water,Water,Water,Water,Water,Forest,Water
3643,Forest,Water,Water,Water,Water,Water,Forest,Forest
3644,Forest,Water,Water,Water,Water,Forest,Wetland,Grassland
3645,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
3646,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3647,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3648,Forest,Water,Water,Water,Water,Forest,Water,Wetland
3649,Forest,Water,Water,Water,Water,Forest,Water,Water
3650,Forest,Water,Water,Water,Water,Forest,Water,Forest
3651,Forest,Water,Water,Water,Water,Forest,Forest,Water
3652,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3653,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3654,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3655,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3656,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3657,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3658,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3659,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3660,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3661,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3662,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3663,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3664,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3665,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3666,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3667,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3668,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3671,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3672,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3673,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3674,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3675,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3676,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3677,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3678,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3679,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3680,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3681,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3682,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3683,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3684,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3685,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3686,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3687,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3688,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3689,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3690,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3691,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3692,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3693,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3694,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3695,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3696,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3697,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3698,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3699,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3700,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3701,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3702,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3703,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3704,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3705,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3706,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3707,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
3708,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
