Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVN_M_R
330,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
331,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
335,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
336,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
338,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
340,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
344,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
347,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
348,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
350,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
356,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
357,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
358,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
359,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
360,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
361,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
362,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
365,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
366,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
367,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
368,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
369,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
370,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
375,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
377,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Grassland
378,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
381,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
382,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
383,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
384,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
385,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
388,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
390,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
391,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
392,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
393,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
394,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
395,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
398,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
399,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
400,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
401,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
402,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
403,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
405,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
407,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
409,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
410,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
411,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
412,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
413,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
414,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
417,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
418,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
419,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
421,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
422,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
423,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
424,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
425,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
426,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
427,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Grassland
428,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
430,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
431,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
432,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
434,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
436,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
437,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
438,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
439,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
440,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
441,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
442,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
443,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
444,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
445,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
446,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
448,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
451,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
453,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
454,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
455,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
456,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
457,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
458,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
459,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
461,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
462,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
463,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
464,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
469,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
471,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
472,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
474,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
476,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
477,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
478,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
479,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
481,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
482,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
485,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
487,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
488,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
489,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
491,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
492,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
494,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
495,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
496,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
497,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,Grassland
498,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
499,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
500,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
501,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
502,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
503,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
504,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
505,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
506,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
507,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
508,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
509,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
510,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
511,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
512,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
513,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
515,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
517,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
518,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
521,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
522,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
524,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
525,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
527,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
529,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
530,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
532,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
534,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
535,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
538,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
554,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
555,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
556,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
557,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
560,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
562,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
563,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
565,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
576,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
578,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
582,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
585,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
586,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
588,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
589,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
591,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
592,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
593,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
596,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
600,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
601,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
612,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
614,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
617,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
618,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
619,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
621,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
622,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
624,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
626,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
627,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
629,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
630,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
631,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
632,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
633,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
634,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
635,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
636,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
637,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
638,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
641,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
642,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
644,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
645,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
646,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
648,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
649,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
650,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
651,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
653,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
654,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
655,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
656,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
657,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
658,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
659,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
660,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
661,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
662,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
