Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZA_M_R
704,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
705,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
706,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
707,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
708,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
709,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
710,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
711,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
712,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
713,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
714,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
715,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
716,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
717,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
718,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
719,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
720,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
721,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
722,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
723,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
724,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
725,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
726,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
727,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
728,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
729,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
730,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
731,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
732,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
733,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
734,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
735,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
736,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
737,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
738,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
739,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
740,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
741,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
742,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
743,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
744,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
745,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
746,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
747,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
748,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
749,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
750,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
751,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
752,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Forest,Forest
753,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
754,Water,Wetland,Water,NULL,Water,Water,Wetland,Bareland
755,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
756,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
757,Water,Wetland,Water,NULL,Water,Water,Water,Water
758,Water,Wetland,Water,NULL,Water,Water,Water,Forest
759,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
760,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
761,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
762,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
763,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
764,Water,Wetland,Water,Water,Water,NULL,Water,Forest
765,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
766,Water,Wetland,Water,Water,Water,Water,Wetland,Water
767,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
768,Water,Wetland,Water,Water,Water,Water,Water,Grassland
769,Water,Wetland,Water,Water,Water,Water,Water,Bareland
770,Water,Wetland,Water,Water,Water,Water,Water,Water
771,Water,Wetland,Water,Water,Water,Water,Water,Forest
772,Water,Wetland,Water,Water,Water,Water,Forest,Water
773,Water,Wetland,Water,Water,Water,Water,Forest,Forest
774,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
775,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
776,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
777,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
778,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
779,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
780,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
781,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
782,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
783,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
784,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
785,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
786,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
787,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
788,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
789,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
790,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
791,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
792,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
793,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
794,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
795,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
796,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
797,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
798,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
799,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
800,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
801,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
802,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
803,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
804,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Bareland
805,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
806,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
807,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
808,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
809,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
810,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
811,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
812,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
813,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
814,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
815,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
816,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
817,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
818,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
819,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
820,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
821,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
822,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
823,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
824,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
825,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
826,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
827,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
828,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
829,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
830,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
831,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
832,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
833,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
834,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
835,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
836,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
837,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
838,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
839,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
840,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
841,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
842,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
843,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
844,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
845,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
846,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
847,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
848,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
849,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
850,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
851,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
852,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
853,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
854,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
855,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
856,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
857,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
858,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
859,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
860,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
861,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
862,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
863,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
864,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
865,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
866,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
867,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
868,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
869,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
870,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
871,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
872,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
873,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
874,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
875,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
876,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
877,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
878,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
879,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
880,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
881,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
882,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
883,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
884,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
885,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
886,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
887,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
888,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
889,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
890,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
891,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
892,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
893,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
894,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
895,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
896,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
897,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
898,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
899,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
900,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
901,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
902,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
903,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
904,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
905,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
906,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
907,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
908,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
909,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
910,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
911,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
912,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
913,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
914,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
915,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
916,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
917,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
918,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
919,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
920,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
921,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
922,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
923,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
924,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
925,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
926,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
927,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
928,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
929,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
930,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
931,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
932,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
933,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
934,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
935,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
936,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
937,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
938,Water,Water,Wetland,Water,Wetland,Water,Water,Water
939,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
940,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
941,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
942,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
943,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
944,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
945,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
946,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
947,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
948,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
949,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
950,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
951,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
952,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
953,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
954,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
955,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
956,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
957,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
958,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
959,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
960,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
961,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
962,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
963,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
964,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
965,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
966,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
967,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
968,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
969,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
970,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
971,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
972,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
973,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
974,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
975,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
976,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
977,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
978,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
979,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
980,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
981,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
982,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
983,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
984,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
985,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
986,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
987,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
988,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
989,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
990,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
991,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
992,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
993,Water,Water,Water,NULL,Water,NULL,Water,Water
994,Water,Water,Water,NULL,Water,NULL,Water,Forest
995,Water,Water,Water,NULL,Water,NULL,Forest,Forest
996,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
997,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
998,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
999,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
1000,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
1001,Water,Water,Water,NULL,Water,Bareland,Water,Water
1002,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1003,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1004,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1005,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1006,Water,Water,Water,NULL,Water,Water,Wetland,Water
1007,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1008,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
1009,Water,Water,Water,NULL,Water,Water,Bareland,Water
1010,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1011,Water,Water,Water,NULL,Water,Water,Water,Grassland
1012,Water,Water,Water,NULL,Water,Water,Water,Wetland
1013,Water,Water,Water,NULL,Water,Water,Water,Bareland
1014,Water,Water,Water,NULL,Water,Water,Water,Water
1015,Water,Water,Water,NULL,Water,Water,Water,Forest
1016,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1017,Water,Water,Water,NULL,Water,Water,Forest,Bareland
1018,Water,Water,Water,NULL,Water,Water,Forest,Water
1019,Water,Water,Water,NULL,Water,Water,Forest,Forest
1020,Water,Water,Water,NULL,Water,Forest,Water,Water
1021,Water,Water,Water,NULL,Water,Forest,Water,Forest
1022,Water,Water,Water,NULL,Water,Forest,Forest,Forest
1023,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1024,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1025,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1026,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1027,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1028,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
1029,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
1030,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1031,Water,Water,Water,Non_Water,Water,Water,Water,Water
1032,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1033,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1034,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1035,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1036,Water,Water,Water,Water,Water,NULL,Wetland,Water
1037,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1038,Water,Water,Water,Water,Water,NULL,Water,Water
1039,Water,Water,Water,Water,Water,NULL,Water,Forest
1040,Water,Water,Water,Water,Water,NULL,Forest,Water
1041,Water,Water,Water,Water,Water,NULL,Forest,Forest
1042,Water,Water,Water,Water,Water,Grassland,Water,Bareland
1043,Water,Water,Water,Water,Water,Grassland,Water,Water
1044,Water,Water,Water,Water,Water,Grassland,Water,Forest
1045,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1046,Water,Water,Water,Water,Water,Wetland,Water,Water
1047,Water,Water,Water,Water,Water,Wetland,Water,Forest
1048,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1049,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
1050,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1051,Water,Water,Water,Water,Water,Bareland,Forest,Forest
1052,Water,Water,Water,Water,Water,Water,Wetland,Water
1053,Water,Water,Water,Water,Water,Water,Wetland,Forest
1054,Water,Water,Water,Water,Water,Water,Bareland,Water
1055,Water,Water,Water,Water,Water,Water,Water,Grassland
1056,Water,Water,Water,Water,Water,Water,Water,Wetland
1057,Water,Water,Water,Water,Water,Water,Water,Bareland
1058,Water,Water,Water,Water,Water,Water,Water,Water
1059,Water,Water,Water,Water,Water,Water,Water,Forest
1060,Water,Water,Water,Water,Water,Water,Forest,Bareland
1061,Water,Water,Water,Water,Water,Water,Forest,Water
1062,Water,Water,Water,Water,Water,Water,Forest,Forest
1063,Water,Water,Water,Water,Water,Forest,Wetland,Water
1064,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1065,Water,Water,Water,Water,Water,Forest,Water,Water
1066,Water,Water,Water,Water,Water,Forest,Water,Forest
1067,Water,Water,Water,Water,Water,Forest,Forest,Forest
1068,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1069,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1070,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1071,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1072,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1073,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1074,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1075,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1076,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1077,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1078,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1079,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1080,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1081,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1082,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1083,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1084,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1085,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1086,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1087,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1088,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1089,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1090,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1091,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1092,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1093,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1094,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1095,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1096,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1097,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1098,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1099,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
