Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTU_M_R
680,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
681,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
682,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
683,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
685,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
687,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
689,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
690,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
691,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
692,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
693,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
694,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
695,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
696,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
697,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
699,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
700,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
701,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
702,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
704,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
705,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
706,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
707,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
709,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
710,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
711,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
712,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
713,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
714,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
715,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
716,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
717,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
719,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
720,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
721,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
722,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
723,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
724,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
725,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
726,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
727,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
728,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
729,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
730,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
731,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
732,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
733,Water,NULL,Water,NULL,Water,NULL,NULL,Water
734,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
735,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
736,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
737,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
738,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
739,Water,NULL,Water,Water,Water,NULL,NULL,Water
740,Water,NULL,Water,Water,Water,NULL,NULL,Forest
741,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
742,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
743,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
744,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
745,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
747,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
748,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
749,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
750,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
751,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
753,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
754,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
755,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
758,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
759,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
762,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
763,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
764,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
765,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
768,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
770,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
771,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
773,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
775,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
776,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
777,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
778,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
779,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
780,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
781,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
782,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
783,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
785,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
786,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
787,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
788,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
789,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
791,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
793,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
794,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
795,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
796,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
797,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
798,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
799,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
800,Water,Cropland,Water,NULL,Water,NULL,NULL,NULL
801,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
802,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
803,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
804,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
805,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
806,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
807,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
808,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
809,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
810,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
811,Water,Cropland,Water,Water,Water,NULL,NULL,Water
812,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
813,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
814,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
815,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
816,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
818,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
819,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
820,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
821,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
822,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
823,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
825,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
826,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
827,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
828,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
829,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
830,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
832,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
833,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
836,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
837,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
838,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
839,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
840,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
844,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
845,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
848,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
849,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
850,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
852,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
853,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
854,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
855,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
856,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
857,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
858,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
859,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
860,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
861,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
862,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
863,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
864,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
865,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
866,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
868,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
869,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
871,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
872,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
873,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
874,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
875,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
876,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
877,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
878,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
879,Water,Water,Water,NULL,Water,NULL,NULL,Water
880,Water,Water,Water,NULL,Water,NULL,NULL,Forest
881,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
882,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
883,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
884,Water,Water,Water,Water,Water,NULL,NULL,NULL
885,Water,Water,Water,Water,Water,NULL,NULL,Grassland
886,Water,Water,Water,Water,Water,NULL,NULL,Bareland
887,Water,Water,Water,Water,Water,NULL,NULL,Water
888,Water,Water,Water,Water,Water,NULL,NULL,Forest
889,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
890,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
891,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
892,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
893,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
894,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
895,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
896,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
897,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
898,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
899,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
901,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
903,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
904,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
905,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
906,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
907,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
908,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
909,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
912,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
913,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
914,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
916,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
917,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
918,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
920,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
926,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
928,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
931,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
932,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
933,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
937,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
938,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
939,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
940,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
941,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
942,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
943,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
945,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
946,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
947,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
948,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
949,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
950,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
952,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
953,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
954,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
955,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
956,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
957,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
958,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
959,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
960,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
961,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
962,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
964,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
965,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
966,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
967,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
968,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
969,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
970,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
973,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
974,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
976,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
978,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
979,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
980,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
981,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
983,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
984,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
986,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
987,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
988,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
990,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
991,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
993,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
994,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
995,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
996,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1000,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1001,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1002,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1003,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1004,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1005,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1006,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1007,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1008,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1010,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1012,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1015,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1016,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1017,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1019,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1020,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1021,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
1022,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1023,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1024,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1025,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
1026,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1027,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1028,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1029,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1031,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1034,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1037,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1038,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1039,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
