Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWQ_M_R
1028,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1029,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1036,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1037,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1038,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1039,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1040,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1041,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1042,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1043,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1044,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1045,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1046,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1047,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1048,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1050,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1052,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1053,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1054,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1056,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1057,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1060,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1068,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1071,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1075,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1076,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1080,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1082,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1083,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1086,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1088,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1089,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1091,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1092,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1093,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1094,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1095,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1096,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1097,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1098,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1100,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1102,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1103,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1104,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1108,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1109,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1110,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1111,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1112,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1113,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1114,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1116,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1117,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1119,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1120,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1127,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1128,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1129,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1132,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1133,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1135,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1136,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1137,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1140,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1142,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1144,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1145,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1146,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1149,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1155,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1156,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1157,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1158,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1159,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1160,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1161,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1162,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1165,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1167,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1170,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1172,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1173,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1175,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1176,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1177,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1178,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1179,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1180,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1181,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1182,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1183,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1184,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1185,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1186,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1187,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1188,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1189,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1191,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1192,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1195,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1200,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1202,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1203,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1204,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1208,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1209,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1210,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1211,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1212,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1213,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1214,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1217,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1218,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1219,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1220,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1221,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1222,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1224,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1225,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1226,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1227,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1230,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1232,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1233,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1237,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1238,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1239,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1240,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1241,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1242,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1243,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1244,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1245,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1246,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1247,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1248,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1249,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1250,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1251,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1253,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1254,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1255,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1256,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1258,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1259,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1260,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1263,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1264,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1265,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1266,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1267,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1268,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1269,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1270,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1271,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1272,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1273,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1274,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1275,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1276,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1277,Water,NULL,Water,Water,Water,NULL,NULL,Water
1278,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1279,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1280,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1283,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1285,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1286,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1287,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1289,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1290,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1291,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1292,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1293,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1294,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1295,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1296,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1298,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1299,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1300,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1301,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1303,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1305,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1307,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1308,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1309,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1310,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1311,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1312,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1313,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1314,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1315,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1316,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1317,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1318,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1319,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1320,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1322,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1324,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1326,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1327,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1328,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1329,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1330,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1331,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1332,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1333,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1334,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1335,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1336,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1337,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1339,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1340,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1342,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1343,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1345,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1347,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1348,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1349,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1350,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1351,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1352,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1353,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1354,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1356,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1357,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1358,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1359,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1360,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1361,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1363,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1364,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1365,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1366,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1367,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1369,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1370,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1372,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1373,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1374,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1375,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
