Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNR_M_R
9370,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9371,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9372,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9373,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9374,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9375,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9376,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9377,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9378,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9379,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
9380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
9381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
9382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9385,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9386,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9387,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
9388,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9389,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9390,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9391,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9392,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
9393,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
9394,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9395,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9396,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9399,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
9400,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9401,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9402,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9403,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9404,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9405,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9406,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
9407,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Water
9408,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
9409,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
9410,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Forest
9411,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9412,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
9413,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9414,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
9417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9421,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9422,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9423,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9424,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9425,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9426,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9427,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
9428,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9429,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9430,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
9431,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9432,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
9433,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
9434,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9435,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
9436,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9437,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9438,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9439,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9440,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9441,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
9442,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
9443,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
9444,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
9445,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9446,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9447,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
9448,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
9449,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
9450,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
9451,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
9452,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9453,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9454,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9455,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9456,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
9457,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9458,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9459,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9460,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9461,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9462,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9463,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9464,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9465,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
9466,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9467,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
9468,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9469,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9470,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9471,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9472,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9473,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9474,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9475,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9476,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9477,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9478,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9483,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9484,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9485,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9486,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9487,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9488,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9489,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9490,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9491,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9492,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9493,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9494,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9495,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9496,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9497,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9498,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9499,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9500,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9501,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9502,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9503,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9504,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9506,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9507,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9509,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9510,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9512,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9513,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9514,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9515,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9516,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9517,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9518,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9519,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9520,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9521,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9522,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9523,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9524,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9525,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9526,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9535,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9536,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9537,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9538,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9539,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9540,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9541,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9542,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9543,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9544,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9545,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9547,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9548,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9549,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9550,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9551,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9552,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9553,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9554,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9555,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9556,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9557,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9558,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9559,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9560,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9561,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
9562,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9563,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9564,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9565,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9566,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9568,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9570,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9571,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
9572,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9573,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9574,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9575,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9576,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9577,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9578,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9579,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9580,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9581,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9582,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9583,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9584,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9585,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9586,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9587,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9588,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9589,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9590,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9591,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9592,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9593,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
9594,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9595,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9596,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9597,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9598,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9599,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9600,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9601,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9602,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9603,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9604,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
9605,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9606,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9607,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9608,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9609,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9610,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9611,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9612,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9613,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9614,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9615,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9616,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9617,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
9618,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9619,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9620,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9621,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9622,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
9623,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9624,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9625,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9626,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9627,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9628,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9629,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9630,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
9633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
9639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
9640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9642,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9643,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9644,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
9645,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
9646,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
9647,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
9648,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9649,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
9650,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
9651,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
9652,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9653,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
9654,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
9655,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
9656,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9657,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9658,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
9659,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9660,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
9661,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9662,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
9663,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
9664,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
9665,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9666,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9667,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9668,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
9669,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9670,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9671,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9672,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9673,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9674,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9675,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9676,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9677,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9678,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9679,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9680,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9681,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9682,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9683,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Water
9684,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
9685,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
9686,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9687,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
9688,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
9689,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
9690,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9691,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
9692,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
9693,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
9694,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9695,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9696,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
9697,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
9698,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
