Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
7003,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7004,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7005,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Built-up
7006,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7007,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7008,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
7009,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7010,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7011,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7012,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7013,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7014,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7015,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7016,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7017,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7018,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
7019,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7020,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7021,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7022,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7023,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7024,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7025,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7026,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Bareland
7027,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7028,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7029,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7030,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
7031,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7032,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7033,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7034,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7035,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
7036,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7037,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7038,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
7039,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7040,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7041,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
7042,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7043,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7044,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7045,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7046,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
7047,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7048,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7049,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7050,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7051,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7052,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
7053,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7054,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7055,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7056,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
7057,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7058,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
7059,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
7060,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7061,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7062,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7063,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
7064,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7065,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7066,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
7068,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7069,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7070,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7071,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7072,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7073,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
7074,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
7075,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
7076,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
7077,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
7078,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
7079,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
7080,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Bareland
7081,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
7082,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
7083,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
7084,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
7085,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
7086,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
7087,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7088,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7089,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
7090,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7091,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
7092,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7093,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7094,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
7095,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
7096,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
7097,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7098,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7099,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
7100,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7101,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7102,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7103,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
7104,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7105,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7106,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
7107,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7108,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,NULL
7109,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
7110,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
7111,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
7112,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,NULL
7113,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
7114,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7115,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7116,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
7117,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
7118,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
7119,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
7120,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
7121,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
7122,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7123,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
7124,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7125,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7126,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7127,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7128,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
7129,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
7130,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7131,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
7132,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7133,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7134,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
7135,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
7136,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7137,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7138,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
7139,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7140,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
7141,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7142,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7143,Water,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
7144,Water,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
7145,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7146,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7147,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7148,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7149,Water,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7150,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7151,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7152,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
7153,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
7154,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
7155,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7156,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
7157,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
7158,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7159,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
7160,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7161,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7162,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7163,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
7164,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
7165,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
7166,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
7167,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
7168,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7169,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7170,Water,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
7171,Water,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7172,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
7173,Water,Forest,Water,NULL,Water,NULL,NULL,Built-up
7174,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
7175,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
7176,Water,Forest,Water,NULL,Water,Bareland,Wetland,Bareland
7177,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
7178,Water,Forest,Water,NULL,Water,Water,Water,Forest
7179,Water,Forest,Water,Non_Water,Water,Grassland,Water,Forest
7180,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
7181,Water,Forest,Water,Non_Water,Water,Bareland,Water,Forest
7182,Water,Forest,Water,Water,Water,NULL,NULL,Water
7183,Water,Forest,Water,Water,Water,NULL,NULL,Forest
7184,Water,Forest,Water,Water,Water,NULL,Water,Grassland
7185,Water,Forest,Water,Water,Water,NULL,Water,Forest
7186,Water,Forest,Water,Water,Water,Wetland,Water,Water
7187,Water,Forest,Water,Water,Water,Wetland,Water,Forest
7188,Water,Forest,Water,Water,Water,Forest,Water,Forest
7189,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7190,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7191,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
7192,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7193,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7194,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7195,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7196,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7197,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7198,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
7199,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7200,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
7201,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7202,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7203,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7204,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7205,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7206,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7207,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7208,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7209,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7210,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
7211,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
7212,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7213,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7214,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7215,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7216,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7217,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7218,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7219,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7220,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7221,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7222,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7223,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7224,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7225,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7226,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7227,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7228,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7229,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7230,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
7231,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7232,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7233,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7234,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7235,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7236,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7237,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
7238,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
7239,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7240,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
7241,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7242,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
7243,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7244,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7245,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7246,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
7247,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
7248,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7249,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
7250,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7251,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7252,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7253,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7254,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7255,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7256,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7257,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7258,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7259,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7260,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7261,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7262,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7263,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7264,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7265,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7266,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7267,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7268,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7269,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7270,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
7271,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7272,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
7273,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7274,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7275,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7276,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7277,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7278,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7279,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
7280,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7281,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7282,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
7283,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7284,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7285,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
7286,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7287,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7288,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7289,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7290,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7291,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
7292,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7293,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
7294,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7295,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7296,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
7297,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7298,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7299,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7300,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7301,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7302,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7303,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7304,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7305,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7306,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
7307,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7308,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7309,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7310,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7311,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
7312,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7313,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7314,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
7315,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
7316,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
7317,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
7318,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7319,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7320,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7321,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7322,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7323,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7324,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7325,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7326,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7327,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7328,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7329,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7330,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7331,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
7332,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7333,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7334,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7335,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
7336,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7337,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7338,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7339,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7340,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
7341,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7342,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
7343,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7344,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7345,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7346,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7347,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7348,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7349,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7350,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
7351,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
