Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZE_M_R
705,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
706,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
707,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
708,Water,Built-up,Water,Water,Water,NULL,NULL,Water
709,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
710,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
711,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
712,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
713,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
714,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
716,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
717,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
718,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
719,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
720,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
721,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
722,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
723,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
726,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
727,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
728,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
729,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
730,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
733,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
734,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
735,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
736,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
737,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
739,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
740,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
741,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
742,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
743,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
744,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
745,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
746,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
747,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
749,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
750,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
751,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
752,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
753,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
754,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
755,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
756,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
757,Water,Water,Water,NULL,Water,NULL,NULL,Water
758,Water,Water,Water,NULL,Water,NULL,NULL,Forest
759,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
760,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
761,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
762,Water,Water,Water,Water,Water,NULL,NULL,Grassland
763,Water,Water,Water,Water,Water,NULL,NULL,Wetland
764,Water,Water,Water,Water,Water,NULL,NULL,Bareland
765,Water,Water,Water,Water,Water,NULL,NULL,Built-up
766,Water,Water,Water,Water,Water,NULL,NULL,Water
767,Water,Water,Water,Water,Water,NULL,NULL,Forest
768,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
769,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
770,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
771,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
772,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
774,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
775,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
777,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
778,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
779,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
780,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
781,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
782,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
783,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
784,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
785,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
787,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
788,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
789,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
790,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
791,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
792,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
793,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
794,Water,Forest,Water,Water,Water,NULL,NULL,Water
795,Water,Forest,Water,Water,Water,NULL,NULL,Forest
796,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
797,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
798,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
799,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
800,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
801,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
803,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
804,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
805,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
806,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
807,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
808,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
809,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
810,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
811,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
812,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
815,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
816,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
817,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
820,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
821,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
822,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
823,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
824,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
825,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
826,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
827,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
828,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
832,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
834,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
835,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
836,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
837,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
841,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
844,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
845,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
846,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
847,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
848,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
849,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
850,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
851,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
852,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
853,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
854,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
855,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
856,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
857,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
858,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
859,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
860,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
861,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
862,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
864,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
865,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
866,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
867,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
868,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
869,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
870,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
871,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
872,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
873,Forest,NULL,Water,Water,Water,NULL,NULL,Water
874,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
875,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
877,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
878,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
880,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
881,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
882,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
883,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
884,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
885,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
886,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
887,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
888,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
889,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
891,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
893,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
894,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
895,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
896,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
897,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
898,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
899,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
900,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
901,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
902,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
903,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
905,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
907,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
910,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
912,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
915,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
916,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
917,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
922,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
923,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
924,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
925,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
926,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
927,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
928,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
929,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
930,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
931,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
932,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
933,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
934,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
935,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
936,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
937,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
938,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
939,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
940,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
941,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
942,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
943,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
944,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
945,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
948,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
949,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
950,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
951,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
952,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
953,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
955,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
957,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
961,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
962,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
963,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
965,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
966,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
967,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
968,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
969,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
970,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
971,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
972,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
973,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
974,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
975,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
978,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
979,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
980,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
981,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
982,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
983,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
985,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
986,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
989,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
994,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
995,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
997,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1001,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1002,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1003,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1005,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1007,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1008,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1009,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1010,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1011,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1012,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1014,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1015,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1019,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1022,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1023,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1025,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1028,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1033,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1034,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1035,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1038,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1039,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1040,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1041,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1042,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1043,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1044,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1045,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1046,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1047,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1048,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1049,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1050,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1051,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1052,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1053,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1054,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1055,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1056,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1057,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1058,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1059,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1060,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1061,Forest,Water,Water,Water,Water,NULL,NULL,Water
1062,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1063,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1066,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1067,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
