Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGF_M_R
708,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
709,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
710,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
711,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
712,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
713,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
715,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
716,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
717,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
718,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
719,Forest,Water,Water,NULL,Water,NULL,NULL,Water
720,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
721,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
722,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
723,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
724,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
725,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
726,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
727,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
728,Forest,Water,Water,Water,Water,NULL,NULL,Water
729,Forest,Water,Water,Water,Water,NULL,NULL,Forest
730,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
731,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
733,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
734,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
735,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
736,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
737,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
738,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
739,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
740,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
741,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
742,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
743,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
744,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
745,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
746,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
748,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
749,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
751,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
752,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
753,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
755,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
757,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
760,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
761,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
762,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
766,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
767,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
768,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
770,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
771,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
772,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
773,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
774,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
776,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
777,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
778,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
779,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
780,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
781,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
782,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
783,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
784,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
785,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
786,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
787,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
788,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
789,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
790,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
791,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
793,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
794,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
795,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
796,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
797,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
798,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
799,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
800,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
801,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
802,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
803,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
805,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
806,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
807,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
808,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
809,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
810,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
811,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
812,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
813,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
814,Forest,Forest,Water,Water,Water,NULL,NULL,Water
815,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
816,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
817,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
818,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
819,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
820,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
821,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
822,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
823,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
825,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
826,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
828,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
829,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
830,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
