Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKM_M_R
13721,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13722,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13723,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13724,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13725,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
13726,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13727,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13728,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13729,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13730,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13731,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13732,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13733,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13734,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13735,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
13736,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13737,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13738,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13739,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13740,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13741,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13742,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13743,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13744,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13745,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13746,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13747,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13748,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13749,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13750,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13751,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13752,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13753,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13754,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13755,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13756,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13757,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13758,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13759,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13760,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13761,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13762,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13763,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13764,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
13765,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13766,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13767,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13768,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13769,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13770,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13771,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13772,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
13773,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13774,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13775,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
13776,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13777,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
13778,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13779,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13780,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13781,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13782,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13783,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13784,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13785,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13786,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13787,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13788,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13789,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13790,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13791,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13792,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13793,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13794,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13795,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13796,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13797,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13798,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13799,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13800,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13801,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13802,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13803,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13804,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13805,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13806,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13807,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13808,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
13809,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13810,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13811,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13812,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13813,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13814,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13815,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13816,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13817,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13818,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
13819,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13820,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13821,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13822,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13823,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13824,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
13825,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13826,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13827,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13828,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
13829,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13830,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
13831,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13832,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13833,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
13834,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
13835,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13836,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
13837,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
13838,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
13839,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13840,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13841,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
13842,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13843,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
13844,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13845,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13846,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
13847,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13848,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13849,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13850,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13851,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13852,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13853,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13854,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13855,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13856,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13857,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13858,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13859,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13860,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
13861,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13862,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13863,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13865,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13866,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13867,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13868,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13869,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
13870,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
13871,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13872,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
13873,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
13874,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13875,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13876,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13877,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13878,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
13881,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
13884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13885,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13886,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
13887,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13888,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
13889,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
13890,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
13891,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13892,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
13893,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13894,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
13895,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13896,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13897,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13898,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13899,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13900,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13901,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13902,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13903,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13904,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13905,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13906,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13907,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13908,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13909,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13910,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13911,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13912,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
13913,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13914,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
13915,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
13916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
13917,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13924,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
13925,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
13930,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
13931,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
13932,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13933,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
13934,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13935,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
13936,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
13937,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
13938,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
13939,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13940,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13941,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13942,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13943,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
13944,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13945,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13946,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
13947,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
13948,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
13949,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
13950,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
13951,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13952,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
13953,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13954,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13955,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
13956,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
13957,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
13958,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
13959,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13960,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
13961,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13962,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13963,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13964,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13965,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13966,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
13967,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13968,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
13969,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
13970,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
13971,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
13972,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
13973,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
13974,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
13975,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
13976,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13977,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
13978,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13979,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
13980,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
13981,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
13982,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13983,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13984,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
13985,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
13986,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
13987,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
13988,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
13989,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
13990,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
13991,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
13992,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13993,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
13994,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13995,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13996,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13997,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13998,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13999,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
14000,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14001,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
14004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Bareland
14005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
14006,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14007,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,Water
14008,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
14009,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
14010,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14011,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14012,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14014,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14016,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14019,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14020,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14021,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14025,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14026,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14027,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14028,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14029,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14030,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14031,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14032,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14033,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14034,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14035,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14036,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14037,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14038,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14039,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14040,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14041,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
