Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCH_M_R
745,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
746,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
747,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
748,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
749,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
750,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
751,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
752,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Water
753,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
754,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest,Water,Forest
755,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
756,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
757,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
758,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
759,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
760,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
761,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,NULL,Water
762,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,NULL,Forest
763,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,Water
764,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,Forest
765,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Forest,Forest
766,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Wetland,Water,Water
767,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,NULL,Grassland
768,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,NULL,Bareland
769,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,NULL,Water
770,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,NULL,Forest
771,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Wetland,Water
772,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Water
773,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Forest,Water
774,Permanent_ice_and_snow,Water,Water,Water,Water,Forest,NULL,Forest
775,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
776,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
777,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
778,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
779,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
780,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
781,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
782,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
783,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
784,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
785,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
786,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
787,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
788,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
789,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
790,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
791,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
792,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
793,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
794,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
795,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
796,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
797,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
798,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
799,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
800,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
801,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
802,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
803,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
804,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
805,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
806,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
807,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
808,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
809,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
810,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
811,Permanent_ice_and_snow,Forest,Water,Water,Water,Forest,NULL,Forest
812,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
814,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
815,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
816,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
817,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
818,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
819,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
820,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
821,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
822,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
823,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
824,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
825,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
826,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
827,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
828,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
829,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
830,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
831,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
838,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
839,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
845,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
846,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
847,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
848,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
849,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
850,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
851,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
852,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
853,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
854,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
855,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
856,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
857,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
858,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
859,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
860,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
861,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
862,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
863,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
864,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
865,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
867,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
872,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
873,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
874,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
875,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
876,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
877,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
878,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
879,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
880,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
881,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
882,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
883,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
884,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
885,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
886,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
887,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
888,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
889,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
890,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
891,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
892,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
893,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
894,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
895,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
896,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
897,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
898,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
899,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
900,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
901,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
902,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
903,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
904,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
905,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
906,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
907,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
908,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
909,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
910,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
911,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
912,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
913,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
914,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
915,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
916,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
917,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
918,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
919,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
920,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
921,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
922,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
923,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
924,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
925,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
926,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
927,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
928,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
929,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
930,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
931,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
932,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
933,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
934,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
935,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
936,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
937,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
938,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
939,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
940,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
941,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
942,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
943,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
944,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
945,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
946,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
947,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
948,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
949,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
950,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
951,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
952,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
953,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
954,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
955,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
956,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
957,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
958,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
959,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
960,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
961,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
962,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
963,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
964,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
965,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
966,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
967,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
968,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
969,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
970,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
971,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
972,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
973,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
974,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
975,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
976,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
977,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
978,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
979,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
980,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
981,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
982,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
983,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
984,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
985,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
986,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
987,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
988,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
989,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
990,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
991,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
992,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
993,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
994,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
995,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
996,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
997,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
998,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
999,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1000,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1001,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1002,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1003,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1004,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
1005,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1006,Forest,Water,Water,NULL,Water,NULL,Water,Water
1007,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1008,Forest,Water,Water,NULL,Water,Wetland,NULL,Bareland
1009,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
1010,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
1011,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1012,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1013,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1014,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1015,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1016,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1017,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1018,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1019,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1020,Forest,Water,Water,NULL,Water,Water,Water,Water
1021,Forest,Water,Water,NULL,Water,Water,Water,Forest
1022,Forest,Water,Water,NULL,Water,Water,Forest,Water
1023,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1024,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1025,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1026,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1027,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1028,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1029,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
1030,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
1031,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1032,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
1033,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1034,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1035,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1036,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1037,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1038,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1039,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1040,Forest,Water,Water,Water,Water,NULL,Water,Water
1041,Forest,Water,Water,Water,Water,NULL,Water,Forest
1042,Forest,Water,Water,Water,Water,NULL,Forest,Water
1043,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
1044,Forest,Water,Water,Water,Water,Wetland,NULL,Water
1045,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
1046,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1047,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1048,Forest,Water,Water,Water,Water,Wetland,Water,Water
1049,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1050,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1051,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1052,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
1053,Forest,Water,Water,Water,Water,Water,Wetland,Water
1054,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1055,Forest,Water,Water,Water,Water,Water,Water,Water
1056,Forest,Water,Water,Water,Water,Water,Water,Forest
1057,Forest,Water,Water,Water,Water,Water,Forest,Water
1058,Forest,Water,Water,Water,Water,Forest,NULL,Water
1059,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1060,Forest,Water,Water,Water,Water,Forest,Water,Water
1061,Forest,Water,Water,Water,Water,Forest,Water,Forest
1062,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1063,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1064,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1065,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1066,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1067,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1068,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1069,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1070,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1071,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1072,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1073,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1074,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1075,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
1076,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1077,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1079,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1080,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1081,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1082,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1083,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1084,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1085,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1086,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1087,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1088,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1089,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1090,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1091,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1092,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1093,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1094,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1095,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1096,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1097,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1098,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1099,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
