Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVF_M_R
7337,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
7338,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7339,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7340,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
7341,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7342,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7343,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7344,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7345,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7346,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7347,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7348,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7349,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7350,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7351,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7352,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7353,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7354,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7355,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7356,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7357,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7358,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7359,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7360,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
7361,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
7362,Forest,Cropland,Water,NULL,Water,NULL,Forest,Grassland
7363,Forest,Cropland,Water,NULL,Water,NULL,Forest,Forest
7364,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
7365,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Cropland
7366,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
7367,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
7368,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Forest
7369,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
7370,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
7371,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Cropland
7372,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
7373,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Forest
7374,Forest,Cropland,Water,NULL,Water,Cropland,Forest,Grassland
7375,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
7376,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
7377,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
7378,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Forest
7379,Forest,Cropland,Water,NULL,Water,Water,NULL,Wetland
7380,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
7381,Forest,Cropland,Water,NULL,Water,Forest,NULL,Grassland
7382,Forest,Cropland,Water,NULL,Water,Forest,Forest,Forest
7383,Forest,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
7384,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7385,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7386,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7387,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7388,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7389,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7390,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7391,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7392,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7393,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7394,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7395,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7396,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7397,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
7398,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7399,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7400,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7401,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7402,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
7403,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7404,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7405,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7406,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7407,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7408,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7409,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7410,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7411,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7412,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7413,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
7414,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7415,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7416,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7417,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7418,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
7419,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7420,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7421,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7422,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7423,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
7424,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7425,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7426,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7427,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7428,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7429,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7430,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7431,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7432,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7433,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
7434,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7435,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7436,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7437,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7438,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7439,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7440,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
7441,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7442,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7443,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7444,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7445,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7446,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7447,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7448,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7449,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7450,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7451,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
7452,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
7453,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
7454,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7455,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7456,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
7457,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7458,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7459,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7460,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7461,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7462,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7463,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7464,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7465,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7466,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7467,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7468,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7469,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7470,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7471,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7472,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7473,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7474,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7475,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7476,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7477,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7478,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
7479,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
7480,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7481,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7482,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7483,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7484,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
7485,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7486,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7487,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7488,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7489,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7490,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7491,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7492,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
7493,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7494,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7495,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7496,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7497,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7498,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7499,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
7500,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7501,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
7502,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7503,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
7504,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
7505,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7506,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7507,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7508,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7509,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7510,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7511,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7512,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7513,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7514,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7515,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7516,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
7517,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7518,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7519,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7520,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7521,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7522,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7523,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7524,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7525,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7526,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7527,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7528,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7529,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7530,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7531,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7532,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7533,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7534,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7535,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7536,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7537,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7538,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7539,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7540,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7541,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7542,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7543,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7544,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7545,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7546,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7547,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7548,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
7549,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7550,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7551,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7552,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7553,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7554,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7555,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7556,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7557,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7558,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7559,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7560,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7561,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7562,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7563,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7564,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7565,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7566,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7567,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7568,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7569,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7570,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7571,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7572,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7573,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7574,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7575,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7576,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7577,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7578,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7579,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7580,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7581,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7582,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7583,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7584,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7585,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7586,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7587,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7588,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7589,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7590,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7591,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7592,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7593,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7594,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7595,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7596,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7597,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
7611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7625,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7626,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7627,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7628,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7629,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7630,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7631,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7632,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7633,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7634,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7635,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7636,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7637,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7638,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7639,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7640,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7641,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7642,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7643,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7644,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7645,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7646,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7647,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7648,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7649,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7650,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7651,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7652,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7653,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7654,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7655,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7656,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7657,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7658,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7659,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7660,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
