Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKF_M_R
717,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
718,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
719,Water,Forest,Water,NULL,Water,Water,Water,Forest
720,Water,Forest,Water,NULL,Water,Water,Forest,Forest
721,Water,Forest,Water,NULL,Water,Forest,Grassland,Grassland
722,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
723,Water,Forest,Water,NULL,Water,Forest,Forest,Grassland
724,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
725,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
726,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
727,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
728,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
729,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
730,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
731,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
732,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
733,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
734,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
735,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
736,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
737,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
738,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
739,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
740,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
741,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
742,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
743,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
744,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
745,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
746,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
747,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
748,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
749,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
750,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
751,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
752,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
753,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
754,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
755,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
756,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
757,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
758,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
759,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
760,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
761,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
763,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
764,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
765,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
766,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
767,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
768,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
769,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
770,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
771,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
772,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
773,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
774,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
775,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
776,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
777,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
778,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
779,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Grassland,Forest
780,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Grassland
781,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Forest
782,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest,Grassland,Forest
783,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
784,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
785,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
786,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
787,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
788,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
789,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
790,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
791,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
792,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
793,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
794,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
795,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
796,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
797,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
798,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
799,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
800,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
801,Permanent_ice_and_snow,Forest,Water,NULL,Water,Grassland,Forest,Forest
802,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
804,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
805,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
806,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
807,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
808,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
809,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
810,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
811,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
812,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
813,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
814,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
815,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
816,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
817,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
818,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
819,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
820,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
828,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
829,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
830,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
831,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
838,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
839,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
844,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
845,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
848,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
849,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
850,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
851,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
852,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
853,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
854,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
855,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
856,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
857,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
858,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
859,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
860,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
861,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
862,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
863,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
864,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
865,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
866,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
867,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
868,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
869,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
870,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
871,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
872,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
873,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
874,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
875,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
876,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
877,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
878,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
879,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
880,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
881,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
882,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
883,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
885,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
887,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
888,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
889,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
890,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
891,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
892,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
893,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
894,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
895,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
896,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
897,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
898,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
899,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
900,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
901,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
902,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
903,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
904,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
905,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
906,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
907,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
908,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
909,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
910,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
911,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
912,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
913,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
914,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
915,Forest,NULL,Water,NULL,Water,Grassland,Water,Bareland
916,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
917,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
918,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
919,Forest,NULL,Water,NULL,Water,Grassland,Forest,Bareland
920,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
921,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
922,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
923,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
924,Forest,NULL,Water,NULL,Water,Water,Water,Forest
925,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
926,Forest,NULL,Water,NULL,Water,Forest,Grassland,Grassland
927,Forest,NULL,Water,NULL,Water,Forest,Grassland,Bareland
928,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
929,Forest,NULL,Water,NULL,Water,Forest,Water,Bareland
930,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
931,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
932,Forest,NULL,Water,NULL,Water,Forest,Forest,Bareland
933,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
959,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
960,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
961,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
962,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
964,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
965,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
966,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
967,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
968,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
969,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
970,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
971,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
972,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
973,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
974,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
975,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
976,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
977,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
978,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
979,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
980,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
981,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
982,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
983,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
984,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
985,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
986,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
987,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
988,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
989,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
990,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
991,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
993,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
994,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
995,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
996,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
997,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
998,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
999,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1001,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1002,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1003,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1004,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1005,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1006,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1007,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1008,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1009,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1010,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1011,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1012,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1013,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1014,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1015,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1016,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1017,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1018,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1019,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1020,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1021,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1022,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1023,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1024,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1025,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1026,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1027,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1028,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1029,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1030,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1031,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1032,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1033,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1034,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1035,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1036,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
1037,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1038,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1039,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1040,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1041,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1042,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1043,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1044,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1045,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1046,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1047,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1048,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1049,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1050,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1051,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1052,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1053,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1054,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1055,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1056,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1057,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1058,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
