Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFU_M_R
11562,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11563,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11564,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11565,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
11566,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11567,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11568,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11569,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11570,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11571,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11572,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11573,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11574,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
11575,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11576,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11577,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11578,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11579,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11580,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
11581,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11582,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11583,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11584,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
11585,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
11586,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
11587,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11588,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11589,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11590,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11591,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
11592,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
11593,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11594,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
11595,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11596,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11597,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11598,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11599,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11601,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
11602,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11604,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
11605,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11606,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
11607,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11608,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11640,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
11641,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11642,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11643,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11644,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11645,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
11646,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
11647,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11648,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11649,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11650,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
11651,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
11652,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
11653,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11654,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11655,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
11656,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11657,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
11658,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
11659,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
11660,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11661,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11662,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11663,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11664,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11665,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
11666,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11667,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
11668,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
11669,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11670,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
11671,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11672,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11673,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11674,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
11675,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11676,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11677,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11678,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11679,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11680,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11681,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11682,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11683,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11684,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11685,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11686,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11687,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
11688,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11689,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11696,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11697,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11698,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11699,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11700,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
11701,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
11702,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11703,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11704,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11705,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
11706,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11707,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11708,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
11709,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
11710,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11711,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11712,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
11713,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
11714,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
11715,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11716,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11717,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11718,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
11719,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
11720,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
11721,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
11722,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
11723,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11724,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11725,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
11726,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11727,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11728,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
11729,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11730,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11731,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11732,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11733,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
11734,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
11735,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
11736,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
11737,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11738,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11739,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11740,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11741,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11742,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11743,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11744,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11745,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11746,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11747,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
11748,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11749,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11750,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
11751,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
11752,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11753,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11754,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11755,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
11756,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11757,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11758,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
11759,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
11760,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
11761,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
11762,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11763,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
11764,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
11765,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11766,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11767,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11768,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11769,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11770,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
11771,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11772,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11773,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
11774,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
11775,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11776,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
11777,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11778,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
11779,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
11780,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
11781,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
11782,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11783,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11784,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11785,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11786,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11787,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11788,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11789,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Bareland
11790,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11791,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
11792,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
11793,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
11794,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
11795,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
11796,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
11797,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
11798,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11799,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11800,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11801,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11802,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11803,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11804,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11805,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11806,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11807,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
11808,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11809,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11810,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11811,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11812,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11813,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11814,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11815,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11816,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11817,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11818,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11819,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11820,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11821,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
11822,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11823,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11824,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11825,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11826,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
11827,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11828,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11829,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11830,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11831,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11832,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11833,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
11834,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11835,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11836,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
11837,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11838,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11839,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
11840,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11841,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
11842,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
11843,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
11844,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
11845,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
11846,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
11847,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
11848,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
11849,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
11850,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
11851,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
11852,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
11853,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
11854,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
11855,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
11856,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
11857,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
11858,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
11859,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
11860,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
11861,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
11862,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
11863,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
11864,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
11865,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
11866,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11867,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11868,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11869,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11870,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11871,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11872,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11873,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11874,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11875,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11876,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11877,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11878,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11879,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11880,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
11881,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11882,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11883,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11884,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
