Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
12475,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Water
12476,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12477,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12478,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12479,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12480,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
12481,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
12482,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
12483,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12484,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12485,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12486,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
12487,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12488,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12489,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
12490,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12491,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
12492,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
12493,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
12494,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12495,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12496,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12497,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12498,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12499,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12500,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
12501,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12502,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12503,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12504,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12505,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12506,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12507,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
12508,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12509,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
12510,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
12511,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
12512,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
12513,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12514,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12515,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12516,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12517,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12518,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12519,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
12520,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12521,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12522,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12523,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12524,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
12525,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
12526,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
12527,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
12528,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12529,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12530,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
12531,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
12532,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
12533,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
12534,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
12535,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Water
12536,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
12537,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
12538,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
12539,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
12540,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Bareland
12541,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
12542,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
12543,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
12544,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
12545,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
12546,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12547,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
12548,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
12549,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
12550,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
12551,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
12552,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
12553,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
12554,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
12555,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
12556,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
12557,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
12558,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
12559,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Water
12560,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
12561,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12562,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Bareland
12563,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
12564,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
12565,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12566,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
12567,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
12568,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Forest
12569,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
12570,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
12571,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Grassland
12572,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Water
12573,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
12574,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12575,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
12576,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Water
12577,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12578,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12579,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12580,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12581,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12582,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
12583,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Bareland
12584,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
12585,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
12586,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12587,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
12588,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12589,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12590,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12591,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12592,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
12593,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12594,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12595,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12596,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12597,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12598,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12599,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12600,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
12601,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12602,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
12603,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12604,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
12605,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
12606,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
12607,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Forest,Forest
12608,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
12609,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12610,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
12611,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12612,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12613,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
12614,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12615,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12616,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
12617,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
12618,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
12619,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12620,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12621,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12622,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12623,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12624,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12625,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12626,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12627,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12628,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12629,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12630,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
12631,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12632,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12633,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12634,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12635,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12636,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12637,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
12638,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
12639,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12640,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12641,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12642,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12643,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
12644,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12645,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
12652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
12671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
12672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
12678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
12680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
12682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
12683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
12684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
12704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
12707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
12708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
12709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
12710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
12711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
12712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
12716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
12717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
12719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
12720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
12723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
12726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
12728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
12729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
12730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
12731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
12732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
12733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
12736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
12737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
12738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
12739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
12740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12743,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12744,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
12745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
12746,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12747,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12749,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12750,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12751,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
12752,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
12753,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
12754,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
12755,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12756,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12757,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12758,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
12759,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12760,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12761,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
12762,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12763,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12764,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12765,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12766,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12767,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
12768,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12769,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12770,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12771,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Built-up
12772,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
12773,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12774,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12775,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
12776,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12777,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
12778,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
12779,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
12780,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12781,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
12782,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
12783,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Water
12784,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Forest,Forest
12785,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12786,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12787,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12788,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
12789,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
12790,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12791,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12792,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest,Built-up
12793,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
