Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLN_M_R
7767,Water,NULL,Water,NULL,Water,Wetland,Water,Water
7768,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
7769,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
7770,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
7771,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
7772,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
7773,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
7774,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
7775,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7776,Water,NULL,Water,NULL,Water,Water,Water,Water
7777,Water,NULL,Water,NULL,Water,Water,Water,Forest
7778,Water,NULL,Water,NULL,Water,Water,Forest,Wetland
7779,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7780,Water,NULL,Water,Non_Water,Water,Bareland,Water,Water
7781,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Water
7782,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7783,Water,NULL,Water,Non_Water,Water,Water,Forest,Forest
7784,Water,NULL,Water,Water,Water,Shrubland,NULL,Forest
7785,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
7786,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Water
7787,Water,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
7788,Water,NULL,Water,Water,Water,Shrubland,Bareland,Grassland
7789,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
7790,Water,NULL,Water,Water,Water,Shrubland,Water,Water
7791,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
7792,Water,NULL,Water,Water,Water,Grassland,Water,Water
7793,Water,NULL,Water,Water,Water,Wetland,NULL,Water
7794,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7795,Water,NULL,Water,Water,Water,Wetland,Water,Water
7796,Water,NULL,Water,Water,Water,Water,Grassland,Water
7797,Water,NULL,Water,Water,Water,Water,Water,Grassland
7798,Water,NULL,Water,Water,Water,Water,Water,Water
7799,Water,NULL,Water,Water,Water,Water,Water,Forest
7800,Water,NULL,Water,Water,Water,Water,Forest,Wetland
7801,Water,NULL,Water,Water,Water,Water,Forest,Forest
7802,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7803,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
7804,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7805,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7806,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7807,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7808,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7809,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7810,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7811,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
7812,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7813,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7814,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7815,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7816,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7817,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7818,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7819,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7820,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7821,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
7822,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7823,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7824,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7825,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7826,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7827,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7828,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7829,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
7830,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7831,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
7832,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7833,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7834,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7835,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7836,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
7837,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7838,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7839,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7840,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7841,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7842,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7843,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7844,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
7845,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7846,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7847,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
7848,Water,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7849,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7850,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7851,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7852,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7853,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
7854,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
7855,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
7856,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
7857,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
7858,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
7859,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7860,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7861,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
7862,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7863,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7864,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
7865,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7866,Water,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
7867,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7868,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7869,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
7870,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7871,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7872,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7873,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7874,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
7875,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7876,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7877,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7878,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7879,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7880,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7881,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7882,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7883,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
7884,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7885,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7886,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7887,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7888,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7889,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7890,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7891,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7892,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7893,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7894,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7895,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
7896,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7897,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7898,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7899,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7900,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
7901,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7902,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
7903,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7904,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
7905,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7906,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7907,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7908,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
7909,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7910,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7911,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7912,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7913,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
7914,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7915,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
7916,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7917,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7918,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7919,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
7920,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
7921,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
7922,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7923,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
7924,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7925,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7926,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7927,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7928,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7929,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7930,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7931,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7932,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7933,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7934,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7935,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
7936,Water,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7937,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
7938,Water,Cropland,Wetland,NULL,Wetland,Water,Forest,Water
7939,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
7940,Water,Cropland,Wetland,Water,Wetland,Wetland,Shrubland,Water
7941,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
7942,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
7943,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7944,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
7945,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7946,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7947,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
7948,Water,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
7949,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
7950,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Water
7951,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
7952,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Water
7953,Water,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
7954,Water,Cropland,Water,NULL,Water,Shrubland,Water,Bareland
7955,Water,Cropland,Water,NULL,Water,Shrubland,Water,Water
7956,Water,Cropland,Water,NULL,Water,Wetland,Shrubland,Water
7957,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
7958,Water,Cropland,Water,NULL,Water,Water,Shrubland,Grassland
7959,Water,Cropland,Water,NULL,Water,Water,Shrubland,Bareland
7960,Water,Cropland,Water,NULL,Water,Water,Water,Water
7961,Water,Cropland,Water,Non_Water,Water,Shrubland,NULL,Water
7962,Water,Cropland,Water,Non_Water,Water,Shrubland,Water,Grassland
7963,Water,Cropland,Water,Water,Water,Shrubland,NULL,Water
7964,Water,Cropland,Water,Water,Water,Shrubland,Water,NULL
7965,Water,Cropland,Water,Water,Water,Shrubland,Water,Water
7966,Water,Cropland,Water,Water,Water,Wetland,Water,Bareland
7967,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7968,Water,Cropland,Water,Water,Water,Built-up,NULL,Grassland
7969,Water,Cropland,Water,Water,Water,Water,Grassland,Water
7970,Water,Cropland,Water,Water,Water,Water,Water,Water
7971,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7972,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7973,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7974,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7975,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7976,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
7977,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
7978,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7979,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7980,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7981,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7982,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7983,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7984,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7985,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
7986,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7987,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7988,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Water
7989,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
7990,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
7991,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
7992,Water,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7993,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7994,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7995,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
7996,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
7997,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7998,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Water
7999,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Water
8000,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8001,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Bareland
8002,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8003,Water,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
8004,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
8005,Water,Built-up,Water,Non_Water,Water,Wetland,Built-up,Water
8006,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8007,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8008,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8009,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8010,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8011,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8012,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
8013,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8014,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8015,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8016,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8017,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
8018,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8019,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
8020,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8021,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8022,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8023,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8024,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
8025,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8026,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
8027,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8028,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8029,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8030,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8031,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8032,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8033,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8034,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8035,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8036,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8037,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8038,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8039,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8040,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8041,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8042,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8043,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
8044,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8045,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
8046,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
8047,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8048,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
8049,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8050,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8051,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8052,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8053,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8054,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8055,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8056,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8057,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8058,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8059,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8060,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8061,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8062,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8063,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8064,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8065,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8066,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8067,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8068,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8069,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8070,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
8071,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
8072,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8073,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8074,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8075,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8076,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8077,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8078,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8079,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8080,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8081,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8082,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8083,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8084,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8085,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
8086,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8087,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8088,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8089,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8090,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8091,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8092,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
8093,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8094,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8095,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8096,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8097,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Water
8098,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8099,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8100,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8101,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8102,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8103,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8104,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8105,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8106,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8107,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8108,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8109,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8110,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8111,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8112,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8113,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
8114,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8115,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8116,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8117,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
