Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
10006,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10008,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10009,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10010,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10011,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10012,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10013,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10014,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10015,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10016,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10017,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
10018,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10019,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10020,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10021,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10022,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10023,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10024,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
10025,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
10026,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10027,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10028,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10029,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
10030,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10031,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10032,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10033,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
10034,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10035,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10036,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
10037,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
10038,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10039,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10040,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10041,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10042,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10043,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10044,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10045,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10046,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10047,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
10048,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10049,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
10050,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10051,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
10052,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10053,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10054,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
10055,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10056,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10057,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10058,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10059,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10060,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10061,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10062,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10063,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10064,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10065,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10066,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10067,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10068,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10069,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
10070,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10071,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10072,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10073,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10074,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10075,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
10076,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10077,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
10078,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10079,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10080,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10081,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10082,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
10083,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
10084,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10085,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
10086,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10087,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
10088,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10089,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10090,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10091,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
10092,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10093,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10094,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10095,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10096,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10097,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10098,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10099,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10100,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10101,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10102,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10103,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
10104,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10105,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10106,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10107,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10108,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10109,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10110,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10111,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10112,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10113,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10114,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10115,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10116,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10117,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10118,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10119,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10120,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10121,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
10122,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10123,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10124,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10125,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10126,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10127,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
10128,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10129,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10130,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10131,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
10132,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10133,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10134,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10135,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10136,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10137,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10138,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10139,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10140,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
10141,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
10142,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
10143,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10144,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
10145,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
10146,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
10147,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
10148,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
10149,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10150,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
10151,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
10152,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
10153,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
10154,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10155,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
10156,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
10157,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
10158,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
10159,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
10160,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10161,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
10162,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
10163,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
10164,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
10165,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
10166,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
10167,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10168,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10169,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10170,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
10171,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
10172,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
10173,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
10174,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
10175,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10176,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
10177,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10178,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10179,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
10180,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
10181,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
10182,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10183,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10184,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
10185,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10186,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
10187,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
10188,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10189,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10190,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10191,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10192,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
10195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
10196,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
10197,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
10198,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
10199,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
10200,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10201,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10202,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10203,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10204,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10205,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
10206,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10207,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
10208,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10209,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
10210,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
10211,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
10212,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10213,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
10214,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
10215,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
10216,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
10217,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
10218,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
10219,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
10220,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
10221,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
10222,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
10223,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
10224,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
10225,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
10226,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
10227,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
10228,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
10229,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
10230,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
10231,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
10232,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10233,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
10234,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10235,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
10236,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10237,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10238,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10239,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
10240,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10241,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10242,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10243,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
10244,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
10245,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
10246,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
10247,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
10248,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
10249,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10250,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
10251,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
10252,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
10253,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
10254,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
10255,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
10256,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10257,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10258,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10259,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
10260,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10261,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10262,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10263,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
10264,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
10265,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
10266,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10267,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
10268,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10269,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10270,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
10271,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10272,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10273,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10274,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10275,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
10276,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
10277,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
10278,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
10279,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10280,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
10281,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10282,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10283,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
10284,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10285,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
10286,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
10287,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10288,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10289,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10290,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
10291,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10292,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10293,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10294,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10295,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10296,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10297,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10298,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
10299,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10300,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10301,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
10302,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10303,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
10304,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10305,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10306,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
10307,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
10308,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
10309,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
10310,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10311,Forest,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
10312,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
10313,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
10314,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
10315,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
10316,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
10317,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
10318,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
10319,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
10320,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
10321,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
10322,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
10323,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
10324,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
10325,Forest,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
10326,Forest,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Water
10327,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
10328,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
10329,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
10330,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10331,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
10332,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
10333,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
10334,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
10335,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
10336,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
10337,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
10338,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
10339,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
10340,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10341,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
10342,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
