Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFU_M_R
738,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
739,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
740,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
741,Water,Water,Wetland,Water,Wetland,Water,Water,Water
742,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
743,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
744,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
745,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
746,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
747,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
748,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
749,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
750,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
751,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
752,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
753,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
754,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
755,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
756,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
757,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
758,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
759,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
760,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
761,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
762,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
763,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
764,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
765,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
766,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
767,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
768,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
769,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
770,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
771,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
772,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
773,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
774,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
775,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
776,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
777,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
778,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
779,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
780,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
781,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
782,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
783,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
784,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
785,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
786,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
787,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
788,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
789,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
790,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Forest
791,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
792,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
793,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
794,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
795,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
796,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
797,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
798,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
799,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
800,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
801,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
802,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
803,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
804,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
805,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
806,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
807,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
808,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
809,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
810,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
811,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
812,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
813,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
814,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
815,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
816,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
817,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
818,Water,Water,Water,NULL,Water,NULL,Wetland,Water
819,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
820,Water,Water,Water,NULL,Water,NULL,Water,Water
821,Water,Water,Water,NULL,Water,NULL,Water,Forest
822,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
823,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
824,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
825,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
826,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
827,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
828,Water,Water,Water,NULL,Water,Wetland,Water,Water
829,Water,Water,Water,NULL,Water,Wetland,Water,Forest
830,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
831,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
832,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
833,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
834,Water,Water,Water,NULL,Water,Bareland,Water,Water
835,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
836,Water,Water,Water,NULL,Water,Water,Wetland,Water
837,Water,Water,Water,NULL,Water,Water,Wetland,Forest
838,Water,Water,Water,NULL,Water,Water,Bareland,Water
839,Water,Water,Water,NULL,Water,Water,Bareland,Forest
840,Water,Water,Water,NULL,Water,Water,Water,Grassland
841,Water,Water,Water,NULL,Water,Water,Water,Wetland
842,Water,Water,Water,NULL,Water,Water,Water,Bareland
843,Water,Water,Water,NULL,Water,Water,Water,Water
844,Water,Water,Water,NULL,Water,Water,Water,Forest
845,Water,Water,Water,NULL,Water,Water,Forest,Water
846,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
847,Water,Water,Water,NULL,Water,Forest,Water,Water
848,Water,Water,Water,NULL,Water,Forest,Water,Forest
849,Water,Water,Water,Non_Water,Water,NULL,Water,Water
850,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
851,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
852,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
853,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
854,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
855,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
856,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
857,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
858,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
859,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
860,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
861,Water,Water,Water,Non_Water,Water,Water,Water,Water
862,Water,Water,Water,Non_Water,Water,Water,Water,Forest
863,Water,Water,Water,Non_Water,Water,Water,Forest,Water
864,Water,Water,Water,Non_Water,Water,Forest,Water,Water
865,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
866,Water,Water,Water,Water,Water,NULL,Wetland,Forest
867,Water,Water,Water,Water,Water,NULL,Water,Water
868,Water,Water,Water,Water,Water,NULL,Water,Forest
869,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
870,Water,Water,Water,Water,Water,Wetland,Wetland,Water
871,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
872,Water,Water,Water,Water,Water,Wetland,Bareland,Water
873,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
874,Water,Water,Water,Water,Water,Wetland,Water,Grassland
875,Water,Water,Water,Water,Water,Wetland,Water,Wetland
876,Water,Water,Water,Water,Water,Wetland,Water,Water
877,Water,Water,Water,Water,Water,Wetland,Water,Forest
878,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
879,Water,Water,Water,Water,Water,Bareland,Wetland,Water
880,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
881,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
882,Water,Water,Water,Water,Water,Bareland,Bareland,Water
883,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
884,Water,Water,Water,Water,Water,Bareland,Water,Water
885,Water,Water,Water,Water,Water,Bareland,Water,Forest
886,Water,Water,Water,Water,Water,Water,Wetland,Grassland
887,Water,Water,Water,Water,Water,Water,Wetland,Water
888,Water,Water,Water,Water,Water,Water,Wetland,Forest
889,Water,Water,Water,Water,Water,Water,Bareland,Grassland
890,Water,Water,Water,Water,Water,Water,Bareland,Water
891,Water,Water,Water,Water,Water,Water,Bareland,Forest
892,Water,Water,Water,Water,Water,Water,Water,Grassland
893,Water,Water,Water,Water,Water,Water,Water,Wetland
894,Water,Water,Water,Water,Water,Water,Water,Water
895,Water,Water,Water,Water,Water,Water,Water,Forest
896,Water,Water,Water,Water,Water,Water,Forest,Water
897,Water,Water,Water,Water,Water,Forest,Water,Water
898,Water,Water,Water,Water,Water,Forest,Water,Forest
899,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
900,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
901,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
902,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
903,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
904,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
905,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
906,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
907,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
908,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
909,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
910,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
911,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
912,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
913,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
914,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
915,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
916,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
917,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
918,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
919,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
920,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
921,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
922,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
923,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
924,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
925,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
926,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
927,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
928,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
929,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
930,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
931,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
932,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
933,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
934,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
935,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
936,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
937,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
938,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
939,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
940,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
941,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
942,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
943,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
944,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
945,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
946,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
947,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
948,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
949,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
950,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
951,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
952,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
953,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
954,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
955,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
956,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
957,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
958,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
959,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
960,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
961,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
962,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
963,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
964,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
965,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
966,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
967,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
968,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
969,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
970,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
971,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
972,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
973,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
974,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
975,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
976,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
977,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
978,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
979,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
980,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
981,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
982,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
983,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
984,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
985,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
986,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
987,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
988,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
989,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
990,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
991,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
992,Water,Forest,Water,Non_Water,Water,NULL,Water,Forest
993,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
994,Water,Forest,Water,Non_Water,Water,Water,Water,Water
995,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
996,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
997,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
998,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
999,Water,Forest,Water,Water,Water,Water,Water,Water
1000,Water,Forest,Water,Water,Water,Water,Water,Forest
1001,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1002,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1003,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1004,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1005,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Wetland,Water
1006,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Water,Water
1007,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
1008,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
1009,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1010,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1011,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1012,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1013,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1014,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1015,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1016,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
1017,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
1018,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1019,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1020,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1021,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Water
1022,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
1023,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
1024,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1025,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Wetland,Water
1026,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water,Water
1027,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1028,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1029,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1030,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1031,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1032,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1033,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1034,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1035,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1036,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1037,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1038,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1039,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1040,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1041,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1042,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1043,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1044,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1045,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1046,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1047,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1048,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1049,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1050,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1053,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1054,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1055,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1056,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1057,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1058,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1059,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1060,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1061,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1062,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1063,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1064,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1065,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1066,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1067,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1068,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1069,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1070,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1071,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
1072,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1073,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1074,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1075,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1076,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1077,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1078,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1079,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1080,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1081,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1082,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1083,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1084,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1085,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1086,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1087,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1088,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1089,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1090,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1091,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1092,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1093,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1094,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1095,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1096,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1097,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1098,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1099,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1100,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1101,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1102,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1103,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1104,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1105,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1106,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1107,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1108,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1109,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1110,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1111,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1112,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1113,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1114,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1115,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
1116,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
