Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGN_M_R
741,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
742,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
743,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
744,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
745,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
746,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
747,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
748,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
749,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
750,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
751,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
752,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
753,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
754,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
755,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
756,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
757,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
758,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
759,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
760,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
761,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
762,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
763,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
764,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
765,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
766,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
767,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
768,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
769,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
770,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
771,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
772,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
773,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
774,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
775,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
776,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
777,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
778,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
779,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
780,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
781,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
782,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
783,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
784,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
785,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
786,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
787,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
788,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
789,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
790,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
791,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
792,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
793,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
794,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
795,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
796,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
797,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
803,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
804,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
805,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
806,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
807,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
808,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
809,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
810,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
811,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
812,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
813,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
814,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
815,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
816,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
817,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
818,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
819,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
820,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
821,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
822,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
823,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
824,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
825,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
826,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
828,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
829,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
830,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
831,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
832,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
833,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
834,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
835,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
836,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
837,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
838,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
839,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
840,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
841,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
842,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
843,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
844,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
845,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
846,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
847,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
848,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
849,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
850,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
851,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
852,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
853,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
854,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
855,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
856,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
857,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
858,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
859,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
860,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
861,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
862,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
863,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
864,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
865,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
866,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
867,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
868,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
869,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
870,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
871,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
872,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
873,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
874,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
875,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
876,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
877,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
878,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
879,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
880,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
881,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
882,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
883,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
884,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
885,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
886,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
887,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
888,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
889,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
890,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
891,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
892,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
893,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
894,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
895,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
896,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
897,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
898,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
899,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
900,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
901,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
902,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
903,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
904,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
905,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
906,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
907,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
908,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
909,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
910,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
911,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
912,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
913,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
915,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
916,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
918,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
919,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
920,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
921,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
922,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
923,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
924,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
925,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
926,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
927,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
928,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
929,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
930,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
931,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
932,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
933,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
934,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
935,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
936,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
937,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
938,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
939,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
940,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
941,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
942,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
943,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
944,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
945,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
946,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
947,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
948,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
949,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
950,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
951,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
952,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
953,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
954,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
955,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
956,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
957,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
958,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
959,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
960,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
961,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
962,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
963,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
964,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
965,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
966,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
967,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
968,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
969,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
970,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
971,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
972,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
973,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
974,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
975,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
976,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
977,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
978,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
979,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
980,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
981,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
982,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
983,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
984,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
985,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
986,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
987,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
988,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
989,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
990,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
991,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
992,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
993,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
994,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
995,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
996,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
997,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
998,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
999,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1000,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1001,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1002,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1003,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1004,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1005,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1006,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1007,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1008,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1009,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1010,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
1011,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1012,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1013,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1014,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1015,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1016,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1017,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1018,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1019,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1020,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1021,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1022,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1023,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1024,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1025,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1026,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1027,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1028,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1029,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1030,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1031,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1032,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1033,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1034,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1035,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1036,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1037,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1038,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1039,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1040,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1042,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1043,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1044,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1045,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1046,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1047,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1048,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1049,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1050,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1051,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1052,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1053,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1054,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1055,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1056,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1057,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1058,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1059,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1060,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1061,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1062,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1063,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1064,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1065,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1066,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1067,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1068,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1069,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1070,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1071,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1072,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1073,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1074,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Water
1075,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1076,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1077,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1078,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1079,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1080,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1081,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1082,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1083,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1084,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1085,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1086,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1087,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1088,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1089,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1090,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1091,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1092,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1093,Forest,Forest,Water,NULL,Water,Water,Water,Water
1094,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1095,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1096,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
