Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
16204,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
16205,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16206,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16207,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16208,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16209,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16210,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16211,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16212,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16213,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
16214,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16215,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
16216,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
16217,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16218,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16219,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16220,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
16221,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
16222,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
16223,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
16224,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16225,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16226,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16227,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
16228,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16229,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16231,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16232,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16233,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16234,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16235,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16236,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
16237,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16238,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16239,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
16240,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water,Grassland
16241,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16242,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16243,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
16244,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
16245,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16246,Forest,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16247,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
16248,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16249,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
16250,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16251,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
16252,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
16253,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
16254,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
16255,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
16256,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
16257,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16258,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16259,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16260,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16261,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16262,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16263,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16264,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16265,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
16266,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16267,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
16268,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16269,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16270,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16271,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16272,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
16273,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16274,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16275,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16276,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Water
16277,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16278,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16279,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
16280,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
16281,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16282,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
16283,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16284,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
16285,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16286,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16287,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16288,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16289,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
16290,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
16291,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
16292,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16293,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
16294,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16295,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16296,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16297,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16298,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
16299,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16300,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
16301,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16302,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
16303,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16304,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16305,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
16306,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16307,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
16308,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16309,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
16310,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
16311,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
16312,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
16313,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
16314,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16315,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16316,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
16317,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
16318,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
16319,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
16320,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
16321,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
16322,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
16323,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
16324,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
16325,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
16326,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
16327,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
16328,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
16329,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
16330,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
16331,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16332,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16333,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16334,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16335,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16336,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
16337,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
16338,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
16339,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
16340,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
16341,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
16342,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
16343,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
16344,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16345,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16346,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16347,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
16348,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16349,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16350,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16351,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16352,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
16353,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
16354,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
16355,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
16356,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16357,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16358,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
16359,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16360,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16361,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16362,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16363,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16364,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
16365,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16366,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
16367,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16368,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16369,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16370,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16371,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16372,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16373,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16374,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16375,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16376,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
16377,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
16378,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16379,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
16380,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16381,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
16382,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
16383,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16384,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
16385,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16386,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
16387,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
16388,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16389,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16390,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16391,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16392,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
16393,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
16394,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16395,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
16396,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
16397,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16398,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16399,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16400,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
16401,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16402,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16403,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16404,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16405,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
16406,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
16407,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
16408,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16409,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
16410,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
16411,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
16412,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
16413,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16414,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
16415,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
16416,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16417,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
16418,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16419,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16420,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
16421,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16422,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
16423,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16424,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
16425,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
16426,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
16427,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16428,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16429,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
16430,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
16431,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
16432,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
16433,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
16434,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
16435,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
16436,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16437,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
16438,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
16439,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
16440,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
16441,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16442,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
16443,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
16444,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
16445,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
16446,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
16447,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
16448,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
16449,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
16450,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
16451,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
16452,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
16453,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
16454,Forest,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
16455,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
16456,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16457,Forest,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Forest
16458,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
16459,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
16460,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
16461,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
16462,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
16463,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Grassland
16464,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Forest
16465,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Grassland
16466,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
16467,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
16468,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
16469,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
16470,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
16471,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
16472,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
16473,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
16474,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
16475,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
16476,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Grassland
16477,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
16478,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
16479,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
16480,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Grassland
16481,Forest,Wetland,Wetland,Water,Wetland,Forest,Grassland,Forest
16482,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
16483,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
16484,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
16485,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
16486,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Grassland
16487,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
16488,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16489,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
16490,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
16491,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16492,Forest,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16493,Forest,Wetland,Water,NULL,Water,NULL,Grassland,Forest
16494,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
16495,Forest,Wetland,Water,NULL,Water,NULL,Forest,Grassland
16496,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
16497,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
16498,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
16499,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
16500,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Forest
16501,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
16502,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
16503,Forest,Wetland,Water,NULL,Water,Water,Water,Water
16504,Forest,Wetland,Water,NULL,Water,Water,Forest,Grassland
16505,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
16506,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
16507,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
16508,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
16509,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
16510,Forest,Wetland,Water,Non_Water,Water,Shrubland,Grassland,Forest
16511,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
16512,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
16513,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
16514,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
16515,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
16516,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
16517,Forest,Wetland,Water,Non_Water,Water,Forest,Grassland,Forest
16518,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
16519,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
16520,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Water
16521,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
16522,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
16523,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Grassland
16524,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Grassland
16525,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
16526,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
16527,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
16528,Forest,Wetland,Water,Water,Water,Shrubland,Water,Grassland
16529,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
16530,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
16531,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
16532,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Water
16533,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Forest
16534,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
16535,Forest,Wetland,Water,Water,Water,Bareland,Forest,Forest
16536,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
16537,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
16538,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
16539,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
16540,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
16541,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
16542,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
16543,Forest,Wetland,Water,Water,Water,Water,Water,Water
16544,Forest,Wetland,Water,Water,Water,Water,Water,Forest
16545,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
16546,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Forest
16547,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
16548,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
16549,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
