Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDT_M_R
3024,Forest,Water,Water,NULL,Water,Wetland,Bareland,Water
3025,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
3026,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3027,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3028,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3029,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3030,Forest,Water,Water,NULL,Water,Bareland,Bareland,Water
3031,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
3032,Forest,Water,Water,NULL,Water,Bareland,Water,Water
3033,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3034,Forest,Water,Water,NULL,Water,Water,NULL,Water
3035,Forest,Water,Water,NULL,Water,Water,NULL,Forest
3036,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3037,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3038,Forest,Water,Water,NULL,Water,Water,Bareland,Grassland
3039,Forest,Water,Water,NULL,Water,Water,Bareland,Water
3040,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
3041,Forest,Water,Water,NULL,Water,Water,Water,Water
3042,Forest,Water,Water,NULL,Water,Water,Water,Forest
3043,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3044,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
3045,Forest,Water,Water,NULL,Water,Forest,Water,Water
3046,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3047,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3048,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
3049,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
3050,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3051,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3052,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3053,Forest,Water,Water,Non_Water,Water,Grassland,Bareland,Grassland
3054,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3055,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
3056,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3057,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
3058,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
3059,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3060,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3061,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3062,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3063,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
3064,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
3065,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
3066,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3067,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
3068,Forest,Water,Water,Non_Water,Water,Water,Bareland,Forest
3069,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3070,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3071,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3072,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3073,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
3074,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3075,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3076,Forest,Water,Water,Water,Water,NULL,NULL,Water
3077,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3078,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3079,Forest,Water,Water,Water,Water,NULL,Water,Forest
3080,Forest,Water,Water,Water,Water,Grassland,NULL,Grassland
3081,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3082,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
3083,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3084,Forest,Water,Water,Water,Water,Wetland,Bareland,Water
3085,Forest,Water,Water,Water,Water,Wetland,Bareland,Forest
3086,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3087,Forest,Water,Water,Water,Water,Wetland,Water,Water
3088,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3089,Forest,Water,Water,Water,Water,Bareland,NULL,Grassland
3090,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
3091,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
3092,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
3093,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
3094,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
3095,Forest,Water,Water,Water,Water,Bareland,Water,Water
3096,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3097,Forest,Water,Water,Water,Water,Bareland,Forest,Water
3098,Forest,Water,Water,Water,Water,Water,NULL,Water
3099,Forest,Water,Water,Water,Water,Water,NULL,Forest
3100,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3101,Forest,Water,Water,Water,Water,Water,Wetland,Water
3102,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3103,Forest,Water,Water,Water,Water,Water,Bareland,Grassland
3104,Forest,Water,Water,Water,Water,Water,Bareland,Water
3105,Forest,Water,Water,Water,Water,Water,Bareland,Forest
3106,Forest,Water,Water,Water,Water,Water,Water,Grassland
3107,Forest,Water,Water,Water,Water,Water,Water,Water
3108,Forest,Water,Water,Water,Water,Water,Water,Forest
3109,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3110,Forest,Water,Water,Water,Water,Forest,Water,Water
3111,Forest,Water,Water,Water,Water,Forest,Water,Forest
3112,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3113,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3114,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3115,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3116,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3117,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3118,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3119,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Water
3120,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3121,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3122,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3123,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3124,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3125,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3126,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3127,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3128,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3129,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3130,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3131,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3132,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3133,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3134,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3135,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3136,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3137,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3138,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3139,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3140,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3141,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3142,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
3143,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3144,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3145,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3146,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3147,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3148,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3149,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3150,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3151,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3152,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3153,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3154,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3155,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3156,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3157,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3158,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3159,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3160,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3161,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3162,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3163,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3164,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3165,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3166,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3167,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3168,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3169,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3170,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3171,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3172,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3173,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3174,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3175,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3176,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3177,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3178,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
3179,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3180,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3181,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3182,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3183,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3184,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3185,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3186,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3187,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3188,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3189,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3190,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3191,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3192,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
3193,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
3194,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3195,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3196,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3197,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
3198,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3199,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3200,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
3201,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3202,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3203,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3204,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3205,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
3206,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3207,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3208,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3209,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
3210,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3211,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3212,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
3213,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3214,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
3215,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3216,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3217,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3218,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3219,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3220,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3221,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3222,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3223,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3224,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
3225,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3226,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3227,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3228,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3229,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3230,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3231,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3232,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
3233,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
3234,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3235,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3236,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3237,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3238,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
3239,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3240,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3241,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3242,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
3243,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
3244,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3245,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3246,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
3247,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3248,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
3249,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3250,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3251,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3252,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
3253,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3254,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3255,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3256,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3257,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3258,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3259,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3260,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3261,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3262,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3263,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3264,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3265,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
3266,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3267,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3268,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3269,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3270,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3271,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3272,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3273,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3274,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3275,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3276,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3277,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
3278,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
3279,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3280,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3281,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
3282,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
3283,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3284,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3285,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3286,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3287,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3288,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
3289,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3290,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3291,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3294,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3295,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3296,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3297,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3298,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3299,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3300,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3301,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3302,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3303,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3304,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
3305,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3306,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3307,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3308,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3309,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3310,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3311,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3312,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3313,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3314,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3315,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3316,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
3317,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3318,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3319,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3320,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3321,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3322,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3323,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3324,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3325,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3326,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3327,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3328,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3329,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3330,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3331,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3332,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
3333,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3334,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3335,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
3336,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3337,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3338,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3339,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3340,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3341,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3342,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3343,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3344,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3345,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3346,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3347,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3348,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3349,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3350,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3351,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3352,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3353,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3354,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3355,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3356,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3357,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3358,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3359,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3360,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3361,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3362,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3363,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3364,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3365,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3366,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3367,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3368,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3369,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
3370,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3371,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3372,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3373,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3374,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3375,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
3376,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3377,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
3378,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3379,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3380,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3381,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3382,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Forest
3383,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3384,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3385,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3386,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3387,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3388,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
