Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLB_M_R
2546,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2547,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2548,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2549,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2550,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2551,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2552,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2553,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2554,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
2555,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2556,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2557,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2558,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2559,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2560,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2561,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2562,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2563,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2564,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2565,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2566,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2567,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2568,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2569,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2570,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2571,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2572,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2573,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2574,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2575,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2576,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2577,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2578,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2579,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2580,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2581,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2582,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2583,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2584,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2585,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2586,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2587,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2588,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2589,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2590,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2591,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2592,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2593,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2594,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2595,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2596,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2597,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2598,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2599,Water,Water,Water,NULL,Water,NULL,NULL,Water
2600,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2601,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2602,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2603,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2604,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2605,Water,Water,Water,Non_Water,Water,NULL,NULL,Built-up
2606,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2607,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2608,Water,Water,Water,Water,Water,NULL,NULL,NULL
2609,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2610,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2611,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2612,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2613,Water,Water,Water,Water,Water,NULL,NULL,Built-up
2614,Water,Water,Water,Water,Water,NULL,NULL,Water
2615,Water,Water,Water,Water,Water,NULL,NULL,Forest
2616,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2617,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2618,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2619,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2620,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2621,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2622,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2623,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2624,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2625,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2626,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2627,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2628,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2629,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2630,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2631,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2632,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2633,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2634,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2635,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2636,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2637,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2638,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2639,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2640,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2641,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2642,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2643,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2644,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2645,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2646,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2647,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2648,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2649,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2650,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2651,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2652,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2653,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2654,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2655,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2656,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2657,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2658,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2659,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2660,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2661,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2662,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2663,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
2664,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2665,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2666,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2667,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2668,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2669,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2670,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2671,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2672,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2673,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2674,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2675,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2676,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2677,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2678,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2680,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2681,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2682,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2683,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2684,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2685,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2686,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2687,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2688,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2689,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2690,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2691,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2692,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2693,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2694,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2695,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2696,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2697,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2698,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2699,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2700,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2701,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2702,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2703,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2704,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2705,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2706,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2707,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2708,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2709,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2710,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2711,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2712,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2713,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2714,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2715,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2716,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2717,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2718,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2719,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2720,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2721,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2722,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2723,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2724,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2725,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2726,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2727,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2728,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2729,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2730,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2731,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2732,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2733,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2734,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2735,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2736,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2737,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2738,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2739,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2740,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2741,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2742,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2743,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2744,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2745,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2746,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2747,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2748,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2749,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2750,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2751,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2752,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2753,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2754,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2755,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2756,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2757,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2758,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2759,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2760,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2761,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2762,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2763,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2764,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2765,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2766,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2767,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2768,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2769,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2770,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2771,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2772,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2773,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2774,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2775,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2776,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2777,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2778,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2779,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2780,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2781,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2782,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2783,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2784,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2785,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2786,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2787,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2788,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2789,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2790,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2791,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2792,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2793,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2794,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2795,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2796,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2797,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2798,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2799,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2800,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2801,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2802,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2803,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2804,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2805,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2806,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2807,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2808,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2809,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2810,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2811,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2812,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2813,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2814,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
2815,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2816,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2817,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2818,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2819,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2820,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2821,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2822,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2823,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2824,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2825,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2826,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2827,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2828,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2829,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2830,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2831,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2832,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2833,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2834,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2835,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2836,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2837,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2838,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2839,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2840,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2841,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2842,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2843,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2844,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2845,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2846,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2847,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2848,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2849,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2850,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2851,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2852,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2853,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
2854,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2855,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2856,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2857,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2858,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2859,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2860,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2861,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2862,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2863,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2864,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2865,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2867,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2868,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2869,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2870,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2871,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2872,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2873,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2874,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2875,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2876,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2877,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2878,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2879,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2880,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2881,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2882,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2883,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2884,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
