Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
2212,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2213,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2214,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2215,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2216,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2217,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2218,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2219,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2220,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2221,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2222,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2224,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2225,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2226,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2227,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2228,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2229,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2230,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2231,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2232,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2233,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2234,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2235,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2236,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2237,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2238,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2239,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2240,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2241,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2242,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2243,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2244,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2245,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2246,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2247,Water,Water,Water,NULL,Water,NULL,NULL,NULL
2248,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2249,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
2250,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2251,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2252,Water,Water,Water,NULL,Water,NULL,NULL,Water
2253,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2254,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
2255,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2256,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2257,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2258,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2259,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2260,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2261,Water,Water,Water,Water,Water,NULL,NULL,NULL
2262,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2263,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2264,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2265,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2266,Water,Water,Water,Water,Water,NULL,NULL,Water
2267,Water,Water,Water,Water,Water,NULL,NULL,Forest
2268,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2269,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2270,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2271,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2272,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2273,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2274,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2275,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2276,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2277,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2278,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2281,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2282,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2283,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2284,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2285,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2286,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2287,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2288,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2289,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2290,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2291,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2292,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2293,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2294,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2295,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2296,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2297,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2298,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2299,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2300,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2301,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2302,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2303,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2304,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2305,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2306,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2307,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2308,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2309,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2310,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2311,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2312,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2313,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2314,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2315,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2316,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2317,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2318,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2319,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2320,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2321,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2322,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2323,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2324,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2325,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2326,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2327,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2328,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2329,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2330,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2331,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2332,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2333,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2334,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2335,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2336,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2337,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2338,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2339,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2341,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2342,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2343,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2344,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2345,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2346,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2347,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2348,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2349,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2351,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2352,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2353,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2354,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2355,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2356,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2357,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2358,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2359,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2360,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2361,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2362,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2363,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2364,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2365,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2366,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2367,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2368,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2369,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2373,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2374,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2375,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2376,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2377,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2378,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2379,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2380,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2381,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2382,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2383,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2384,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2385,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2386,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2387,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2388,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2389,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2390,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2391,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2392,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2393,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2394,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2395,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2396,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2397,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2398,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2399,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2400,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2401,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2402,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2403,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2404,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2405,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2406,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2407,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2408,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2409,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2410,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2411,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2412,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2413,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2414,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2415,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2416,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2417,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2418,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2419,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2420,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2421,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2422,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2423,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2424,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2425,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2426,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2427,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2428,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2429,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2430,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2431,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2432,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2433,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2434,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2435,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2436,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2437,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2438,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2439,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2440,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2441,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2442,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2443,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2444,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2446,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2448,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2449,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2450,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2451,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2452,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2453,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2454,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2455,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2456,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2457,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2458,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2459,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2460,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2461,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2462,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2463,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2464,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2465,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2466,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2467,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2468,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2469,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2470,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2471,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2472,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2473,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2474,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2475,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2476,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2477,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2478,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2479,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2480,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2481,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2482,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2483,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2484,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2485,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2486,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2487,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2488,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2489,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2490,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2491,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2492,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2493,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2494,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2495,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2496,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2497,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2498,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2499,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2500,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2501,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2502,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2503,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2504,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2505,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2506,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2507,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2508,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2509,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2510,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2511,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2512,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2513,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2514,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2515,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2516,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2517,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2518,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2519,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2520,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2521,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2522,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2523,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2524,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2525,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2526,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2527,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2528,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2529,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2530,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2531,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2532,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2533,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2534,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2535,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2536,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2537,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2538,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2539,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2540,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2541,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2542,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2543,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2544,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2545,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2546,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2547,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2549,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2550,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2551,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2552,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2553,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2554,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2555,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2557,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2558,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
