Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUR_M_R
864,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
865,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
866,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
867,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
868,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
869,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
870,Cropland,Water,Shrubland,Water,Non_Wetland,Water
871,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
872,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
873,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
874,Cropland,Water,Cropland,NULL,Non_Wetland,Water
875,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
876,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
877,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
878,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
879,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
880,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
881,Cropland,Water,Cropland,Water,Non_Wetland,Water
882,Cropland,Water,Cropland,Water,Non_Wetland,Forest
883,Cropland,Water,Wetland,NULL,Wetland,Forest
884,Cropland,Water,Wetland,Non_Water,Wetland,Water
885,Cropland,Water,Wetland,Non_Water,Wetland,Forest
886,Cropland,Water,Wetland,Water,Wetland,Water
887,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
888,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
889,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
890,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
891,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
892,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
893,Cropland,Water,Bareland,Water,Non_Wetland,Water
894,Cropland,Water,Water,NULL,Water,Water
895,Cropland,Water,Water,NULL,Water,Forest
896,Cropland,Water,Water,Non_Water,Water,Water
897,Cropland,Water,Water,Non_Water,Water,Forest
898,Cropland,Water,Water,Water,Water,Bareland
899,Cropland,Water,Water,Water,Water,Water
900,Cropland,Water,Water,Water,Water,Forest
901,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
902,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
903,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
904,Cropland,Water,Forest,NULL,Non_Wetland,Water
905,Cropland,Water,Forest,NULL,Non_Wetland,Forest
906,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
907,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
908,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
909,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
910,Cropland,Water,Forest,Water,Non_Wetland,Grassland
911,Cropland,Water,Forest,Water,Non_Wetland,Water
912,Cropland,Water,Forest,Water,Non_Wetland,Forest
913,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
914,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
915,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
916,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
917,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
918,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
919,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
920,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
921,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
922,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
923,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
924,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
925,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
926,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
927,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
928,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
929,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
930,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
931,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
932,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
933,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
934,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
935,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
936,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
937,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
938,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
939,Cropland,Forest,Cropland,Water,Non_Wetland,Water
940,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
941,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
942,Cropland,Forest,Wetland,Non_Water,Wetland,Water
943,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
944,Cropland,Forest,Wetland,Water,Wetland,Grassland
945,Cropland,Forest,Wetland,Water,Wetland,Cropland
946,Cropland,Forest,Wetland,Water,Wetland,Water
947,Cropland,Forest,Wetland,Water,Wetland,Forest
948,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
949,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
950,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
951,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
952,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
953,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
954,Cropland,Forest,Bareland,Water,Non_Wetland,Water
955,Cropland,Forest,Water,NULL,Water,Grassland
956,Cropland,Forest,Water,NULL,Water,Water
957,Cropland,Forest,Water,Non_Water,Water,Grassland
958,Cropland,Forest,Water,Non_Water,Water,Cropland
959,Cropland,Forest,Water,Non_Water,Water,Water
960,Cropland,Forest,Water,Non_Water,Water,Forest
961,Cropland,Forest,Water,Water,Water,Grassland
962,Cropland,Forest,Water,Water,Water,Water
963,Cropland,Forest,Water,Water,Water,Forest
964,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
965,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
966,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
967,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
968,Cropland,Forest,Forest,NULL,Non_Wetland,Water
969,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
970,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
971,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
972,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
973,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
974,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
975,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
976,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
977,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
978,Cropland,Forest,Forest,Water,Non_Wetland,Water
979,Cropland,Forest,Forest,Water,Non_Wetland,Forest
980,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
981,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
982,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
983,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
984,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
985,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
986,Wetland,NULL,Cropland,Water,Non_Wetland,Water
987,Wetland,NULL,Wetland,Non_Water,Wetland,Water
988,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
989,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
990,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
991,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
992,Wetland,NULL,Bareland,Water,Non_Wetland,Water
993,Wetland,NULL,Water,Water,Water,Water
994,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
995,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
996,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
997,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
998,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
999,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1000,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1001,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1002,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1003,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1004,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1005,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1006,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1007,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1008,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1009,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1010,Wetland,Wetland,Wetland,Water,Wetland,Water
1011,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1012,Wetland,Bareland,Cropland,Water,Non_Wetland,Water
1013,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1014,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1015,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1016,Wetland,Bareland,Water,Water,Water,Grassland
1017,Wetland,Bareland,Water,Water,Water,Water
1018,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1019,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1020,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1021,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1022,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1023,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1024,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1025,Wetland,Water,Cropland,Water,Non_Wetland,Water
1026,Wetland,Water,Wetland,Water,Wetland,Water
1027,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1028,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1029,Wetland,Water,Water,Water,Water,Water
1030,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1031,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1032,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1033,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1034,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1035,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1036,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1037,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1038,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1039,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1040,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1046,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1047,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1048,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1049,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1050,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1051,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1052,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1053,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1054,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1055,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1056,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1057,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1058,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1059,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1060,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1061,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1062,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1063,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1064,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1065,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1066,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1067,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1068,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1069,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1070,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1071,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1072,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1073,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1074,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1075,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1076,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1077,Bareland,NULL,Wetland,Water,Wetland,Bareland
1078,Bareland,NULL,Wetland,Water,Wetland,Water
1079,Bareland,NULL,Wetland,Water,Wetland,Forest
1080,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1081,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1082,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1083,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1084,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1085,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1086,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1087,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1088,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1089,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1090,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1091,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1092,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1093,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1094,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1095,Bareland,NULL,Water,NULL,Water,Water
1096,Bareland,NULL,Water,Non_Water,Water,Water
1097,Bareland,NULL,Water,Non_Water,Water,Forest
1098,Bareland,NULL,Water,Water,Water,Water
1099,Bareland,NULL,Water,Water,Water,Forest
1100,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1101,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1102,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1103,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1104,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1105,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1106,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1107,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1108,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1109,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1110,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1111,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1112,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1113,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1114,Bareland,NULL,Forest,Water,Non_Wetland,Water
1115,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1116,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1117,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1118,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1119,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1120,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1121,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1122,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1123,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1124,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1125,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1126,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1127,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1128,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1129,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1130,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1131,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1132,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1133,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1134,Bareland,Cropland,Water,Water,Water,Forest
1135,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1136,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1137,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1138,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1139,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1140,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1141,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1142,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1143,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1144,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1145,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1146,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1147,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1148,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1149,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1150,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1151,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1152,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1153,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1154,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1155,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1156,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1157,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1158,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1159,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1160,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1161,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1162,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1163,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1164,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1165,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1166,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1167,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1168,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1169,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1170,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1171,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1172,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1173,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1174,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1175,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1176,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1177,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1178,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1179,Bareland,Bareland,Wetland,NULL,Wetland,Water
1180,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1181,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1182,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1183,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1184,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1185,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1186,Bareland,Bareland,Wetland,Water,Wetland,Water
1187,Bareland,Bareland,Wetland,Water,Wetland,Forest
1188,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1189,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1190,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1191,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1192,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1193,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1194,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1195,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1196,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1197,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1198,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1199,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1200,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1201,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1202,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1203,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1204,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1205,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1206,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1207,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1208,Bareland,Bareland,Water,NULL,Water,Grassland
1209,Bareland,Bareland,Water,NULL,Water,Bareland
1210,Bareland,Bareland,Water,NULL,Water,Water
1211,Bareland,Bareland,Water,NULL,Water,Forest
1212,Bareland,Bareland,Water,Non_Water,Water,Grassland
1213,Bareland,Bareland,Water,Non_Water,Water,Cropland
1214,Bareland,Bareland,Water,Non_Water,Water,Bareland
1215,Bareland,Bareland,Water,Non_Water,Water,Water
1216,Bareland,Bareland,Water,Non_Water,Water,Forest
1217,Bareland,Bareland,Water,Water,Water,Grassland
1218,Bareland,Bareland,Water,Water,Water,Cropland
1219,Bareland,Bareland,Water,Water,Water,Bareland
1220,Bareland,Bareland,Water,Water,Water,Water
1221,Bareland,Bareland,Water,Water,Water,Forest
1222,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1223,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1224,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1225,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1226,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1227,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1228,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1229,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1230,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1231,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1232,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1233,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1234,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1235,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1236,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1237,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1238,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1239,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1240,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1241,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1242,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1243,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1244,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1245,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1246,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1247,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1248,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1249,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1250,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1251,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1252,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1253,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1254,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1255,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1256,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1257,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1258,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1259,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1260,Bareland,Built-up,Water,NULL,Water,Water
1261,Bareland,Built-up,Water,Non_Water,Water,Bareland
1262,Bareland,Built-up,Water,Water,Water,Water
1263,Bareland,Built-up,Water,Water,Water,Forest
1264,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1265,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1266,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1267,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1268,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1269,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1270,Bareland,Built-up,Forest,Water,Non_Wetland,Forest
1271,Bareland,Water,NULL,Water,Non_Wetland,Water
1272,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1273,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1274,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1275,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1276,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1277,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1278,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1279,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1280,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1281,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1282,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1283,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1284,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1285,Bareland,Water,Grassland,Water,Non_Wetland,Water
1286,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
