Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
8371,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8372,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
8373,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8374,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8375,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
8376,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8377,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8378,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,NULL
8379,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
8380,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
8381,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8382,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8383,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8384,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
8385,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8386,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
8387,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
8388,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
8389,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Water
8390,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
8391,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
8392,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
8393,Forest,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
8394,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8395,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
8396,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8397,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
8398,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8399,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8400,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8401,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8402,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8403,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8404,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8405,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8406,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
8407,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8408,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8409,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8410,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8411,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8412,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8413,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
8414,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8415,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8416,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8417,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
8418,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
8419,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
8420,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8421,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8422,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8423,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8424,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8425,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8426,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8427,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8428,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8429,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8430,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8431,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
8432,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8433,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
8434,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8435,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8436,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8437,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8438,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8439,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8440,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8441,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
8442,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8443,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
8444,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
8445,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8446,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8447,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8448,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8449,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
8450,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
8451,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
8452,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
8453,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
8454,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
8455,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8456,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8457,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8458,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
8459,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8460,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
8461,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8462,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
8463,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
8464,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
8465,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
8466,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
8467,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
8468,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
8469,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
8470,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8471,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8472,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Water
8473,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
8474,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
8475,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
8476,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
8477,Forest,NULL,Water,NULL,Water,Shrubland,Bareland,Forest
8478,Forest,NULL,Water,NULL,Water,Shrubland,Water,NULL
8479,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
8480,Forest,NULL,Water,NULL,Water,Shrubland,Water,Water
8481,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
8482,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
8483,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
8484,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8485,Forest,NULL,Water,NULL,Water,Grassland,NULL,Water
8486,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
8487,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
8488,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
8489,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8490,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
8491,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
8492,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
8493,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
8494,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
8495,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
8496,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
8497,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
8498,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8499,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
8500,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
8501,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
8502,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
8503,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
8504,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
8505,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
8506,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
8507,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8508,Forest,NULL,Water,NULL,Water,Bareland,Wetland,NULL
8509,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
8510,Forest,NULL,Water,NULL,Water,Bareland,Bareland,NULL
8511,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
8512,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
8513,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
8514,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
8515,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
8516,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
8517,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
8518,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
8519,Forest,NULL,Water,NULL,Water,Bareland,Forest,NULL
8520,Forest,NULL,Water,NULL,Water,Bareland,Forest,Bareland
8521,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
8522,Forest,NULL,Water,NULL,Water,Water,Shrubland,Water
8523,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
8524,Forest,NULL,Water,NULL,Water,Water,Water,Water
8525,Forest,NULL,Water,NULL,Water,Water,Water,Forest
8526,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Bareland
8527,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
8528,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
8529,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
8530,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
8531,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
8532,Forest,NULL,Water,NULL,Water,Forest,Forest,Water
8533,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
8534,Forest,NULL,Water,Non_Water,Water,NULL,Shrubland,Forest
8535,Forest,NULL,Water,Non_Water,Water,NULL,Water,Bareland
8536,Forest,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
8537,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
8538,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
8539,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
8540,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Water
8541,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
8542,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
8543,Forest,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
8544,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
8545,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Forest
8546,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
8547,Forest,NULL,Water,Non_Water,Water,Wetland,Water,NULL
8548,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
8549,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,NULL
8550,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
8551,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
8552,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
8553,Forest,NULL,Water,Non_Water,Water,Bareland,Water,NULL
8554,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
8555,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
8556,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
8557,Forest,NULL,Water,Non_Water,Water,Water,Forest,Water
8558,Forest,NULL,Water,Non_Water,Water,Forest,Water,Forest
8559,Forest,NULL,Water,Non_Water,Water,Forest,Forest,Forest
8560,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
8561,Forest,NULL,Water,Water,Water,NULL,Forest,Water
8562,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
8563,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
8564,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
8565,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
8566,Forest,NULL,Water,Water,Water,Shrubland,Water,NULL
8567,Forest,NULL,Water,Water,Water,Shrubland,Water,Water
8568,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
8569,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
8570,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
8571,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
8572,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
8573,Forest,NULL,Water,Water,Water,Bareland,Shrubland,NULL
8574,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Forest
8575,Forest,NULL,Water,Water,Water,Bareland,Water,Water
8576,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
8577,Forest,NULL,Water,Water,Water,Bareland,Forest,Water
8578,Forest,NULL,Water,Water,Water,Water,Water,Water
8579,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
8580,Forest,NULL,Water,Water,Water,Forest,Grassland,Forest
8581,Forest,NULL,Water,Water,Water,Forest,Water,Forest
8582,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
8583,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8584,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8585,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8586,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8587,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8588,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8589,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8590,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
8591,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
8592,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8593,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8594,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8595,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8596,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8597,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8598,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8599,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8600,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8601,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8602,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
8603,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8604,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8605,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8606,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8608,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8609,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8610,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8611,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8612,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8613,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8614,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8615,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8616,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8617,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8618,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8619,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8620,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8621,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8622,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8623,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8624,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8625,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8626,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8627,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8628,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8629,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8630,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8631,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8632,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
8633,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8634,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8635,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8636,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8637,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8638,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
8639,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
8640,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
8641,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
8664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
8665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
8670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8671,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
8681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
8686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8687,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8690,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8691,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
8692,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8693,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8694,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8695,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8696,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8697,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8698,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8699,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8700,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8701,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8702,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8703,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8704,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8705,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8706,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8707,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8708,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8709,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8710,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8711,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8712,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8713,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8714,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8715,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8716,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8717,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
