Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPV_M_R
11610,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
11611,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11612,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11613,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11614,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11615,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11616,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11617,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
11618,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11619,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11620,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11621,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
11622,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
11623,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Forest
11624,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11625,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
11626,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
11627,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,NULL
11628,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
11629,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
11630,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
11631,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
11632,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
11633,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
11634,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
11635,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
11636,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
11637,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
11638,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
11639,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
11640,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
11641,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
11642,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
11643,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
11644,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
11645,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
11646,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11647,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
11648,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
11649,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
11650,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11651,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11652,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11653,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11654,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11655,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11656,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11658,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11659,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11660,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11661,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11662,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11663,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11664,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11665,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11666,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11667,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11668,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11669,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11670,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11671,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11672,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11673,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11674,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11675,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11676,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11677,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11678,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11679,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
11680,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11681,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11682,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11683,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11684,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
11685,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11686,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11687,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11688,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11689,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11690,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11691,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
11692,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
11693,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11694,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11695,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11696,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11697,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11698,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11699,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11700,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11701,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11702,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11703,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11704,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11705,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11706,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11707,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11708,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11709,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11710,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11711,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11712,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11713,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11714,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11715,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
11716,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11725,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11726,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11734,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11735,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11746,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11747,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
11748,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11749,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11750,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11751,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11752,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
11753,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11754,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11755,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11756,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
11757,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11758,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11759,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11760,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11761,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11762,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11763,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11764,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11765,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11766,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11767,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11768,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11769,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11770,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
11771,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11772,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11773,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11774,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11775,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11776,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11777,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11778,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11779,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11780,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11781,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11782,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11783,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11784,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11785,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11786,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11787,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11788,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11789,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11790,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
11791,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11792,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11793,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11794,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11795,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11796,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11797,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11798,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11799,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11800,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11801,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11802,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11803,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11804,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11805,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11806,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11807,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11808,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11809,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11810,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11811,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11812,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11813,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11814,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11815,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11816,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11817,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11818,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11819,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11820,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11821,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11822,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11823,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11824,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11825,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11826,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11827,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11828,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11829,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11830,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11831,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11832,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11833,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11834,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11835,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11836,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11837,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11838,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11839,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11840,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11841,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11842,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11843,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11844,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11845,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11846,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11847,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11848,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11849,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11850,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11851,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11852,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11853,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11854,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11855,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
11856,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11857,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11858,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11859,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11860,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11861,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11862,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11863,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11864,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11865,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11866,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11867,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11868,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11869,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11870,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11871,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11872,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11873,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11874,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11875,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11876,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11877,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11878,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11879,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11880,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11881,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11882,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11883,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11885,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11886,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11887,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11888,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11891,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11892,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11893,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11894,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
11895,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11896,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
11897,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11898,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11899,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11900,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
11901,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11902,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11903,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11904,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11905,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11906,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11907,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
11908,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11909,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11910,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11911,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11912,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11913,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11914,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11915,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11916,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11917,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11918,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11919,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11920,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11921,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11922,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11923,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11924,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11925,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11926,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11927,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11928,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11929,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11930,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
