Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYT_M_R
1531,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1532,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1533,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1534,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1535,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1536,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1537,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1538,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1539,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1540,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1541,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1542,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1543,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1544,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1545,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1546,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1547,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1548,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1549,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1550,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1551,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
1552,Forest,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1553,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1554,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1555,Forest,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1556,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
1557,Forest,Bareland,Water,Water,Water,Water,Water,Water
1558,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1559,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1560,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1561,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1562,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1563,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1564,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1565,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1566,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1567,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1568,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1569,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1570,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1571,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1572,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1573,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1574,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1575,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1576,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1577,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1578,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1580,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1582,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1583,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1584,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1585,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1586,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1587,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1588,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1589,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1590,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1591,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1592,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1593,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1594,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1595,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1596,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1597,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1598,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1599,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1600,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1601,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1602,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1603,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1604,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1605,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1606,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1607,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1608,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1609,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
1610,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1611,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1612,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1613,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1614,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1615,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1616,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1617,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1618,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1619,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1620,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1622,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1623,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1624,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1625,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1626,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1627,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1628,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1629,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1630,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1631,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1632,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1633,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1634,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1635,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1636,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1637,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1638,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1639,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1640,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1641,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1642,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1643,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
1644,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1645,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1646,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1647,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1648,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1649,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1651,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1652,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1653,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1654,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1655,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1656,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1657,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1658,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1659,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1660,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1661,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1662,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1663,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1664,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1665,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1666,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1667,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1668,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1669,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1670,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1671,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1672,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1673,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1674,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1675,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1676,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1677,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
1678,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1679,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
1680,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1681,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1682,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1683,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1684,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1685,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1686,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1687,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1688,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1689,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1690,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1691,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1692,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1693,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1694,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1695,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1696,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1697,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1698,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1699,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1700,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1701,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1702,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1703,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1704,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1705,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1706,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1707,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1708,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1709,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1710,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1711,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1712,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1713,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1714,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1715,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1716,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1717,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1718,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1719,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1720,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1721,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1722,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1723,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1724,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1725,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1726,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1727,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1728,Forest,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Water
1729,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
1730,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1731,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1732,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1733,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1734,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1735,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1736,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1737,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1738,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1739,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1740,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1741,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
1742,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1743,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1744,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1745,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1746,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1747,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1748,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1749,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1750,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1751,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1752,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1753,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1754,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1755,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1756,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1757,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1758,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1759,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1760,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1761,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1762,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1763,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1764,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1765,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1766,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1767,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1768,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1769,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1770,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1771,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1772,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1773,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1774,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1775,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1776,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1777,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1778,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1779,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1780,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1781,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1782,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1783,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1784,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1785,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1786,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1787,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1788,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1789,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1790,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1791,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1792,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1793,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1794,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1795,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1796,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1797,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1798,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1799,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1800,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1801,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
1802,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1803,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1804,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1805,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1806,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1807,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1808,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1809,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1810,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1811,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1812,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1813,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1814,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1815,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1816,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1817,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1818,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1819,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1820,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1821,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1822,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1823,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1824,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Water
1825,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
1826,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
1827,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1828,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
1829,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
1830,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1831,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1832,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1833,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1834,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1835,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
1836,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1837,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1838,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1839,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1840,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1841,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1842,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1843,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1844,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
1845,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1846,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1847,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1848,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1849,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1850,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1851,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
1852,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1853,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1854,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1855,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1856,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1857,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1858,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1859,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1860,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1861,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1862,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
1863,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1864,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1865,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1866,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1867,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
1868,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1869,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1870,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1871,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1872,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1873,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1874,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1875,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1876,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1877,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1878,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1879,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1880,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1881,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1882,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
