Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
17594,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
17596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
17597,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17599,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17600,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17601,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
17602,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
17603,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17604,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
17605,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
17606,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
17607,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17608,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17609,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
17610,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17611,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17612,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17613,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
17614,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
17618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
17620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
17622,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
17623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
17624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
17625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
17626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
17627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
17629,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17630,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
17631,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
17632,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
17633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
17634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
17635,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
17636,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
17637,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
17638,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17639,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
17640,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17641,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
17642,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
17643,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
17644,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
17645,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17646,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
17647,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
17648,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
17649,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
17650,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
17651,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
17652,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
17653,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
17654,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Built-up
17655,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
17656,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
17657,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17658,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
17659,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
17660,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
17661,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
17662,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17663,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
17664,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
17665,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
17666,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
17667,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
17668,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
17669,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
17670,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
17671,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
17672,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
17673,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
17674,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
17675,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
17676,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
17677,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
17678,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,NULL
17679,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Water
17680,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,NULL
17681,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
17682,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17683,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
17684,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17685,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
17686,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17687,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17688,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
17689,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
17690,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
17691,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
17692,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
17693,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
17694,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17695,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17696,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
17697,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17698,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17699,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17700,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17701,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17702,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17703,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17704,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17705,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
17707,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
17709,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17710,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17711,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17712,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17713,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17714,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
17715,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17716,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17717,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
17718,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
17719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
17720,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17721,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
17722,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
17723,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
17724,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
17725,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
17726,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17727,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
17728,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
17729,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
17730,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17731,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17732,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
17733,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
17734,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
17735,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
17736,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17737,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17738,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
17739,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17740,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17741,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17742,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17743,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17744,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
17745,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17746,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
17747,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
17748,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Cropland
17749,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17750,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17751,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17752,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17753,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
17754,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17755,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17756,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17757,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17758,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17759,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
17760,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
17761,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
17762,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
17763,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17764,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
17765,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17766,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
17767,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
17768,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
17769,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17770,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
17771,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17772,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
17773,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
17774,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
17775,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17776,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
17777,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17778,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
17779,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
17780,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
17781,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17782,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
17783,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17784,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
17785,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17786,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17787,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17788,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17789,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
17790,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
17791,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
17792,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
17793,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17794,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17795,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17796,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
17797,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17798,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
17799,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17800,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17801,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17802,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17803,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
17804,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
17805,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17806,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
17807,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17808,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
17809,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
17810,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
17811,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17812,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17813,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17814,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
17815,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17816,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
17817,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
17818,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
17819,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17820,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17821,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17822,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
17823,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
17824,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
17825,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17826,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17827,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17828,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17829,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
17830,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
17831,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17832,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
17833,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17834,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17835,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
17836,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
17837,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17838,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
17839,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
17840,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
17841,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
17842,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
17843,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
17844,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17845,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
17846,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
17847,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
17848,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
17849,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
17850,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
17851,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
17852,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
17853,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
17854,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
17855,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
17856,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17857,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
17858,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
17859,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
17860,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17861,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
17862,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17863,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
17864,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
17865,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17866,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
17867,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17868,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
17869,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17870,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
17871,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17872,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
17873,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17874,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
17875,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
17876,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
17877,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
17878,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17879,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
17880,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
17881,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
17882,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
17883,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
17884,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
17885,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
17886,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
17887,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
17888,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
17889,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
17890,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17891,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
17892,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17893,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
17894,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
17895,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
17896,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
17897,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
17898,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
17899,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
17900,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
17901,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
17902,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
17903,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
17904,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17905,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
17906,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
17907,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
17908,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17909,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
17910,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17911,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
17912,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
17913,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
