Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
15022,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15023,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15024,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15025,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15026,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15027,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15028,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
15029,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15030,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15031,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
15032,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15033,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15034,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15035,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15036,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15037,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15038,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15039,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15040,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
15041,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
15042,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15043,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15044,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15045,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15046,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
15047,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
15048,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
15049,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
15050,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15051,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
15052,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
15053,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15054,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
15055,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15056,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
15057,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
15058,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
15059,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
15060,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
15061,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
15062,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
15063,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15064,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
15065,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
15066,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15067,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15068,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15069,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15070,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
15071,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15072,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15073,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15074,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15075,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
15076,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15077,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15078,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
15079,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
15080,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15081,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
15082,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
15083,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
15084,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15085,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15086,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15087,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15088,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15089,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15090,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15091,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15092,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15093,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15094,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15095,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15096,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15097,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15098,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15099,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15100,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15101,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15102,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
15103,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15104,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15105,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15106,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15107,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15108,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15109,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15110,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
15111,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15112,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
15113,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15114,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
15115,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15116,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15117,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15118,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
15119,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15120,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15121,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15122,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15123,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15124,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15125,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15126,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
15127,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15128,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15129,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15130,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
15131,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
15132,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15133,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
15134,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
15135,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
15136,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
15137,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15138,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15139,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
15140,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
15141,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15142,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
15143,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
15144,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
15145,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
15146,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15147,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
15148,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
15149,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
15150,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15151,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
15152,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15153,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
15154,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
15155,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15156,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
15157,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15158,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15159,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15160,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
15161,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
15162,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
15163,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15164,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
15165,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
15166,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
15167,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
15168,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
15169,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
15170,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
15171,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
15172,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15173,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15174,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15175,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15176,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15177,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15178,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15179,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15180,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15181,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15182,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15183,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15184,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15185,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15186,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15187,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
15188,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15189,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
15190,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
15191,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15192,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15193,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
15194,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15195,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15196,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15197,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15198,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15199,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15200,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15201,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15202,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15203,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15204,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
15205,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15206,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15207,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15208,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15209,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15210,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15211,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15212,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15213,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15214,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15215,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15216,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15217,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15218,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15219,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15220,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
15221,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
15222,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
15223,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
15224,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15225,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Bareland
15226,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15227,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15228,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15229,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
15230,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15231,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
15232,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15233,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
15234,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15235,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15236,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15237,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
15238,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15239,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15240,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
15241,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15242,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
15243,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
15244,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
15245,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15246,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
15247,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15248,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15249,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
15250,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15251,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15252,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
15253,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
15254,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
15255,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
15256,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
15257,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
15258,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
15259,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15260,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
15261,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
15262,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
15263,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
15264,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
15265,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
15266,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
15267,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
15268,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
15269,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15270,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
15271,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
15272,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
15273,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
15274,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
15275,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
15276,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
15277,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
15278,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
15279,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15280,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
15281,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
15282,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
15283,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
15284,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
15285,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15286,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
15287,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
15288,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
15289,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
15290,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
15291,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
15292,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Grassland
15293,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
15294,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
15295,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
15296,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Water
15297,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Forest
15298,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,NULL
15299,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
15300,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
15301,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
15302,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
15303,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
15304,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
15305,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
15306,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
15307,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
15308,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15309,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
15310,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15311,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15312,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15313,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15314,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15315,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15316,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15317,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15318,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15319,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
15320,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
15321,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15322,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15323,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15324,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
15325,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15326,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15327,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
15328,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15329,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15330,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
15331,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15332,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
15333,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15334,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
15335,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
15336,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
15337,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15338,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15339,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
15340,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
15341,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15342,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
15343,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15344,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
15345,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
15346,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15347,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15348,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
15349,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15350,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
