Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
8512,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
8513,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
8514,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8515,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
8516,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
8517,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8518,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8519,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8520,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8521,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8522,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8523,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8524,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8525,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8526,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8527,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
8528,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8529,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Wetland
8530,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8531,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8532,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8533,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8534,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8535,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8536,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8537,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8538,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8539,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8540,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8541,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8542,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8543,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8544,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8545,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8546,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8547,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8548,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8549,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8550,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8551,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8552,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8553,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8554,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8555,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8556,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8557,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8558,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8559,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8560,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8561,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8562,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8563,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8564,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8565,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8566,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8567,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8568,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8569,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8570,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8571,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8572,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8573,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8574,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8575,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8576,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8577,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8578,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8579,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8580,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8581,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8582,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8583,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8584,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8585,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8586,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8587,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8588,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8589,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
8590,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8591,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
8592,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8593,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8594,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8595,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8596,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8597,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8598,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
8599,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8600,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8601,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
8602,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
8603,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8604,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8605,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8606,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8607,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8608,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8609,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8610,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8611,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8612,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8613,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8614,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8615,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
8616,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
8617,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8618,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8619,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8620,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
8621,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8622,Forest,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
8623,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
8624,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8625,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
8626,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8627,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8628,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8629,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8630,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8631,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
8632,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8633,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8634,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8635,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
8636,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
8637,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8638,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8639,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
8640,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
8641,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
8642,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8643,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8644,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8645,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8646,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8647,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
8648,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8649,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8650,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
8651,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
8652,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8653,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8654,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8655,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
8656,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
8657,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8658,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8659,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8660,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8661,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8662,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
8663,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
8664,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
8665,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
8666,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8667,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8668,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8669,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
8670,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8671,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8672,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8673,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8674,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8675,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8676,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
8677,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8678,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
8679,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8680,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8681,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8682,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8683,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
8684,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8685,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
8686,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8687,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8688,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8689,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
8690,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8691,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8692,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8693,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8694,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
8695,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
8696,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8697,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
8698,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
8699,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
8700,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
8701,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
8702,Forest,NULL,Wetland,Water,Wetland,Forest,Water,Forest
8703,Forest,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
8704,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
8705,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
8706,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Wetland
8707,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
8708,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8709,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8710,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8711,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8712,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8713,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
8714,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8715,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
8716,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
8717,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
8718,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
8719,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8720,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
8721,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8722,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8723,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8724,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
8725,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8726,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
8727,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8728,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8729,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8730,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
8731,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8732,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8733,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8734,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8735,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Wetland
8736,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
8737,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8738,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8739,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
8740,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8741,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8742,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8743,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8744,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8745,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
8746,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8747,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8748,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8749,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8750,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8751,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8752,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8753,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8754,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
8755,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8756,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
8757,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
8758,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
8759,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8760,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8761,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8762,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8763,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8764,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8765,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
8766,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8767,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8768,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8769,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8770,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8771,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8772,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8773,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
8774,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8775,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
8776,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8777,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8778,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8779,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8780,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8781,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8782,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8783,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8784,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8785,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8786,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8787,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8788,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8789,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8790,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8791,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8792,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8793,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8794,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8795,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8796,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8797,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8798,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8799,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8800,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
8801,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8802,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8803,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8804,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8805,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8806,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8807,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8808,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8809,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
8810,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
8811,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
8812,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
8813,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8814,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
8815,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
8816,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
8817,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8818,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8819,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8820,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
8821,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
8822,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
8823,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
8824,Forest,NULL,Water,NULL,Water,NULL,Forest,Wetland
8825,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
8826,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
8827,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
8828,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
8829,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
8830,Forest,NULL,Water,NULL,Water,Wetland,NULL,Water
8831,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
8832,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
8833,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
8834,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
8835,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
8836,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
8837,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
8838,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
8839,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
8840,Forest,NULL,Water,NULL,Water,Forest,Forest,Wetland
8841,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
8842,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
8843,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
8844,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
8845,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
8846,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
8847,Forest,NULL,Water,Non_Water,Water,Water,Forest,Wetland
8848,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Forest
