Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
1539,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1540,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1541,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1542,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1543,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1544,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1545,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1546,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1547,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1548,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1549,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1550,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1551,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1552,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1553,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1554,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1555,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1556,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1557,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1558,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1559,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1560,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1561,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1562,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1563,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1564,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1565,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1566,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1567,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,NULL
1568,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1569,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1570,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1571,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1572,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1573,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1574,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,NULL
1575,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1576,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1577,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1578,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1579,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1580,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1581,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1582,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1583,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1584,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Water
1585,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1586,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1587,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
1588,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
1589,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1590,Water,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
1591,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
1592,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1593,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
1594,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1595,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
1596,Water,NULL,Water,NULL,Water,Water,Grassland,Water
1597,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1598,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1599,Water,NULL,Water,NULL,Water,Water,Water,Forest
1600,Water,NULL,Water,Non_Water,Water,Shrubland,Wetland,Forest
1601,Water,NULL,Water,Water,Water,Shrubland,Wetland,Forest
1602,Water,NULL,Water,Water,Water,Shrubland,Water,Forest
1603,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1604,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
1605,Water,NULL,Water,Water,Water,Grassland,Wetland,NULL
1606,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
1607,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
1608,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
1609,Water,NULL,Water,Water,Water,Grassland,Water,Bareland
1610,Water,NULL,Water,Water,Water,Grassland,Water,Water
1611,Water,NULL,Water,Water,Water,Grassland,Water,Forest
1612,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1613,Water,NULL,Water,Water,Water,Wetland,Grassland,Water
1614,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
1615,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1616,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1617,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1618,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1619,Water,NULL,Water,Water,Water,Water,Shrubland,Wetland
1620,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1621,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
1622,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1623,Water,NULL,Water,Water,Water,Water,Water,Wetland
1624,Water,NULL,Water,Water,Water,Water,Water,Bareland
1625,Water,NULL,Water,Water,Water,Water,Water,Water
1626,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1627,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1628,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1629,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1630,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1631,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1632,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1633,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1634,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1635,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1636,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1637,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1638,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1639,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
1640,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1641,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1642,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1643,Water,Built-up,Wetland,Water,Wetland,Grassland,Water,Water
1644,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Water
1645,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1646,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1647,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1648,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1649,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1650,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1651,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1652,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1653,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1654,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1655,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1656,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1657,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1658,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1659,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1660,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1661,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1662,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1663,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1664,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1665,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1666,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
1667,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1668,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1669,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1670,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1671,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1672,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1673,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1674,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1675,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1676,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1677,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1678,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1679,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1680,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1681,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1682,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1683,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1684,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1685,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1686,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1687,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1688,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1689,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1690,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1691,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1692,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1693,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
1694,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1695,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1696,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1697,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1698,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1699,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
1700,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
1701,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1702,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1703,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1704,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1705,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1706,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
1707,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1708,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1709,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1710,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1711,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1712,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1713,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1714,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1715,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1716,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1717,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1718,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
1719,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1720,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1721,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1722,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1723,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1724,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1725,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1726,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1727,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1728,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1729,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1730,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1731,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1732,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1733,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1734,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1735,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1736,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1737,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
1738,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1739,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1740,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1741,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1742,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1743,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1744,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1745,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1746,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1747,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1748,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1749,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1750,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1751,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1752,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1753,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1754,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1755,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1756,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1757,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1758,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1759,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1760,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1761,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1762,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1763,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1764,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
1765,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1766,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1767,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1768,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1769,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1770,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1771,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1772,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1773,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
1774,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1775,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1776,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1777,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1778,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1779,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1780,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1781,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1782,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1783,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1784,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1785,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1786,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1787,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1788,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1789,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1790,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1791,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1792,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1793,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1794,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1795,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1796,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1797,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1798,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1799,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1800,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
1801,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1802,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1803,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1804,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1805,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1806,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1807,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1808,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1809,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1810,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1811,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1812,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1813,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1814,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1815,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1816,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1817,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1818,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
1819,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
1820,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1821,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
1822,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1823,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1824,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1825,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1826,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
1827,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1828,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1829,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1830,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1831,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1832,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1833,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,NULL
1834,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1835,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1836,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1837,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1838,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1839,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1840,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1841,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1842,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1843,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1844,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1845,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1846,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1847,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1848,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1849,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1850,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1851,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1852,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1853,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1854,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1855,Water,Water,Water,NULL,Water,NULL,Water,Water
1856,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
1857,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
1858,Water,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
1859,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1860,Water,Water,Water,NULL,Water,Grassland,Water,Water
1861,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1862,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
1863,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1864,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1865,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1866,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1867,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
1868,Water,Water,Water,NULL,Water,Wetland,Water,Water
1869,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1870,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
1871,Water,Water,Water,NULL,Water,Water,Shrubland,Water
1872,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1873,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
1874,Water,Water,Water,NULL,Water,Water,Grassland,Water
1875,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1876,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1877,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
1878,Water,Water,Water,NULL,Water,Water,Wetland,Water
1879,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1880,Water,Water,Water,NULL,Water,Water,Water,Grassland
1881,Water,Water,Water,NULL,Water,Water,Water,Bareland
1882,Water,Water,Water,NULL,Water,Water,Water,Water
1883,Water,Water,Water,NULL,Water,Water,Water,Forest
1884,Water,Water,Water,NULL,Water,Water,Forest,Water
1885,Water,Water,Water,NULL,Water,Water,Forest,Forest
1886,Water,Water,Water,NULL,Water,Forest,Forest,Water
1887,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1888,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1889,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1890,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1891,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1892,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1893,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1894,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1895,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1896,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
1897,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1898,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1899,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1900,Water,Water,Water,Non_Water,Water,Water,Water,Water
1901,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1902,Water,Water,Water,Water,Water,NULL,Wetland,Water
1903,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1904,Water,Water,Water,Water,Water,NULL,Water,Water
1905,Water,Water,Water,Water,Water,NULL,Water,Forest
1906,Water,Water,Water,Water,Water,NULL,Forest,Water
1907,Water,Water,Water,Water,Water,NULL,Forest,Forest
1908,Water,Water,Water,Water,Water,Shrubland,Wetland,Grassland
1909,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
1910,Water,Water,Water,Water,Water,Shrubland,Water,Water
1911,Water,Water,Water,Water,Water,Shrubland,Water,Forest
1912,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1913,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1914,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1915,Water,Water,Water,Water,Water,Grassland,Water,Water
1916,Water,Water,Water,Water,Water,Grassland,Water,Forest
1917,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1918,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1919,Water,Water,Water,Water,Water,Wetland,Wetland,Water
