Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGD_M_R
15355,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
15356,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15357,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
15358,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15359,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
15360,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
15361,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
15362,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15363,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15364,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15365,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15366,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15367,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15368,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15369,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
15370,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15371,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15372,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
15373,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
15374,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
15375,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
15376,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15377,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
15378,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15379,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
15380,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
15381,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
15382,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
15383,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
15384,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
15385,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
15386,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
15387,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
15388,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
15389,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
15390,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
15391,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
15392,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
15393,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
15394,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
15395,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
15396,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
15397,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
15398,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
15399,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
15400,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
15401,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
15402,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
15403,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
15404,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
15405,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
15406,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
15407,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
15408,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
15409,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
15410,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
15411,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
15412,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
15413,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
15414,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
15415,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
15416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
15420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
15421,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
15422,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15423,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15424,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15425,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15426,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
15427,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15428,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15429,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15430,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15431,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
15432,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15433,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
15434,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
15435,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
15436,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
15437,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
15438,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
15439,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15440,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15441,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15442,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
15443,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15444,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15445,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
15446,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
15447,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
15448,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
15449,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15450,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15451,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15452,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15453,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
15454,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
15455,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15456,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15457,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15458,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15459,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15460,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15461,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15462,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15463,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15464,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15465,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
15466,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15467,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15468,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
15469,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15470,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15471,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
15472,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15473,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15474,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
15475,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15476,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
15477,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
15478,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15479,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15480,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15481,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15482,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
15483,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15484,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
15485,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15486,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15487,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15488,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15489,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
15490,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15491,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15492,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15493,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15494,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15495,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
15496,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
15497,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
15498,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
15499,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
15500,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
15501,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15502,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15503,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
15504,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
15505,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15506,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15507,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15508,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
15509,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15510,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
15511,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
15512,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
15513,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
15514,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
15515,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15516,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
15517,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
15518,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
15519,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
15520,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
15521,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
15522,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
15523,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
15524,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
15525,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
15526,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
15527,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
15528,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
15529,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
15530,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15531,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
15532,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
15533,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15534,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
15535,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15536,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
15537,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15538,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
15539,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
15540,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
15541,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
15542,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
15543,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15544,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
15545,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
15546,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
15547,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
15548,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
15549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
15550,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
15551,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
15552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
15553,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
15554,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
15555,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
15556,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
15557,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
15558,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
15559,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
15560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
15561,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
15562,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
15563,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15564,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
15565,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
15567,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
15568,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
15569,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
15570,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15571,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
15572,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15573,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15574,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15575,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15576,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
15577,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
15578,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
15579,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
15580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
15581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
15582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
15583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
15585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
15586,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
15587,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15588,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
15589,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
15590,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
15591,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15592,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
15593,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
15594,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
15595,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15596,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15597,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15598,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15599,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
15600,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
15601,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15602,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
15606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
15610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15613,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
15614,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
15615,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15616,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15617,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
15618,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15619,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15620,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15621,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15622,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
15623,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
15624,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
15625,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15626,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
15627,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15628,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15629,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15630,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15631,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15632,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15633,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
15634,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15635,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
15636,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15637,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15638,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15639,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15640,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15641,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15642,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15643,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
15644,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
15645,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
15646,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15647,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15648,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15649,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15650,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
15651,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15652,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
15653,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15654,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
15655,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15656,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
15657,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
15658,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
15659,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
15660,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15661,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Wetland,NULL
15662,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
15663,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15664,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
15665,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
15666,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
15667,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15668,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15669,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
15670,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15671,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15672,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15673,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15674,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
15675,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15676,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
15677,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
15678,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
15679,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
15680,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
15681,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
15682,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15683,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
15684,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
15685,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
15686,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15687,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
15688,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
15689,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15690,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
