Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
1553,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1554,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1555,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1556,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1557,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1558,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1559,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1560,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1561,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1562,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1563,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1564,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1565,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1566,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1567,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1568,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1569,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1570,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1571,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1572,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1573,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1574,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1575,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1576,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1577,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1578,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1579,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1580,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1581,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1582,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1583,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1584,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1585,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1586,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1587,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1588,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1589,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1590,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1591,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1592,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1593,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1594,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1595,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1596,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1597,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1598,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1599,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1600,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1601,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1602,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1603,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1604,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Bareland
1605,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1606,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1607,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
1608,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1609,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1610,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1611,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1612,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1613,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1614,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1615,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1616,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1617,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
1618,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
1619,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1620,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1621,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1622,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1623,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1624,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1625,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1626,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1627,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Bareland
1628,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1629,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1630,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
1631,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
1632,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1633,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1634,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1635,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1636,Water,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Grassland
1637,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1638,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1639,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1640,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1641,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1642,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1643,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1644,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1645,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1646,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1647,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1648,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1649,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1650,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1651,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1652,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1653,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1654,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1655,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1656,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1657,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1658,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
1659,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1660,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1661,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1662,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1663,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1664,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1665,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1666,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1667,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
1668,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1669,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1670,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Bareland
1671,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
1672,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
1673,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1674,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1675,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1676,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1677,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1678,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1679,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1680,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1681,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1682,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1683,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1684,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1685,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1686,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1687,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1688,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1689,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1690,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1691,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1692,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1693,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1694,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1695,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1696,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1697,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1699,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1700,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1701,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1702,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1703,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1704,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1705,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1706,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1707,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1708,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1709,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1710,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1711,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1712,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1713,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1714,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1715,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1716,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1717,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1718,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
1719,Water,Forest,Water,NULL,Water,NULL,Water,Forest
1720,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
1721,Water,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1722,Water,Forest,Water,NULL,Water,Water,Bareland,Forest
1723,Water,Forest,Water,NULL,Water,Water,Water,Water
1724,Water,Forest,Water,NULL,Water,Water,Water,Forest
1725,Water,Forest,Water,NULL,Water,Water,Forest,Grassland
1726,Water,Forest,Water,NULL,Water,Water,Forest,Forest
1727,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
1728,Water,Forest,Water,NULL,Water,Forest,Water,Forest
1729,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
1730,Water,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1731,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1732,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
1733,Water,Forest,Water,Water,Water,NULL,Bareland,Forest
1734,Water,Forest,Water,Water,Water,NULL,Water,Forest
1735,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
1736,Water,Forest,Water,Water,Water,Forest,Water,Forest
1737,Water,Forest,Water,Water,Water,Forest,Forest,Forest
1738,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
1739,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1740,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1741,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1742,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1743,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1744,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1745,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1746,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1747,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1748,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1749,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1750,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1751,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1752,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1753,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1754,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1755,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1756,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1757,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1758,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1759,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1760,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1761,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1762,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1763,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1764,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1765,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1766,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1767,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1768,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1769,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1770,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1771,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1772,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1773,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1774,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1775,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1776,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1777,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1778,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1779,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1780,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1781,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1782,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1783,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
1784,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1785,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1786,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1787,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1788,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1789,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1790,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1791,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1792,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1793,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1794,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1795,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1796,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1797,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1798,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1799,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1801,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1802,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1803,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1804,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1805,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1806,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1807,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1808,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1809,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1810,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1811,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1812,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1813,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1814,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1815,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1816,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1817,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1818,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1819,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1820,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1821,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1822,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1823,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1824,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1825,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1827,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1828,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1830,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1831,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1832,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1833,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1834,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1835,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1836,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1837,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1838,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1839,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1840,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1841,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1842,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1843,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1844,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1845,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1846,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1847,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1848,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1849,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1850,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1851,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1852,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1853,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1854,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
1855,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1856,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1857,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1858,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1859,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1860,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1861,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1862,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1863,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1864,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1865,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1866,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1867,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
1868,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1869,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1870,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1871,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1872,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1873,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1874,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1875,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1876,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1877,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1878,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1879,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1880,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1881,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1882,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1883,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1884,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1885,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1886,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1887,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1888,Forest,NULL,Water,NULL,Water,NULL,Bareland,Forest
1889,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1890,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1891,Forest,NULL,Water,NULL,Water,Forest,Bareland,Forest
1892,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
1893,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
1894,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1895,Forest,NULL,Water,Water,Water,NULL,Bareland,Water
1896,Forest,NULL,Water,Water,Water,Grassland,Bareland,Water
1897,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
1898,Forest,NULL,Water,Water,Water,Water,Bareland,Water
1899,Forest,NULL,Water,Water,Water,Forest,Bareland,Water
1900,Forest,NULL,Water,Water,Water,Forest,Bareland,Forest
1901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
