Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
2568,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
2569,Water,Wetland,Water,Water,Water,Water,NULL,Grassland
2570,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
2571,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
2572,Water,Wetland,Water,Water,Water,Water,Water,Grassland
2573,Water,Wetland,Water,Water,Water,Water,Water,Water
2574,Water,Wetland,Water,Water,Water,Water,Water,Forest
2575,Water,Wetland,Water,Water,Water,Forest,Water,Water
2576,Water,Wetland,Water,Water,Water,Forest,Water,Forest
2577,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2578,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2579,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2580,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2581,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2582,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2583,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2584,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2585,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2586,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2587,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2588,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2589,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2590,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2591,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2592,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2593,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2594,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2595,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2596,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2597,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2598,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2599,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2600,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2601,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2602,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2603,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2604,Water,Bareland,Water,Water,Water,Water,Water,Water
2605,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2606,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2607,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2608,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2609,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2610,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2611,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
2612,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
2613,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Built-up
2614,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2615,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2616,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2617,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2618,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2619,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2620,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2621,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2622,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2623,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2624,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2625,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2626,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2627,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
2628,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2629,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2630,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2631,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2632,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2633,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2634,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2635,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2636,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2637,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2638,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2639,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2640,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2641,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2642,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2643,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2644,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2645,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2646,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2647,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2648,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2649,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2650,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2651,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2652,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2653,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2654,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2655,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2656,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2657,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2658,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2659,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2660,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2661,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2662,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2663,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2664,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2665,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
2666,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2667,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2668,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2669,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2670,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2671,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2672,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2673,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2674,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2675,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2676,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2677,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2678,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2679,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2680,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2681,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2682,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2683,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2684,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2685,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2686,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2687,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2688,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2689,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2690,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2691,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2692,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2693,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2694,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
2695,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2696,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2697,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
2698,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
2699,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2700,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2701,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2702,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2703,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
2704,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2705,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2706,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2707,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2708,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
2709,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
2710,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
2711,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2712,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2713,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2714,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2715,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2716,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2717,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2718,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2719,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2720,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2721,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2722,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2723,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2724,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2725,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2726,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2727,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2728,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2729,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2730,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2731,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2732,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2733,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2734,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2735,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2736,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2737,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2738,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2739,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2740,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2741,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2742,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2743,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2744,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2745,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2746,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2747,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2748,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2749,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2750,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2751,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2752,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2753,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2754,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2755,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2756,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2757,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2758,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2759,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2760,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2761,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2762,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2763,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2764,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
2765,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2766,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2767,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2768,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2769,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2770,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2771,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2772,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2773,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2774,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2775,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2776,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2777,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2778,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2779,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2780,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2781,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
2782,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2783,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2784,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2785,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2786,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2787,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2788,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2789,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2790,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2791,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2792,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2793,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2794,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2795,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2796,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2797,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2798,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2799,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2800,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2801,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2802,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2803,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2804,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2805,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2806,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2807,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2808,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2809,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2810,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2811,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2812,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2813,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2814,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2815,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2816,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2817,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2818,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2819,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2820,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2821,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2822,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2823,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2824,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2825,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2826,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2827,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2828,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2829,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
2830,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2831,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2832,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2833,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2834,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2835,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2836,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2837,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2838,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2839,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2840,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2841,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2842,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2843,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2844,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2845,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2846,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2847,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2848,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2849,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2850,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2851,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2852,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2853,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2854,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2855,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2856,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2857,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2858,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2859,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2860,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2861,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2862,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2863,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2864,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2865,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2866,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2867,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2868,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2869,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2870,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2871,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2872,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2873,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2874,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2875,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2876,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
2877,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2878,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2879,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2880,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2881,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
2882,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2883,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2884,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2885,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2886,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2887,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2888,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2889,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2890,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2891,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2892,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
2893,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2894,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2895,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2896,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2897,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2898,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2899,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
2900,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2901,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2902,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2903,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
2904,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2905,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2906,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2907,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2908,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2909,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2910,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2911,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
2912,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2913,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2914,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2915,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2916,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2917,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2918,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2919,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2920,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2921,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2922,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2923,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2924,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2925,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2926,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
