Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
4946,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4947,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
4948,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4949,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4950,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4951,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4952,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4953,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4954,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4955,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4956,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4957,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4958,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4959,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4960,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4961,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4962,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4963,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4964,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4965,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4966,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4967,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4968,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4969,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4970,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4971,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4972,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4973,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4974,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
4975,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4976,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4977,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4978,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4979,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4980,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
4981,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4982,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
4983,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4984,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4985,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4986,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4987,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4988,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4989,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4990,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4991,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4992,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4993,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
4994,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4995,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4996,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
4997,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4998,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4999,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
5000,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5001,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5002,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
5003,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5004,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5005,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
5006,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
5007,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
5008,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
5009,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5010,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
5011,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5012,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
5013,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
5014,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5015,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5016,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
5017,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5018,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5019,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
5020,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5021,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5022,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5023,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5024,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
5025,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5026,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5027,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5028,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5029,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5030,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5031,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5032,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5033,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5034,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5035,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5036,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5037,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5038,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5039,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
5040,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5041,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5042,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5043,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5044,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5045,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5046,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5047,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5048,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5049,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5050,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5051,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5052,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
5053,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5054,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
5055,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5056,Water,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
5057,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
5058,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
5059,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5060,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
5061,Water,NULL,Water,NULL,Water,Wetland,Water,Water
5062,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
5063,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5064,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
5065,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
5066,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
5067,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5068,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
5069,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
5070,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
5071,Water,NULL,Water,NULL,Water,Water,Water,Grassland
5072,Water,NULL,Water,NULL,Water,Water,Water,Wetland
5073,Water,NULL,Water,NULL,Water,Water,Water,Water
5074,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
5075,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
5076,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5077,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
5078,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
5079,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5080,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
5081,Water,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
5082,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5083,Water,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
5084,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
5085,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
5086,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
5087,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
5088,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
5089,Water,NULL,Water,Non_Water,Water,Water,Water,Water
5090,Water,NULL,Water,Water,Water,Grassland,NULL,Grassland
5091,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
5092,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
5093,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5094,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
5095,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
5096,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
5097,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
5098,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
5099,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
5100,Water,NULL,Water,Water,Water,Wetland,Water,Water
5101,Water,NULL,Water,Water,Water,Wetland,Water,Forest
5102,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
5103,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
5104,Water,NULL,Water,Water,Water,Bareland,Water,Water
5105,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
5106,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
5107,Water,NULL,Water,Water,Water,Water,Wetland,Water
5108,Water,NULL,Water,Water,Water,Water,Water,Grassland
5109,Water,NULL,Water,Water,Water,Water,Water,Wetland
5110,Water,NULL,Water,Water,Water,Water,Water,Bareland
5111,Water,NULL,Water,Water,Water,Water,Water,Water
5112,Water,NULL,Water,Water,Water,Water,Water,Forest
5113,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5114,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5115,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5116,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5117,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5118,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5119,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5120,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5121,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5122,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5123,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5124,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5125,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5126,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5127,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5128,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5129,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5130,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5131,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5132,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5133,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5134,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5135,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5136,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5137,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5138,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5139,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5140,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5141,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5142,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5143,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5144,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5145,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
5146,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5147,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5148,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5149,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5150,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5151,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
5152,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5153,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5154,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5155,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5156,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
5157,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5158,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
5159,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
5160,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5161,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5162,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5163,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
5164,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5165,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
5166,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
5167,Water,Cropland,Water,Water,Water,Water,Water,Wetland
5168,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5169,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5170,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5171,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5172,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5173,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5174,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5175,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5176,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
5177,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
5178,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5179,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5180,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5181,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5182,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5183,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5184,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5185,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
5186,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5187,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5188,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
5189,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
5190,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
5191,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5192,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5193,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5194,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5195,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5196,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5197,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5198,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5199,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5200,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5201,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5202,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5203,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5204,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5205,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
5206,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5207,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5208,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5209,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5210,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
5211,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
5212,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5213,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
5214,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5215,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5216,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5217,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5218,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5219,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
5220,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
5221,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5222,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5223,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5224,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5225,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
5226,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5227,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5228,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5229,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5230,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5231,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5232,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5233,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
5234,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5235,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
5236,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5237,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5238,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5239,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
5240,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
5241,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5242,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5243,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5244,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5245,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5246,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5247,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5248,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5249,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5250,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5251,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5252,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5253,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5254,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5255,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5256,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5257,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5258,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5259,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5260,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5261,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5262,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5263,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5264,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5265,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5266,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5267,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5268,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5269,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
5270,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5271,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5272,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5273,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5274,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland,Forest
5275,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
5276,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
5277,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
5278,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5279,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5280,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5281,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5282,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5283,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
5284,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5285,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5286,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5287,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5288,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5289,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5290,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5291,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
5292,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5293,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5294,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5295,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5296,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5297,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5298,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5299,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5300,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5301,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
5302,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5303,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5304,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5305,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
