Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
10177,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10178,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10179,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10180,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
10181,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10182,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10183,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10184,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10185,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10186,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10187,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10188,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10189,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
10190,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10191,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
10192,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10193,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10194,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10195,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
10196,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
10197,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10198,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10199,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
10200,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
10201,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
10202,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
10203,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
10204,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
10205,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
10206,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10207,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
10208,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
10209,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
10210,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
10211,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10212,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10213,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10214,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10215,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10216,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10217,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10218,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10219,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10220,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10221,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10222,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10223,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10224,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10225,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10226,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10227,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10228,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10229,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10230,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10231,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10232,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10233,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10234,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10235,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10236,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10237,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10238,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10239,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10240,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10241,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10242,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
10243,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
10244,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
10245,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10246,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
10247,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10248,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10249,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10250,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10251,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10252,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10253,Cropland,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
10254,Cropland,Built-up,Water,NULL,Water,Wetland,Built-up,Bareland
10255,Cropland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
10256,Cropland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
10257,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10258,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10259,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10260,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10261,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10262,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10263,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10264,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10265,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10266,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
10267,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10268,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10269,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10270,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10271,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10272,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10273,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10274,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10275,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10276,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10277,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10278,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10279,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10280,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10281,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10282,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10283,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10284,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10285,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10286,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10287,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10288,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10289,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10290,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
10291,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10292,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10293,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10294,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
10295,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
10296,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10297,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10298,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10299,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10300,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10301,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10302,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
10303,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10304,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
10305,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
10306,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10307,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10308,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10309,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10310,Cropland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10311,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10312,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10313,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10314,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10315,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10316,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10317,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
10318,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10319,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10320,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10321,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10322,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10323,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10324,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10325,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10326,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10327,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
10328,Cropland,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10329,Cropland,Water,Water,NULL,Water,Wetland,Water,Water
10330,Cropland,Water,Water,NULL,Water,Water,Water,Water
10331,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10332,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10333,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10334,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10335,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10336,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10337,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10338,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10339,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10340,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10341,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10342,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10343,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10344,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10345,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10346,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10347,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10348,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10349,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10350,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10351,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10352,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10353,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10354,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10355,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10356,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10357,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10358,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10359,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10360,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10361,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10362,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10363,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10364,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10365,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
10366,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Built-up
10367,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10368,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10369,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10370,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10371,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10372,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10373,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10374,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10375,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10376,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10377,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10378,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10379,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10380,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10381,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10382,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10383,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10384,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10385,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10386,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10387,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10388,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
10389,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10390,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10391,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
10392,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10393,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10394,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10395,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10396,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10397,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10398,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10399,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10400,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10401,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10402,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10403,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10404,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10405,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10406,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10407,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10408,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10409,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10410,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10411,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10412,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10413,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10414,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10415,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10416,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10417,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10418,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10419,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10420,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10421,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
10422,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10423,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
10424,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10425,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
10426,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10427,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10428,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
10429,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10430,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10431,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10434,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10435,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10436,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10437,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
10438,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10439,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10440,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
10441,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10442,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10443,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10444,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10445,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10446,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10447,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10448,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10449,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10450,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10451,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10452,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10453,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10454,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10455,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10456,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
10457,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10458,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10459,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10460,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10461,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10462,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
10463,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10464,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10465,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10466,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10467,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10468,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10469,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10470,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10471,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10472,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10473,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10474,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10475,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10476,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10477,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10478,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10479,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10480,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10481,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10482,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10483,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10484,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10485,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10486,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10487,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10488,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10489,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10490,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10491,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10492,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
