Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PLQ_M_R
852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
858,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
859,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
860,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
861,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
862,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
863,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
864,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
865,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
866,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
867,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
868,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
869,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
870,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
871,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
872,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
873,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
874,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
875,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
876,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
877,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
878,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
879,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
880,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
881,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
882,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
883,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
884,Cropland,Built-up,Built-up,Water,Non_Wetland,Built-up
885,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
886,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
887,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
888,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
889,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
890,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
891,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
892,Cropland,Water,Wetland,NULL,Wetland,Grassland
893,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
894,Cropland,Water,Wetland,Water,Wetland,Wetland
895,Cropland,Water,Wetland,Water,Wetland,Bareland
896,Cropland,Water,Wetland,Water,Wetland,Water
897,Cropland,Water,Water,Non_Water,Water,Forest
898,Cropland,Water,Water,Water,Water,Forest
899,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
900,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
901,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
902,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
903,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
904,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
905,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
906,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
907,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
908,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
909,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
910,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
911,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
912,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
913,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
914,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
915,Cropland,Forest,Wetland,NULL,Wetland,Grassland
916,Cropland,Forest,Wetland,NULL,Wetland,Forest
917,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
918,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
919,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
920,Cropland,Forest,Wetland,Water,Wetland,Grassland
921,Cropland,Forest,Wetland,Water,Wetland,Wetland
922,Cropland,Forest,Wetland,Water,Wetland,Bareland
923,Cropland,Forest,Wetland,Water,Wetland,Forest
924,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
925,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
926,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
927,Cropland,Forest,Water,Water,Water,Wetland
928,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
929,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
930,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
931,Wetland,NULL,NULL,Water,Non_Wetland,Bareland
932,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
933,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
934,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
935,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
936,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
937,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
938,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
939,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
940,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
941,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
942,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
943,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
944,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
945,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
946,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
947,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
948,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
949,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
950,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
951,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
952,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
953,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
954,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
955,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
956,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
957,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
958,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
959,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
960,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
961,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
962,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
963,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
964,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
965,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
966,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
967,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
968,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
969,Wetland,NULL,Wetland,NULL,Wetland,Grassland
970,Wetland,NULL,Wetland,NULL,Wetland,Wetland
971,Wetland,NULL,Wetland,NULL,Wetland,Forest
972,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
973,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
974,Wetland,NULL,Wetland,Non_Water,Wetland,Water
975,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
976,Wetland,NULL,Wetland,Water,Wetland,Grassland
977,Wetland,NULL,Wetland,Water,Wetland,Wetland
978,Wetland,NULL,Wetland,Water,Wetland,Bareland
979,Wetland,NULL,Wetland,Water,Wetland,Water
980,Wetland,NULL,Wetland,Water,Wetland,Forest
981,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
982,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
983,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
984,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
985,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
986,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
987,Wetland,NULL,Water,NULL,Water,Wetland
988,Wetland,NULL,Water,Non_Water,Water,Grassland
989,Wetland,NULL,Water,Non_Water,Water,Wetland
990,Wetland,NULL,Water,Non_Water,Water,Water
991,Wetland,NULL,Water,Water,Water,Grassland
992,Wetland,NULL,Water,Water,Water,Cropland
993,Wetland,NULL,Water,Water,Water,Wetland
994,Wetland,NULL,Water,Water,Water,Water
995,Wetland,NULL,Water,Water,Water,Forest
996,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
997,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
998,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
999,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1000,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1001,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1002,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1003,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1004,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1005,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1006,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1007,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1008,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1009,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1010,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1011,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1012,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1013,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1014,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1015,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1016,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1017,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1018,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1019,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1020,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1021,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1022,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1023,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1024,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1025,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1026,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1027,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1028,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1029,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1030,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1031,Wetland,Wetland,Wetland,NULL,Wetland,Water
1032,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1033,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1034,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1035,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1036,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1037,Wetland,Wetland,Wetland,Water,Wetland,NULL
1038,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1039,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1040,Wetland,Wetland,Wetland,Water,Wetland,Water
1041,Wetland,Wetland,Wetland,Water,Wetland,Forest
1042,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1043,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1044,Wetland,Wetland,Water,NULL,Water,Wetland
1045,Wetland,Wetland,Water,NULL,Water,Water
1046,Wetland,Wetland,Water,Non_Water,Water,Grassland
1047,Wetland,Wetland,Water,Non_Water,Water,Wetland
1048,Wetland,Wetland,Water,Non_Water,Water,Water
1049,Wetland,Wetland,Water,Non_Water,Water,Forest
1050,Wetland,Wetland,Water,Water,Water,Grassland
1051,Wetland,Wetland,Water,Water,Water,Wetland
1052,Wetland,Wetland,Water,Water,Water,Water
1053,Wetland,Wetland,Water,Water,Water,Forest
1054,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1055,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1056,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1057,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1058,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1059,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1060,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1061,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1062,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1063,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1064,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1065,Wetland,Bareland,Wetland,Water,Wetland,Water
1066,Wetland,Built-up,Shrubland,Water,Non_Wetland,Water
1067,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1068,Wetland,Built-up,Wetland,Water,Wetland,Water
1069,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1070,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1071,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1072,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1073,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1074,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1075,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1076,Wetland,Water,Wetland,NULL,Wetland,Wetland
1077,Wetland,Water,Wetland,NULL,Wetland,Water
1078,Wetland,Water,Wetland,NULL,Wetland,Forest
1079,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1080,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1081,Wetland,Water,Wetland,Water,Wetland,Grassland
1082,Wetland,Water,Wetland,Water,Wetland,Wetland
1083,Wetland,Water,Wetland,Water,Wetland,Water
1084,Wetland,Water,Wetland,Water,Wetland,Forest
1085,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1086,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1087,Wetland,Water,Bareland,Water,Non_Wetland,Water
1088,Wetland,Water,Water,NULL,Water,Forest
1089,Wetland,Water,Water,Non_Water,Water,Wetland
1090,Wetland,Water,Water,Non_Water,Water,Forest
1091,Wetland,Water,Water,Water,Water,Wetland
1092,Wetland,Water,Water,Water,Water,Water
1093,Wetland,Water,Water,Water,Water,Forest
1094,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1095,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1096,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1097,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1098,Wetland,Water,Forest,Water,Non_Wetland,Forest
1099,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1100,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1101,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1102,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1103,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1104,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1105,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1106,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1107,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1108,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1109,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1110,Wetland,Forest,Wetland,NULL,Wetland,Forest
1111,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1112,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1113,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1114,Wetland,Forest,Wetland,Water,Wetland,Grassland
1115,Wetland,Forest,Wetland,Water,Wetland,Wetland
1116,Wetland,Forest,Wetland,Water,Wetland,Forest
1117,Wetland,Forest,Water,Water,Water,Wetland
1118,Wetland,Forest,Water,Water,Water,Forest
1119,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1120,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1121,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1122,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1123,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1124,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1125,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1127,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1128,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1129,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1130,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1131,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1132,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1133,Bareland,NULL,NULL,Water,Non_Wetland,Water
1134,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1142,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1143,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1144,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1145,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1146,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1147,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1148,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1149,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1150,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1151,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1152,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1153,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1154,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1155,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1156,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1157,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1158,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1159,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1160,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1161,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1162,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1163,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1164,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1165,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1166,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1167,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1168,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1169,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1170,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1172,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1173,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1174,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1175,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1176,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1177,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1178,Bareland,NULL,Wetland,NULL,Wetland,Water
1179,Bareland,NULL,Wetland,NULL,Wetland,Forest
1180,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1181,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1182,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1183,Bareland,NULL,Wetland,Water,Wetland,Grassland
1184,Bareland,NULL,Wetland,Water,Wetland,Wetland
1185,Bareland,NULL,Wetland,Water,Wetland,Bareland
1186,Bareland,NULL,Wetland,Water,Wetland,Water
1187,Bareland,NULL,Wetland,Water,Wetland,Forest
1188,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1189,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1190,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1191,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1192,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1193,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1194,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1195,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1196,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1197,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1198,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1199,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1200,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1201,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1202,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1203,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1204,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1205,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1206,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1207,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1208,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1209,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1210,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1211,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1212,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1213,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1214,Bareland,NULL,Water,Water,Water,Grassland
1215,Bareland,NULL,Water,Water,Water,Wetland
1216,Bareland,NULL,Water,Water,Water,Bareland
1217,Bareland,NULL,Water,Water,Water,Water
1218,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1219,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1220,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1221,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1222,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1223,Bareland,NULL,Forest,Water,Non_Wetland,Water
1224,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1225,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1226,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1227,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1228,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1229,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1230,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1231,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1232,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1234,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1235,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1236,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1237,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1238,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1239,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1240,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1241,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1242,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1243,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1244,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1245,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1246,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1247,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1248,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1249,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1250,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1251,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1252,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1253,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1254,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1255,Bareland,Wetland,Wetland,NULL,Wetland,Water
1256,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1257,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1258,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1259,Bareland,Wetland,Wetland,Water,Wetland,Water
1260,Bareland,Wetland,Water,Water,Water,Grassland
1261,Bareland,Wetland,Water,Water,Water,Wetland
1262,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
1263,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1264,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1265,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1266,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1267,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1268,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1271,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1272,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1273,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1274,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
