Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDF_M_R
1058,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1059,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1060,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1061,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1062,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1063,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1064,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1065,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1066,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1067,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1068,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1069,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1071,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1072,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1074,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1076,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1079,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1080,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1081,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1086,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1087,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1089,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1090,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
1091,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1096,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1100,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1101,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1103,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1104,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1108,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1109,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1111,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1113,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1116,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1117,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1118,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1121,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1123,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1127,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1129,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1130,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1131,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1132,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1133,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1134,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1135,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1136,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1137,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1138,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1139,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1140,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1141,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1142,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1143,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1144,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1145,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1146,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1147,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1148,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1149,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1150,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1151,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1152,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1154,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1156,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1157,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1159,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1160,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1161,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1162,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1163,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
1164,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1165,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1166,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1167,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1168,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1169,Forest,Water,Water,Water,Water,NULL,NULL,NULL
1170,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1171,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1172,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1173,Forest,Water,Water,Water,Water,NULL,NULL,Water
1174,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1175,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1176,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1178,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1180,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1181,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1182,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1184,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1185,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1187,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1188,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1189,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1190,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1191,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1192,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1193,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1195,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1197,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1198,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1201,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1202,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1204,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1205,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1206,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1208,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1209,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1210,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1211,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1212,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1213,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1214,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1216,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1218,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1220,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1222,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1224,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1225,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1226,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1227,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1228,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1230,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1231,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1232,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1233,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1234,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1235,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1236,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1237,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1238,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1239,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1240,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1241,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1242,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1243,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1244,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1245,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1246,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1247,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1249,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1250,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1252,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1253,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1254,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1256,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1257,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1259,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1260,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1261,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1262,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1263,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1264,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1265,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1266,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1267,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1268,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
1269,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1270,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1271,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1272,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1273,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1274,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1276,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1277,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1279,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1281,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1284,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1285,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1286,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1287,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
