Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYM_M_R
1023,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1024,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1025,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1032,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1037,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1039,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1042,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1043,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1045,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1046,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1049,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1050,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1051,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1054,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1058,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1062,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1063,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1066,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1072,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1073,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1080,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1081,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1082,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1083,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1084,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1085,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1086,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1087,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1088,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1089,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1090,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1091,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1092,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1097,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1100,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1103,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1104,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1105,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1108,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1109,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1111,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1114,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1115,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1116,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1117,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1118,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1119,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1120,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1121,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1122,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1123,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1124,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1125,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1126,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1129,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1130,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1131,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1132,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1135,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1136,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1137,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1138,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1141,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1145,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1147,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1149,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1150,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1154,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1155,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1159,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1160,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1161,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1162,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1163,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1164,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1165,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1169,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1172,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1173,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1174,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1175,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1178,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1179,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1180,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1182,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1183,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1184,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1185,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1188,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1189,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1191,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1192,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1194,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1195,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1196,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1198,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1199,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1202,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1206,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1207,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1208,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1211,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1212,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1213,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1216,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1217,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1218,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1219,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1221,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1222,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1223,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1224,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1226,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1227,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1228,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1229,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1230,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1231,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1232,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1233,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1235,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1236,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1237,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1238,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1239,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1240,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1241,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1242,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1243,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1244,Water,NULL,Water,Water,Water,NULL,NULL,Water
1245,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1246,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1247,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1250,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1253,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1254,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1255,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1256,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1257,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1258,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1259,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1260,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1261,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1264,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1265,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1266,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1269,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1272,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1273,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1277,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1278,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1279,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1280,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1281,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1284,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1287,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1288,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1289,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1290,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1291,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1292,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1293,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1296,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1297,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1299,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1300,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1303,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1304,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1305,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1306,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1307,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1308,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1309,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1310,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1311,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1312,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1313,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1314,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1318,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1324,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1325,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1326,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1327,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1328,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1329,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1330,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1331,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1332,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1333,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1334,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1335,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1336,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1337,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1338,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1339,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1340,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1343,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1344,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1345,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1347,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1349,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1350,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1351,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1352,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1353,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1355,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1357,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1358,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1359,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1361,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1362,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1363,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1364,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1365,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1366,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1367,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
