Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
3832,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3833,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3834,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3835,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3836,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3837,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3838,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3839,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3840,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3841,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
3842,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3843,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3844,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3845,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3846,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3847,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3848,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3849,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
3850,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3851,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3852,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3853,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3854,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
3855,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
3856,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3857,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3858,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3859,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
3860,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3861,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3862,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3863,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
3864,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3865,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3866,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3867,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3868,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3869,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3870,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
3871,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3872,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3873,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3874,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3875,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3877,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
3878,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3879,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3880,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3881,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3882,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3883,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3884,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3885,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3886,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3887,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3888,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3889,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3890,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3891,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3892,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3893,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3894,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
3895,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3896,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3897,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3898,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3899,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3900,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3901,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3902,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3903,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3904,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3905,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3906,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3907,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3908,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3909,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
3910,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3911,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3912,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3913,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3914,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3915,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3916,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3917,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3918,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
3919,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
3920,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
3921,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3922,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3923,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3924,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3925,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3926,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3927,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
3928,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3929,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
3930,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
3931,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3932,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
3933,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3934,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3935,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3936,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3937,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
3938,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
3939,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
3940,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
3941,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3942,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3943,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3944,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3945,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3946,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3947,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3948,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3949,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3950,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
3951,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3952,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3953,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3954,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3955,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3956,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3957,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3958,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3959,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3960,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3961,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3962,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3963,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3964,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3965,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3966,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3967,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
3968,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
3969,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3970,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3971,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3972,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3973,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3974,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3975,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3976,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3977,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3978,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3979,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
3980,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3981,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3982,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
3983,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
3984,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3985,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3986,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3987,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3988,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
3989,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
3990,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3991,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
3992,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3993,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3994,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3995,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3996,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3997,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3998,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3999,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4000,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4001,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4002,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4003,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
4004,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4005,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4006,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4007,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4008,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4009,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4010,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4011,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4012,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4013,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4014,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4015,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4016,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4017,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4018,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4019,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4020,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4021,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4022,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4023,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4024,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4025,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4026,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4027,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4028,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4029,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
4030,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4031,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4032,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
4033,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4034,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4035,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
4036,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4037,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4038,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4039,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4040,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4041,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
4042,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4043,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4044,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4045,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4046,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4047,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4048,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4049,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4050,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4051,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4052,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4053,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4054,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4055,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4056,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4057,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4058,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4059,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4060,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4061,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
4062,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
4063,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
4064,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4065,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4066,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
4067,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4068,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
4069,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4070,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
4071,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4072,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4073,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4074,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4075,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4076,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4077,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4078,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4079,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4080,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4081,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4082,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4083,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
4084,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
4085,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4086,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4087,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4088,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4089,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4090,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4091,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4092,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
4093,Water,Water,Water,NULL,Water,Grassland,Water,Water
4094,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4095,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
4096,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
4097,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4098,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4099,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4100,Water,Water,Water,NULL,Water,Wetland,Water,Water
4101,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4102,Water,Water,Water,NULL,Water,Wetland,Forest,Water
4103,Water,Water,Water,NULL,Water,Water,Shrubland,Water
4104,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
4105,Water,Water,Water,NULL,Water,Water,Grassland,Water
4106,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4107,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4108,Water,Water,Water,NULL,Water,Water,Wetland,Water
4109,Water,Water,Water,NULL,Water,Water,Water,Wetland
4110,Water,Water,Water,NULL,Water,Water,Water,Built-up
4111,Water,Water,Water,NULL,Water,Water,Water,Water
4112,Water,Water,Water,NULL,Water,Water,Water,Forest
4113,Water,Water,Water,NULL,Water,Water,Forest,Wetland
4114,Water,Water,Water,NULL,Water,Water,Forest,Water
4115,Water,Water,Water,NULL,Water,Water,Forest,Forest
4116,Water,Water,Water,NULL,Water,Forest,Water,Wetland
4117,Water,Water,Water,NULL,Water,Forest,Water,Water
4118,Water,Water,Water,NULL,Water,Forest,Water,Forest
4119,Water,Water,Water,NULL,Water,Forest,Forest,Water
4120,Water,Water,Water,NULL,Water,Forest,Forest,Forest
4121,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
4122,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
4123,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
4124,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
4125,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4126,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
4127,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
4128,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
4129,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4130,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4131,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4132,Water,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
4133,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4134,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4135,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
4136,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4137,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4138,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4139,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4140,Water,Water,Water,Non_Water,Water,Water,Water,Water
4141,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4142,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4143,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
4144,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4145,Water,Water,Water,Water,Water,Grassland,Grassland,Wetland
4146,Water,Water,Water,Water,Water,Grassland,Grassland,Water
4147,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
4148,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
4149,Water,Water,Water,Water,Water,Grassland,Wetland,Water
4150,Water,Water,Water,Water,Water,Grassland,Water,Wetland
4151,Water,Water,Water,Water,Water,Grassland,Water,Water
4152,Water,Water,Water,Water,Water,Grassland,Water,Forest
4153,Water,Water,Water,Water,Water,Grassland,Forest,Water
4154,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
4155,Water,Water,Water,Water,Water,Wetland,Grassland,Water
4156,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4157,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4158,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4159,Water,Water,Water,Water,Water,Wetland,Water,Water
4160,Water,Water,Water,Water,Water,Wetland,Water,Forest
4161,Water,Water,Water,Water,Water,Wetland,Forest,Water
4162,Water,Water,Water,Water,Water,Water,Shrubland,Water
4163,Water,Water,Water,Water,Water,Water,Grassland,Wetland
4164,Water,Water,Water,Water,Water,Water,Grassland,Water
4165,Water,Water,Water,Water,Water,Water,Grassland,Forest
4166,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4167,Water,Water,Water,Water,Water,Water,Wetland,Water
4168,Water,Water,Water,Water,Water,Water,Water,Grassland
4169,Water,Water,Water,Water,Water,Water,Water,Wetland
4170,Water,Water,Water,Water,Water,Water,Water,Water
4171,Water,Water,Water,Water,Water,Water,Water,Forest
4172,Water,Water,Water,Water,Water,Water,Forest,Wetland
4173,Water,Water,Water,Water,Water,Water,Forest,Water
4174,Water,Water,Water,Water,Water,Forest,Water,Wetland
4175,Water,Water,Water,Water,Water,Forest,Water,Water
4176,Water,Water,Water,Water,Water,Forest,Water,Forest
4177,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4178,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
4179,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4180,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4181,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4182,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4183,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4184,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4185,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4186,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4187,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4188,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4189,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4190,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
4191,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4192,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4193,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
4194,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4195,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4196,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4197,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4198,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4199,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4200,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4201,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4202,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4203,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4204,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4205,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4206,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
4207,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4208,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4209,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4210,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4211,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4212,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4213,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
