Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDK_M_R
2852,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2853,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2854,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
2855,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2856,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2857,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2858,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2859,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
2860,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
2861,Water,Wetland,Water,NULL,Water,Wetland,NULL,Water
2862,Water,Wetland,Water,NULL,Water,Wetland,NULL,Forest
2863,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2864,Water,Wetland,Water,NULL,Water,Water,NULL,Water
2865,Water,Wetland,Water,NULL,Water,Water,NULL,Forest
2866,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2867,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
2868,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
2869,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
2870,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
2871,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
2872,Water,Wetland,Water,NULL,Water,Water,Water,Water
2873,Water,Wetland,Water,NULL,Water,Water,Water,Forest
2874,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2875,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2876,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
2877,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
2878,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2879,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
2880,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
2881,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
2882,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
2883,Water,Wetland,Water,Water,Water,Grassland,Water,Water
2884,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
2885,Water,Wetland,Water,Water,Water,Wetland,NULL,Forest
2886,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2887,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2888,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
2889,Water,Wetland,Water,Water,Water,Wetland,Water,Water
2890,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
2891,Water,Wetland,Water,Water,Water,Bareland,Water,Wetland
2892,Water,Wetland,Water,Water,Water,Bareland,Water,Water
2893,Water,Wetland,Water,Water,Water,Water,NULL,Wetland
2894,Water,Wetland,Water,Water,Water,Water,NULL,Bareland
2895,Water,Wetland,Water,Water,Water,Water,NULL,Water
2896,Water,Wetland,Water,Water,Water,Water,NULL,Forest
2897,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
2898,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
2899,Water,Wetland,Water,Water,Water,Water,Wetland,Water
2900,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
2901,Water,Wetland,Water,Water,Water,Water,Water,Grassland
2902,Water,Wetland,Water,Water,Water,Water,Water,Wetland
2903,Water,Wetland,Water,Water,Water,Water,Water,Bareland
2904,Water,Wetland,Water,Water,Water,Water,Water,Water
2905,Water,Wetland,Water,Water,Water,Water,Water,Forest
2906,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2907,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2908,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2909,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2910,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2911,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2912,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2913,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
2914,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
2915,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
2916,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2917,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2918,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2919,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2920,Water,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2921,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2922,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2923,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2924,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2925,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2926,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2927,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2928,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2929,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2930,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2931,Water,Bareland,Wetland,NULL,NULL,Water,Wetland,Wetland
2932,Water,Bareland,Wetland,NULL,NULL,Water,Water,Wetland
2933,Water,Bareland,Wetland,NULL,NULL,Water,Water,Water
2934,Water,Bareland,Wetland,NULL,NULL,Water,Forest,Bareland
2935,Water,Bareland,Wetland,NULL,Wetland,NULL,Water,Wetland
2936,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2937,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2938,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2939,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
2940,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Cropland
2941,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2942,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
2943,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
2944,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Cropland
2945,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Wetland
2946,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2947,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
2948,Water,Bareland,Wetland,NULL,Wetland,Water,Forest,Wetland
2949,Water,Bareland,Wetland,Non_Water,NULL,Water,Water,Wetland
2950,Water,Bareland,Wetland,Non_Water,NULL,Water,Water,Water
2951,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2952,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
2953,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2954,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2955,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2956,Water,Bareland,Wetland,Non_Water,Wetland,Forest,Water,Water
2957,Water,Bareland,Wetland,Water,NULL,Water,NULL,Water
2958,Water,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland
2959,Water,Bareland,Wetland,Water,NULL,Water,Water,Wetland
2960,Water,Bareland,Wetland,Water,NULL,Water,Water,Water
2961,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2962,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Water
2963,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2964,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
2965,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
2966,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
2967,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
2968,Water,Bareland,Wetland,Water,Wetland,Water,Water,Cropland
2969,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2970,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2971,Water,Bareland,Wetland,Water,Wetland,Water,Forest,Wetland
2972,Water,Bareland,Wetland,Water,Wetland,Forest,Water,Water
2973,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2974,Water,Bareland,Water,NULL,NULL,Water,Wetland,Wetland
2975,Water,Bareland,Water,NULL,NULL,Water,Water,Wetland
2976,Water,Bareland,Water,NULL,Water,Wetland,Wetland,Wetland
2977,Water,Bareland,Water,NULL,Water,Water,Wetland,Wetland
2978,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
2979,Water,Bareland,Water,Non_Water,NULL,Water,Wetland,Wetland
2980,Water,Bareland,Water,Non_Water,NULL,Water,Water,Wetland
2981,Water,Bareland,Water,Non_Water,NULL,Water,Water,Water
2982,Water,Bareland,Water,Non_Water,NULL,Water,Forest,Wetland
2983,Water,Bareland,Water,Non_Water,Water,Water,Water,Wetland
2984,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
2985,Water,Bareland,Water,Non_Water,Water,Forest,Water,Water
2986,Water,Bareland,Water,Water,NULL,NULL,NULL,Water
2987,Water,Bareland,Water,Water,NULL,Water,NULL,Water
2988,Water,Bareland,Water,Water,NULL,Water,Wetland,Wetland
2989,Water,Bareland,Water,Water,NULL,Water,Water,Wetland
2990,Water,Bareland,Water,Water,NULL,Water,Water,Water
2991,Water,Bareland,Water,Water,NULL,Water,Forest,Wetland
2992,Water,Bareland,Water,Water,NULL,Forest,Water,Wetland
2993,Water,Bareland,Water,Water,Water,NULL,Water,Water
2994,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
2995,Water,Bareland,Water,Water,Water,Water,Wetland,Wetland
2996,Water,Bareland,Water,Water,Water,Water,Wetland,Water
2997,Water,Bareland,Water,Water,Water,Water,Water,Grassland
2998,Water,Bareland,Water,Water,Water,Water,Water,Cropland
2999,Water,Bareland,Water,Water,Water,Water,Water,Wetland
3000,Water,Bareland,Water,Water,Water,Water,Water,Bareland
3001,Water,Bareland,Water,Water,Water,Water,Water,Water
3002,Water,Bareland,Water,Water,Water,Water,Forest,Wetland
3003,Water,Bareland,Water,Water,Water,Forest,Water,Water
3004,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3005,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Wetland
3006,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Wetland
3007,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3008,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3009,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3010,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3011,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3012,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3013,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3014,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3015,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3016,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3017,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3018,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3019,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3020,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
3021,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
3022,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
3023,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3024,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
3025,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
3026,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
3027,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
3028,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3029,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Water
3030,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3031,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
3032,Water,Built-up,NULL,Water,Non_Wetland,Water,Wetland,Water
3033,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3034,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3035,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3036,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3037,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3038,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3039,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3040,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3041,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3042,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3043,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3044,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3045,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3046,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3047,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3048,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3049,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3050,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3051,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3052,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3053,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3054,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3055,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3056,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3057,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3058,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3059,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3060,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3061,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3062,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3063,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3064,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3065,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3066,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3067,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3068,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3069,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3070,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3071,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3072,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3073,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3074,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
3075,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3076,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3077,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3078,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3079,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3080,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3081,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3082,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3083,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3084,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3085,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3086,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3087,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3088,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3089,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3090,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
3091,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3092,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3093,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3094,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3095,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
3096,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3097,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3098,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3099,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3100,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
3101,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
3102,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3103,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3104,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3105,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3106,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3107,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3108,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3109,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
3110,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3111,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3112,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3113,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3114,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
3115,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3116,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
3117,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3118,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3119,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3120,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3121,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3122,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3123,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3124,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3125,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3126,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3127,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3128,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3129,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
3130,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3131,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Built-up
3132,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
3133,Water,Built-up,Shrubland,Water,Non_Wetland,Water,NULL,Water
3134,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3135,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3136,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3137,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3138,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3139,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3140,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3141,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3142,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3143,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3144,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3145,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3146,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
3147,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3148,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3149,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3150,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3151,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3152,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3153,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3154,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3155,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3156,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3157,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3158,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3159,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3160,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
3161,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3162,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3163,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3164,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3165,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3166,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3167,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3168,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3169,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3170,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3171,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Bareland
3172,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3173,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3174,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3175,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
3176,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3177,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3178,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3179,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3180,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Wetland
3181,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3182,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3183,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3184,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3185,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3186,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3187,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3188,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3189,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3190,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
3191,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
3192,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
3193,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3194,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
3195,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3196,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3197,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
3198,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3199,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3200,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3201,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3202,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3203,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
