Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
6378,Water,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
6379,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6380,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6381,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
6382,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
6383,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
6384,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
6385,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6386,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6387,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6388,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6389,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6390,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6391,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6392,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6393,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6394,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6395,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6396,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6397,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6398,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6399,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6400,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6401,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6402,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6403,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6404,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6405,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6406,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6407,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6408,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6409,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6410,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6411,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6412,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
6413,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6414,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6415,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6416,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6417,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6418,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6419,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6420,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6421,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6422,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6423,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
6424,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6425,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
6426,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6427,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6428,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6429,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6430,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6431,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6432,Water,Bareland,Grassland,Water,Non_Wetland,Cropland,Water,Water
6433,Water,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6434,Water,Bareland,Wetland,NULL,Wetland,Cropland,Grassland,Water
6435,Water,Bareland,Wetland,NULL,Wetland,Cropland,Water,Water
6436,Water,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6437,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
6438,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
6439,Water,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
6440,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6441,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Water
6442,Water,Bareland,Built-up,NULL,Non_Wetland,Cropland,Water,Water
6443,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
6444,Water,Bareland,Water,NULL,Water,Bareland,Forest,Water
6445,Water,Bareland,Water,NULL,Water,Water,Water,Water
6446,Water,Bareland,Water,Water,Water,Grassland,Grassland,Water
6447,Water,Bareland,Water,Water,Water,Grassland,Water,Water
6448,Water,Bareland,Water,Water,Water,Cropland,Grassland,Water
6449,Water,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
6450,Water,Bareland,Water,Water,Water,Bareland,Water,Bareland
6451,Water,Bareland,Water,Water,Water,Water,Water,Water
6452,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6453,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
6454,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
6455,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6456,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6457,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
6458,Water,Bareland,Forest,Water,Non_Wetland,Grassland,Forest,Water
6459,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
6460,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
6461,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6462,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
6463,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6464,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6465,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6466,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6467,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6468,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6469,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6470,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6471,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6472,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6473,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6474,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6475,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6476,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6477,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6478,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6479,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6480,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Water
6481,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Water
6482,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6483,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6484,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6485,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6486,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6487,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6488,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6489,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6490,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6491,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6492,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
6493,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6494,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6495,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6496,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6497,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6498,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6499,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6500,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6501,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6502,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6503,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6504,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6505,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6506,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6507,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
6508,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6509,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6510,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6511,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6512,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6513,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6514,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6515,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6516,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6517,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
6518,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6519,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6520,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6521,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6522,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
6523,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6524,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6525,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6526,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6527,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6528,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6529,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6530,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6531,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
6532,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6533,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6534,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6535,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
6536,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6537,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6538,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
6539,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6540,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6541,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6542,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
6543,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Grassland
6544,Water,Water,NULL,Water,Non_Wetland,Cropland,Water,Water
6545,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
6546,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6547,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6548,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6549,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
6550,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6551,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
6552,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
6553,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
6554,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
6555,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6556,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
6557,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6558,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6559,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6560,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
6561,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Wetland
6562,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6563,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6564,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6565,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6566,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6567,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6568,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6569,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6570,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6571,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6572,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6573,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6574,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6575,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6576,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6577,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6578,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6579,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6580,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6581,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6582,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
6583,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6584,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6585,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6586,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6587,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
6588,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6589,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6590,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6591,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6592,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6593,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6594,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6595,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6596,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6597,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6598,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6599,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6600,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
6601,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6602,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6603,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6604,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
6605,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6606,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6607,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6608,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6609,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6610,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6611,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6612,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6613,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6614,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6615,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6616,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6617,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6618,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6619,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6620,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6621,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6622,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6623,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6624,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6625,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6626,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6627,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6628,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6629,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6630,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6631,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6632,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6633,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6634,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6635,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6636,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
6637,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6638,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6639,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6640,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6641,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6642,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6643,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6644,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6645,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6646,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
6647,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
6648,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
6649,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6650,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
6651,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6652,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
6653,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6654,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6655,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6656,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
6657,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6658,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6659,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
6660,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Grassland,Forest
6661,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6662,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
6663,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6664,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
6665,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6666,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
6667,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6668,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
6669,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
6670,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6671,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6672,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6673,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
6674,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6675,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6676,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6677,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
6678,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6679,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6680,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6681,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6682,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
6683,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6684,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6685,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6686,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6687,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6688,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6689,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6690,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6691,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6692,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
6693,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
6694,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6695,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6696,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6697,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6698,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6699,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6700,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6701,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6702,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6703,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6704,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6705,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6706,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6707,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
6708,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6709,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6710,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
6711,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
6712,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6713,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6714,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6715,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
6716,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6717,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6718,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
6719,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Water
6720,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Forest
6721,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6722,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
6723,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
6724,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6725,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
