Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
30522,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
30523,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
30524,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
30525,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
30526,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
30527,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
30528,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
30529,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
30530,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
30531,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
30532,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30533,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
30534,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
30535,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
30536,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
30537,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
30538,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
30539,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
30540,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
30541,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
30542,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
30543,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
30544,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
30545,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
30546,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
30547,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
30548,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
30549,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Water
30550,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
30551,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
30552,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
30553,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
30554,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
30555,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
30556,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
30557,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
30558,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
30559,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
30560,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
30561,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30562,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
30563,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
30564,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
30565,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
30566,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
30567,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
30568,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
30569,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
30570,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
30571,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
30572,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
30573,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
30574,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
30575,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
30576,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
30577,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
30578,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
30579,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
30580,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
30581,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
30582,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
30583,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
30584,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
30585,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
30586,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Wetland
30587,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
30588,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
30589,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
30590,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
30591,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
30592,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
30593,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
30594,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
30595,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
30596,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
30597,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
30598,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
30599,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
30600,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
30601,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
30602,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
30603,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
30604,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
30605,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
30606,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Wetland
30607,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
30608,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
30609,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
30610,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
30611,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
30612,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
30613,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
30614,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
30615,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
30616,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
30617,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
30618,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
30619,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
30620,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
30621,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
30622,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
30623,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Wetland
30624,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
30625,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland,Shrubland,Wetland
30626,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
30627,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
30628,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
30629,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
30630,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
30631,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
30632,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30633,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30634,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30635,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
30636,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30637,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30638,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
30639,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30640,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
30641,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
30642,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
30643,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
30644,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
30645,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
30646,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
30647,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
30648,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30649,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
30650,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
30651,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
30652,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
30653,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
30654,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
30655,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
30656,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
30657,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
30658,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30659,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
30660,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
30661,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
30662,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
30663,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
30664,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
30665,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
30666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
30667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
30668,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
30669,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
30670,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
30671,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
30672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
30673,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
30674,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
30675,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
30676,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
30677,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
30678,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
30679,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
30680,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
30681,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
30682,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
30683,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
30684,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
30685,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
30686,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
30687,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30688,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
30689,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
30690,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
30691,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
30692,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
30693,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
30694,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
30695,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
30696,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
30697,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
30698,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
30699,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
30700,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
30701,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
30702,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
30703,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
30704,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
30705,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
30706,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
30707,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
30708,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
30709,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
30710,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
30711,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
30712,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
30713,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
30714,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
30715,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
30716,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
30717,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
30718,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
30719,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
30720,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
30721,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
30722,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
30723,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
30724,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
30725,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
30726,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
30727,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
30728,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
30729,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
30730,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
30731,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
30732,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
30733,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
30734,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
30735,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
30736,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
30737,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
30738,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
30739,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
30740,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
30741,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
30742,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
30743,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
30744,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
30745,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
30746,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
30747,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
30748,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
30749,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
30750,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
30751,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,NULL
30752,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
30753,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
30754,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Built-up
30755,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
30756,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
30757,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
30758,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,NULL
30759,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
30760,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
30761,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
30762,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
30763,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
30764,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
30765,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
30766,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
30767,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Wetland
30768,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
30769,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
30770,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
30771,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Water
30772,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
30773,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
30774,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
30775,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
30776,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
30777,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
30778,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
30779,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
30780,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
30781,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
30782,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
30783,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
30784,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
30785,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
30786,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
30787,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
30788,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
30789,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
30790,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
30791,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Wetland
30792,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
30793,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
30794,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Wetland
30795,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Built-up
30796,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Forest
30797,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
30798,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
30799,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
30800,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Forest
30801,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
30802,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
30803,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
30804,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Wetland
30805,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
30806,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
30807,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,NULL
30808,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Forest,Forest
30809,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Wetland
30810,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Wetland
30811,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
30812,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Wetland
30813,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
30814,Forest,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
30815,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30816,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Shrubland,Forest
30817,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
30818,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30819,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30820,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30821,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30822,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
30823,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30824,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
30825,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
30826,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30827,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
30828,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
30829,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
30830,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
30831,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
30832,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
30833,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
30834,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
30835,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
30836,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
30837,Forest,Built-up,Bareland,Water,Non_Wetland,Shrubland,Built-up,Forest
30838,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
30839,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
