Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
17127,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
17128,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
17129,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
17130,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
17131,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17132,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
17133,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
17134,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17135,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
17136,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
17137,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
17138,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
17139,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17140,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
17141,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
17142,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17143,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17144,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
17145,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
17146,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
17147,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
17148,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
17149,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
17150,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
17151,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
17152,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
17153,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
17154,Forest,Built-up,Water,Water,Water,Bareland,Built-up,Cropland
17155,Forest,Built-up,Water,Water,Water,Bareland,Built-up,Water
17156,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17157,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
17158,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
17159,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17160,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17161,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17162,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17163,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
17164,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
17165,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
17166,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
17167,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
17168,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
17169,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17170,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17171,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17172,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17173,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
17174,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17175,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17176,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17177,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17178,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17179,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
17180,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
17181,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
17182,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
17183,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17184,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
17185,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
17186,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
17187,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
17188,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17189,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
17190,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
17191,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
17192,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
17193,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
17194,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
17195,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
17196,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17197,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17198,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17199,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17200,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
17201,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
17202,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17203,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17204,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
17205,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
17206,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17207,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17208,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17209,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17210,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17211,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
17212,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
17213,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
17214,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
17215,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
17216,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17217,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
17218,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17219,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
17220,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
17221,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
17222,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
17223,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
17224,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
17225,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
17226,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
17227,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
17228,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
17229,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
17230,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
17231,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
17232,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
17233,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
17234,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
17235,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17236,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
17237,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17238,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
17239,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
17240,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
17241,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
17242,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
17243,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
17244,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
17245,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
17246,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17247,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
17248,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
17249,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
17250,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
17251,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17252,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
17253,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17254,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
17255,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
17256,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
17257,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
17258,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17259,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17260,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
17261,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17262,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
17263,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
17264,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
17265,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
17266,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
17267,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
17268,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
17269,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17270,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
17271,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
17272,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
17273,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
17274,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
17275,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
17276,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
17277,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
17278,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
17279,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
17280,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
17281,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
17282,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
17283,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
17284,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
17285,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
17286,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
17287,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
17288,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
17289,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
17290,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
17291,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17292,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
17293,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
17294,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
17295,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
17296,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17297,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
17298,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
17299,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
17300,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
17301,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17302,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
17303,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
17304,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
17305,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
17306,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
17307,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
17308,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
17309,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
17310,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17311,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17312,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
17313,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17314,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17315,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17316,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17317,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
17318,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17319,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
17320,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
17321,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
17322,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
17323,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17324,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
17325,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
17326,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
17327,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
17328,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
17329,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
17330,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17331,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
17332,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
17333,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17334,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17335,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
17336,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17337,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17338,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17339,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
17340,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
17341,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
17342,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
17343,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
17344,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17345,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17346,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17347,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
17348,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
17349,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
17350,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
17351,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17352,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
17353,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
17354,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17355,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
17356,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
17357,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
17358,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17359,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
17360,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17361,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
17362,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
17363,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
17364,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
17365,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
17366,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
17367,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
17368,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
17369,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
17370,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
17371,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
17372,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17373,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
17374,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17375,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
17376,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
17377,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
17378,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17379,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17380,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
17381,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
17382,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
17383,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
17384,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
17385,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
17386,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
17387,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
17388,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
17389,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
17390,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
17391,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
17392,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
17393,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17394,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
17395,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
17396,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
17397,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
17398,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
17399,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17400,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17401,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
17402,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
17403,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
17404,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
17405,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
17406,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
17407,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17408,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17409,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17410,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17411,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17412,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17413,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
17414,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
17415,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
17416,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
17417,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17418,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
17419,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
17420,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
17421,Forest,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
17422,Forest,Water,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
17423,Forest,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
17424,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
17425,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
17426,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
17427,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
17428,Forest,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
17429,Forest,Water,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
17430,Forest,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
17431,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
17432,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
17433,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
17434,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
17435,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
17436,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
17437,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
17438,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
17439,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
17440,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
17441,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
17442,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
17443,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
17444,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
17445,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
17446,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
17447,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
17448,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
17449,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
17450,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
17451,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
17452,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
17453,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
17454,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
17455,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
17456,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
17457,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
17458,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
17459,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
17460,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
17461,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
17462,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
17463,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
17464,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
17465,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
17466,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
17467,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
17468,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
17469,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
