Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLE_M_R
1013,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1014,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1016,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1017,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1018,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1019,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1021,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1023,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1024,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1025,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1026,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1029,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1031,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1032,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1033,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1034,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1035,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1036,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1037,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1038,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1039,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1040,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1041,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1042,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1043,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1044,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1045,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1046,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1047,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1048,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1049,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1050,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1051,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1052,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1056,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1057,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1058,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1062,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1063,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1067,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1069,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1071,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1072,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1073,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1074,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1076,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1078,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1079,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1082,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1086,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1087,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1088,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1091,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1094,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1096,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1098,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1101,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1102,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1103,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1104,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1105,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1106,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1108,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1110,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1112,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1113,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1114,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1115,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1116,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1117,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1119,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1121,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1124,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1125,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1126,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1127,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1128,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1129,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1130,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1131,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1132,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1134,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1135,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1136,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1137,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1141,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1142,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1143,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1146,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1148,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1149,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1150,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1151,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1152,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1153,Bareland,Cropland,Water,Water,Water,NULL,NULL,NULL
1154,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1155,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
1156,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1157,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1159,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1160,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1161,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1162,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1164,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1165,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1166,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1167,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1170,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1171,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1172,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1174,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1175,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1177,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1178,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1179,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1181,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1183,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1184,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1185,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1186,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1188,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1189,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1190,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1191,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1192,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1195,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1196,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1197,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1199,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1200,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1201,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1202,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1203,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1205,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1206,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1208,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1209,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1210,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1211,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1215,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1216,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1217,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1218,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1219,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1220,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1221,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1222,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1223,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1224,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1225,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1226,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1227,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1228,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1229,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1230,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1231,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1234,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1235,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1237,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1238,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1239,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1240,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1242,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1243,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1244,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1245,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1248,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1250,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1251,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1252,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1253,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1254,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1257,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1258,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1260,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1262,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1263,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1264,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1268,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1269,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1270,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1271,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1272,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1273,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1274,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1275,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1276,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1277,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1278,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1279,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1280,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1281,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1282,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1283,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1284,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1287,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1288,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1292,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1293,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1294,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1295,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1297,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1300,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1303,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1304,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1305,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1306,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1307,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1308,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1309,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1312,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1313,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1314,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1318,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1319,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1320,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1322,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1323,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1324,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1326,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1327,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1328,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1329,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1332,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1333,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1334,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1335,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1337,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1338,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1339,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1342,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1343,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
