Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEL_M_R
22765,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Bareland,Forest
22766,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
22767,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,NULL,Forest
22768,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
22769,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Water
22770,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
22771,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
22772,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Forest,Forest
22773,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
22774,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
22775,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
22776,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Shrubland,Water
22777,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
22778,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
22779,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
22780,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
22781,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Water
22782,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
22783,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Forest
22784,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
22785,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
22786,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
22787,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
22788,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22789,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
22790,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
22791,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22792,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
22793,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
22794,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
22795,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
22796,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
22797,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
22798,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
22799,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
22800,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
22801,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
22802,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
22803,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
22804,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22805,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
22806,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
22807,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22808,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22809,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22810,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22811,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22812,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22813,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22814,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
22815,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22816,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
22817,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22818,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
22819,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
22820,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
22821,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
22822,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
22823,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
22824,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
22825,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22826,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
22827,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
22828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
22829,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22830,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
22831,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
22832,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
22833,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
22834,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22835,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22836,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22837,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
22838,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22839,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
22840,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
22841,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
22842,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
22843,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
22844,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
22845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
22847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
22848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
22849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
22850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
22851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
22852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
22853,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
22854,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
22855,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
22856,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
22857,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
22858,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
22859,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
22860,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
22861,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
22862,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
22863,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
22864,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
22865,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22866,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
22867,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
22868,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
22869,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
22870,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
22871,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
22872,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
22873,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22874,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22875,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
22876,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
22877,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
22878,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
22879,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
22880,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
22881,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
22882,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
22883,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
22884,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22885,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
22886,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
22887,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
22888,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22889,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22890,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22891,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
22892,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22893,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
22894,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22895,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
22896,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
22897,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
22898,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22899,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
22900,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
22901,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
22902,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
22903,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
22904,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
22905,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
22906,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
22907,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
22908,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
22909,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
22910,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
22911,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
22912,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
22913,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
22914,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
22915,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
22916,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
22917,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
22918,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
22919,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
22920,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
22921,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
22922,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
22923,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
22924,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
22925,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22926,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
22927,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
22928,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
22929,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
22930,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
22931,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
22932,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
22933,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
22934,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
22935,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
22936,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
22937,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
22938,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
22939,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
22940,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22941,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
22942,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
22943,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22944,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
22945,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22946,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
22947,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
22948,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
22949,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
22950,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
22951,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
22952,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
22953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
22959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
22963,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
22964,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
22965,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22966,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
22967,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
22968,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
22969,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22970,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
22971,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22972,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22973,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
22974,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22975,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22976,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
22977,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
22978,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
22979,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22980,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
22981,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
22982,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22983,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22984,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
22985,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22986,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
22987,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
22988,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
22989,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
22990,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
22991,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
22992,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
22993,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22994,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
22995,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
22996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
22997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
22998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
22999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
23000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
23001,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
23002,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
23003,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
23004,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Water
23005,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
23006,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
23007,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
23008,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
23009,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
23010,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
23011,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
23012,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
23013,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
23014,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
23015,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
23016,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
23017,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
23018,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
23019,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
23020,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
23021,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
23022,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
23023,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
23024,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
23025,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
23026,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
23027,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
23028,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
23029,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
23030,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
23031,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
23032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
23033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
23034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
23035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
23036,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
23037,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
23038,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
23039,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
23040,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
23041,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
23042,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
23043,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
23044,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
23045,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
23046,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
23047,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
23048,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
23049,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
23050,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
23051,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
23052,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
23053,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
23054,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
23055,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
23056,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
23057,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
23058,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Bareland,Forest
23059,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
23060,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Water
23061,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
23062,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
23063,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
23064,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
23065,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
23066,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Water
23067,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
23068,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
23069,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
23070,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
23071,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
23072,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
23073,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
23074,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
23075,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
23076,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
23077,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
23078,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
23079,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
23080,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Water
23081,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
23082,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
23083,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
23084,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
23085,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
23086,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
23087,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
23088,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
